name,memberCity,memberCounry,MemberGender,memberAge,CitiesVisited,Countriesvisited,memberDescription,Activitiy,Type,ownerdesc,rating,review
Brown4m,Tokyo,Japan, female , 35-49 ,"['london', 'cambridge', 'anchorage', ' ak', 'berlin', 'colorado springs', ' co', 'beijing', 'arches national park', ' ut', 'bruges', 'budapest', 'hiroshima', 'agana', 'brussels']","[' uk', ' usa', ' germany', ' china', ' belgium', ' hungary', ' japan', ' mariana islands']","[""I'm just a simple, adventurous gal who enjoys good food, good company and exploring different cultures. Traveling invigorates my spirit and allows me to experience all the amazing places and people all over the world. I definitely have a bad case of wanderlust! ""]","Sky Bus Tokyo, Chiyoda", Bus Tours,"
",2 of 5 stars,"
This is Tokyo's version of The Hop-on, Hop-off Bus you see in many cities. The price was reasonable (2500 Yen/$25) which allowed you to travel on three different routes around the city, all day. We enjoyed parts of the tour that drove to various parts of Tokyo, however, the (English) commentary wasn't really informative....It was very brief. As mentioned in...


More 


"
TRAVELADIX,PASADENA,CALIFORNIA, male , 35-49 ,"['palm springs', ' ca', 'san francisco', ' ca', 'new orleans', ' la', 'redondo beach', ' ca', 'solvang', ' ca', 'las vegas', ' nv', 'carmel', ' ca', 'long beach', ' ca', 'malibu', ' ca', 'calistoga', ' ca', 'cambria', ' ca', 'chicago', ' il']",[' usa'],['My wife & I travel frequently. My wife loves cities with good restaurants & shopping. I like a quiet place to relax & read a book. '],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",1 of 5 stars,"
The English - translation portion is horrible. The bus only hits each stop about every 75 minutes, sometimes it is full and you just have to wait for the next bus in another 75 minutes! I have been on hop on hop off tours in other countries and this is the worst I have ever seen. I recommend you buy...


More 


"
Travelingduck541,Eugene,Oregon,,,"['siem reap', 'florence', ' or', 'bangkok', 'chiang mai', 'luang prabang', 'ao nang', 'chiang khong', 'chiyoda', 'ko lanta', 'ko phi phi don']","[' cambodia', ' usa', ' thailand', ' laos', ' japan']",[],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",2 of 5 stars,"
I was in Tokyo for only 6 hours on a layover headed back to the United States. I decided to do the Sky Bus Tokyo after seeing a story on the BBC and based on my experiences with other hop-on hop-off bus tours around the world (Philly, San Francisco, Dublin, London).
This tour wasn't great. The seats had mold on...


More 


"
ellentravels,key west and new york,key west and new york, female , 50-64 ,"['berlin', 'istanbul', 'odessa', 'richmond', ' va', 'concord', ' nh', 'kyoto', 'new york city', ' ny', 'san diego', ' ca', 'farmington', ' ct', 'quito', 'washington dc', ' dc', 'williamsburg', ' va']","[' germany', ' turkey', ' ukraine', ' usa', ' japan', ' ecuador']",[],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",1 of 5 stars,"
We are well travelled and enjoy these hop on/off bus tours for a quick intro to a city, but this tour was by far the worst. You can only sit on the open top deck, rain or heat. There was a long introduction in Japanese and the guide talked all thru the tour, however the English translation was very sparse...


More 


"
,,,,,[],[],[],"Shinjuku Milano, Shinjuku",,,3 of 5 stars,
Aus456,Sydney,Sydney,Male ,,"['marrakech', 'udaipur', 'minato', 'sydney', 'bandar seri begawan', 'chiyoda', 'macau', 'milsons point', 'new delhi', 'rotorua', 'siem reap', 'aberdeen']","[' morocco', ' india', ' japan', ' australia', ' brunei darussalam', ' china', ' new zealand', ' cambodia', ' uk']",[],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",2 of 5 stars,"
We caught the Sky Bus in Tokyo in late September 2014 and I thought I would leave a review to warn other potential customers. But it has all been written before...
The Pros - a number of buses travelling three different routes around Tokyo. Lots of photo opportunities
The Cons - The commentary. For some reason, unknown to mankind, the...


More 


"
shara_ra_ra,Tokyo,Japan, female , 35-49 ,"['chiyoda', 'musashino', 'seoul', 'shibuya', 'shinjuku', 'minato', 'chuo', 'turin', 'bangkok', 'tachikawa', 'kyoto', 'otaru']","[' japan', ' south korea', ' italy', ' thailand']",[],"Chi Spa, Chiyoda",,,1 of 5 stars,
Jessna,,,,,"['taupo', 'tauranga', 'lima', 'mount maunganui', 'tortuguero', 'auckland', 'cagliari', 'chattanooga', ' tn', 'chiyoda', 'dubrovnik', 'hastings', 'jacksonville', ' fl']","[' new zealand', ' peru', ' costa rica', ' italy', ' usa', ' japan', ' croatia']",[],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",3 of 5 stars,"
The stops on this tour seemed to focus on stopping at shopping complexes. Not what we wanted to see. Far better value was a day pass for the subway (1000 yen- approx. $10) and a good guide book.
There was an audio guide in English but very difficult to listen to while a very loud Japanese commentary was going on...


More 


"
yutaka,Tokyo,Tokyo, male , 35-49 ,"['london', 'amsterdam', 'beverly hills', ' ca', 'brussels', 'dallas', ' tx', 'fes', 'florence', 'geneva', 'hamburg', 'kyoto', 'lisbon', 'los angeles', ' ca']","[' uk', ' the netherlands', ' usa', ' belgium', ' morocco', ' italy', ' switzerland', ' germany', ' japan', ' portugal']",['Living in Tokyo and love visiting London and Paris very much to enjoy musuic and restaurants. '],"Spa The Peninsula, Chiyoda", Spas,"
",4 of 5 stars,
vsomerset,Cape Town,Cape Town, male , 35-49 ,"['philadelphia', ' pa', 'berlin', 'cape town central', 'paris', 'barcelona', 'nice', 'washington dc', ' dc', 'buenos aires', 'krakow', 'amsterdam', 'shanghai', 'toronto', ' ontario']","[' usa', ' germany', ' south africa', ' france', ' spain', ' argentina', ' poland', ' the netherlands', ' china', ' canada']",[],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",4 of 5 stars,"
This option is usually the best way to find your way around a city that you have not visited yet. It was not one of my best experiences on a city sightseeing bus, but it was good value for the price. It does not cater for a wide variety of languages and the commentary is poor.
The easiest way to...


More 


"
c0r0zal,Washington DC,District of Columbia,,,"['washington dc', ' dc', 'bogota', 'milan', 'chiyoda', 'paris', 'alexandria', ' va', 'arlington', ' va', 'kyoto', 'lisbon', 'minato', 'ravello', 'bari']","[' usa', ' colombia', ' italy', ' japan', ' france', ' portugal']",[],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",1 of 5 stars,"
Don't even think to take this tour bus. First of all the tour guide does not speak English in a city like Tokyo; cosmopolitan, modern perfect, organized, immaculate, skilled. Listen the audio is a waste of time due to the tour guide speaking loud Japanese at the same time. They don't show you everything like in other cities in the...


More 


"
jennykoekoe,Seattle,Washington,,,"['shibuya', 'bellingham', ' wa', 'calabasas', ' ca', 'cape town central', 'chicago', ' il', 'chula vista', ' ca', ""coeur d'alene"", ' id', 'corona', ' ca', 'dakar', 'egmont', ' british columbia', 'fresno', ' ca', 'honolulu', ' hi']","[' japan', ' usa', ' south africa', ' senegal', ' canada']",[],"Cat cafe Hapineko, Shibuya",,"
",5 of 5 stars,"
While in Tokyo, I happened in to Hapineko and really enjoyed my time there. I don't speak ANY Japanese and the staff was friendly and accommodating. The atmosphere was very peaceful and the cats seem happy and well loved.
"
foodie66,Vancouver,Canada, Female ,,"['tokyo', 'portland', ' or', 'frankfurt', 'vancouver', ' british columbia', 'paris', 'olympic national park', ' wa', 'kyoto', 'anaheim', ' ca', 'taito', 'montreal', ' quebec', 'shibuya', 'freiburg im breisgau']","[' japan', ' usa', ' germany', ' canada', ' france']",[],"Cat cafe Hapineko, Shibuya",,"
",3 of 5 stars,"
My daughter really wanted to visit a cat cafe and this one was close to our apartment so we opted for it over others. I can't say it was a great experience. First, you will not be the only tourists there. In fact, almost everyone else in the place was another tourist. In fact, we had to wait for others...


More 


"
BazinSG,Singapore,Singapore, male , 50-64 ,"['legian', 'singapore', 'phuket town', 'chiyoda', 'patong', 'phnom penh', 'sekupang', 'siem reap', 'chuo', 'jimbaran', 'minato', 'san francisco', ' ca']","[' indonesia', ' singapore', ' thailand', ' japan', ' cambodia', ' usa']",['I do a bit of traveling for work but then I like to travel locally (through Asia) with my wife to relax and get away from the hustle & bustle.\nWhen we travel we also like to explore where the locals go and eat and really get to to know the culture/country. '],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",1 of 5 stars,"
I have travelled to many countries that have the Hop on Hop off bus service, and I have to say that the one in Tokyo has to be the worst. Given that the purpose is to help tourists get around Tokyo and be able to get to see some key attractions the only people that it is catering for are...


More 


"
kiwi4ever,Lake Elsinore,California, female , 65+ ,"['nusa dua', 'ghent', 'kyoto', 'london', 'muri', 'stresa', 'alto jahuel', 'berlin', 'chiyoda', 'chuo', 'dachau', 'elk grove village', ' il']","[' indonesia', ' belgium', ' japan', ' uk', ' cook islands', ' italy', ' chile', ' germany', ' usa']",[],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",2 of 5 stars,"
Did a tour on the Tokyo Sky Hop On Hop Off today. Beautiful clean newish buses and the three routes looked promising. However, each bus had a tour guide who used a mic. and spoke rapid Japanese the whole way. Most of the people on the bus were Japanese, only a handful of tourists who had recordings to listen to...


More 


"
Rno89519,Reno,Reno,,,"['chiyoda', 'vilcabamba']","[' japan', ' ecuador']",[],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",1 of 5 stars,"
Awful awful awful...we have taken a tour similar to this in other cities and found them to be quite satisfactory. However, this one was a big waste of time. The routes were not very interesting or even very scenic. The audio commentary was worthless, extremely short with no pertinent information, while the Japanese speaker yelled over your taped version. Horrible...don't...


More 


"
pammyvancouver,Vancouver,Canada, female , 35-49 ,"['puerto aventuras', 'paris', 'vancouver', ' british columbia', 'hong kong', 'beijing', 'london', 'akumal', 'shanghai', 'treigny', 'batu ferringhi', 'chichen itza', 'monte-carlo']","[' mexico', ' france', ' canada', ' china', ' uk', ' malaysia', ' monaco']",['I love to discover cultures through cuisine. Love to shop too. And love a grand bargain! '],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",1 of 5 stars,"
The ""idea"" is good...ie you get to cover Tokyo in a short amt of time (if you're short of time), but the operator/bus company needs to do more. The attendant speaks a Japanese commentary during the tour but English speakers listened to a recording on the headphones. The recording was terrible. For eg, they announced ""Tokyo Tower on your right""...


More 


"
awolkiwis,Germany,Germany, female , 35-49 ,"['solda', 'chuo', 'monte-carlo', 'bangkok', 'chiyoda', 'civitavecchia', 'hamburg', 'hayes', 'london', 'moscow', 'munich', 'nice']","[' italy', ' japan', ' monaco', ' thailand', ' germany', ' uk', ' russia', ' france']",[],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",1 of 5 stars,"
We have been on countless hop on hop off buses in many countries. Normally we really enjoy them and they are a good way to see a lot in a short space of time.
This one was disappointing however. Very light on commentary through the headphones. It's mainly music in between the odd comment. The guide speaks Japanese via microphone...


More 


"
TomT77,Treorchy,United Kingdom, male , 65+ ,"['cardiff', 'sydney', 'shanghai', 'blackpool', 'bournemouth', 'nantes', 'birmingham', 'brisbane', 'bristol', 'dublin', 'hanoi', 'glasgow']","[' uk', ' australia', ' china', ' france', ' ireland', ' vietnam']",['Independent traveller using good quality hotels (4star min) throughout the world. Like all types of food but eat with my eyes (the food has to look right). Like to see local and major sights and talk to local people and if ossicle meet up with old friends and contacts. '],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",1 of 5 stars,"
Having taken tours in many cities in the world, the majority have been excellent, but this was by far the worst ever. There are 3 tours included in the 24hour ticket, we did two out of the three tours as we had time to waste, yes we saw the Tokyo Tower and Tokyo Skytree but after 3 to 4 hours...


More 


"
bob2bkk,Bangkok,Thailand, male , 50-64 ,"['bangkok', 'seoul', 'hong kong', 'makati', 'pattaya', 'new york city', ' ny', 'cranston', ' ri', 'hazleton', ' pa', 'providence', ' ri', 'warwick', ' ri', 'manila', 'shinjuku']","[' thailand', ' south korea', ' china', ' philippines', ' usa', ' japan']",['Retired American living in Bangkok '],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",3 of 5 stars,"
There are a number of sightseeing bus tours in Tokyo, but this one offers the ability to hop on and hop off at various spots along the way. It has 3 routes and once you buy a one day (24 hour) ticket, you can ride all 3 routes. To get to the buses, take any train line to the Tokyo...


More 


"
Neil_London_78,London,United Kingdom, male , 35-49 ,"['austin', ' tx', 'foz do iguacu', 'palm springs', ' ca', 'berlin', 'chiyoda', 'galway', 'paraty', 'san diego', ' ca', 'santa fe', ' nm', 'sindelfingen', 'barcelona', 'budapest']","[' usa', ' brazil', ' germany', ' japan', ' ireland', ' spain', ' hungary']",[],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",1 of 5 stars,"
To be completely frank, the Sky Bus was a complete waste of both time and money. While they offer 3 tours, after about 10 minutes, it's already incredibly dull. The English language commentary is spartan to say the least and in some of the few places where there was something to say, the commentary often cut off in mid-sentence to...


More 


"
AgnesLYH,Kuala Lumpur,Malaysia, female , 25-34 ,"['chiyoda', 'subang jaya', 'bangkok', 'kampar', 'kuala lumpur', 'kyoto', 'osaka', 'seremban', 'shibuya']","[' japan', ' malaysia', ' thailand']",[],"Cat cafe Hapineko, Shibuya",,"
",4 of 5 stars,"
We Googled for the nearest cat cafe while we were in Shibuya, and lo and behold, the nearest one was also highly rated on Tripadvisor. Since there are way too many buildings and streets in Shibuya, we were fortunate to be able to use the GPS in our phones to direct us to Hapineko. In the rain.
We arrived at...


More 


"
TravelingYarn,Pittsburgh,Pennsylvania, female , 25-34 ,"['pittsburgh', ' pa', 'seattle', ' wa', 'osaka', 'olympic national park', ' wa', 'wildwood', ' nj', 'chiyoda', 'hannover', 'matsumoto', 'paris', 'yamanouchi-machi', 'geneva', 'shibuya']","[' usa', ' japan', ' germany', ' france', ' switzerland']",['I write all about my travels on my blog: http://byov.blogspot.com/ '],"Cat cafe Hapineko, Shibuya",,"
",4 of 5 stars,"
So. paying 1000 JPY for 30 minutes with cats that could not care less if you were there is a bit much. But most cat cafes have some sort of limitation, and at least this entrance fee comes with a tea or coffee. Not the best tea or coffee. Just a tea or coffee.
The cats are, of course, adorable....


More 


"
writingale,chennai,chennai, female , 25-34 ,"['bali', 'chennai (madras)', 'london', 'kuala lumpur', 'ubud', 'singapore', 'bangkok', 'rome', 'new york city', ' ny', 'pondicherry', 'lankanfinolhu island']","[' indonesia', ' india', ' uk', ' malaysia', ' singapore', ' thailand', ' italy', ' usa', ' asia', 'maldives']",['Writer/editor based in south India '],"Cat cafe Hapineko, Shibuya",,"
",4 of 5 stars,"
Spent an enjoyable 30 minutes here, while hubby checked out the area (he does not like cats!). This branch is one of the costlier ones - 1000 yen for 30 min (the one in Asakusa charges 800 yen for an hour) but since I was in the neighbourhood, I decided to visit the Shibuya one - Hapineko. It got quite...


More 


"
bex76,Manchester,Manchester,,,"['manchester', 'buenos aires', 'dubai', 'auckland', 'bogota', 'damascus', 'london', 'madrid', 'stockport', 'aleppo', 'amman', 'apia']","[' uk', ' argentina', ' united arab emirates', ' new zealand', ' colombia', ' syria', ' spain', ' jordan', ' samoa']",[],"Cat cafe Hapineko, Shibuya",,"
",4 of 5 stars,"
If you are a cat lover, this is a pleasant way to spend some time away from the hustle and bustle of the city. It's a relaxing and serene experience to sit there in the quiet cafe and stroke the cats. All the cats seemed really well cared for with lovely soft coats, and lots of playthings. The price might...


More 


"
roxy20139,,,,,"['minato', 'shibuya']",[' japan'],[],"Cat cafe Hapineko, Shibuya",,"
",1 of 5 stars,
azulruso,Vitoria-Gasteiz,Spain,,,"['jamaica', 'shibuya', 'montego bay', 'beijing', 'guilin', 'kanazawa', 'kyoto', 'london', 'new york city', ' ny', 'osaka', 'playa del carmen', 'shanghai']","[' caribbean', ' japan', ' jamaica', ' china', ' uk', ' usa', ' mexico']",[],"Cat cafe Hapineko, Shibuya",,"
",1 of 5 stars,
freeamac,San Jose,San Jose,,,"['montreal', ' quebec', 'oslo', 'trondheim', 'lake louise', ' alberta', 'buenos aires', 'solvang', ' ca', 'tromso', 'edinburgh', 'rancho mirage', ' ca', 'sydney', 'waikoloa', ' hi', 'baddeck', ' nova scotia']","[' canada', ' norway', ' argentina', ' usa', ' uk', ' australia']",[],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",2 of 5 stars,"
This tour was one of my few disappointments in Japan. The actual tour itself is average but their customer service is not. After rushing us rather briskly onto the bus to start the tour, I asked for my English translation headset. They had forgotten it. I had explicitly asked before getting on board and they assured me it would be...


More 


"
Luv2Ctheworld2011,Atlanta,Georgia,,,"['atlanta', ' ga', 'cape town central', 'chiyoda', 'fort lauderdale', ' fl', 'hayesville', ' nc', 'hiawassee', ' ga', 'jacob lake', ' az', 'table mountain national park', 'asheville', ' nc']","[' usa', ' south africa', ' japan']",[],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",2 of 5 stars,"
We took this tour today and thought it was a waste of time and money. 1500 JPY each for 45 minutes. Only 1 out of 4 routes is available to other than Japanese speakers. We were assigned seats which meant that everyone was in the back of the bus grouped together. The narration was not very informative. We think the...


More 


"
MichaelWeening,UK/Canada,UK/Canada, male , 35-49 ,"['ho chi minh city', 'minato', 'siem reap', 'agra', 'bali', 'kyoto', 'grand cayman', 'hamilton island', 'ubud', 'luxor', 'sydney']","[' vietnam', ' japan', ' cambodia', ' india', ' indonesia', 'gianyar', ' cayman islands', ' australia', ' egypt']",[],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",1 of 5 stars,"
I love big red bus like tours (Londons is a must do) and this would be a fantastic tour if it was guided. The live guide is in Japanese and the plug your headset English version is awful. 70 of the 80 minutes spent listening to bad elevator music with the occasional commentating with almost no historical context. Add a...


More 


"
cleo1209,litchfield,litchfield, female , 50-64 ,"['lima', 'athens', 'isla verde', 'san juan', 'piraeus', 'el yunque national forest', 'niagara falls', ' ontario', 'brigantine', ' nj', 'phnom penh', 'atlantic city', ' nj', 'ponce', 'ho chi minh city']","[' peru', ' greece', ' puerto rico', ' canada', ' usa', ' cambodia', ' vietnam']",[],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",2 of 5 stars,"
Our January two day Sky Hop Bus tour experience left us out in the cold and also out of touch with Tokyo. Unlike other Hop On Off buses we have toured on in various cities, the Tokyo Sky Hop Bus lacks an appropriate commentary about interesting sights to see at each stop. The Sky Hop Bus has three different bus...


More 


"
GlobalguyOttawa,Ottawa,Ottawa, male , 50-64 ,"['istanbul', 'imerovigli', 'kuala lumpur', 'paestum', 'leura', 'london', 'melbourne', 'ottawa', ' ontario', 'valencia', 'bangkok', 'barcelona', 'kyoto']","[' turkey', ' greece', ' malaysia', ' italy', ' australia', ' uk', ' canada', ' spain', ' thailand', ' japan']",[],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",2 of 5 stars,"
Everyone knows the hop on/off formula right? All major cities have one or two bus companies offering this tourist service.
Well this company failed miserably at executing the idea. To begin with the English commentary is minimal, non informative, and appears too late for riders to see the sight they describe. Furthermore, as compared to the live talking going on...


More 


"
yeowon,Wellington,New Zealand, female , 50-64 ,"['new york city', ' ny', 'london', 'auckland', 'sydney', 'wellington', 'chiyoda', 'cannes', 'shibuya', 'taupo', 'queenstown', 'carmel', ' ca']","[' usa', ' uk', ' new zealand', ' australia', ' japan', ' france', 'south island']","[""I am a 5th generation New Zealand chinese - our ancesters came out looking for gold in the gold rush days (1860's) down the South Island. I have two kids and a hubby. My mum and dad took us 3 children away to Europe when I was 13 and we travelled in a camper van. Ever since then me and my siblings have had the travel bug! My Mum who was stay at home Mum also planned a trip away every summer holidays somewhere in New Zealand so I've seen a lot of New Zealand and am enjoying discovering it again with my 13 and 15 year old boys. ""]","Sky Bus Tokyo, Chiyoda", Bus Tours,"
",5 of 5 stars,"
Unlike some other reviewers I actually quite liked the skybus tour. I had been in Tokyo for 8 days already doing the subway thing and had no sense or idea of things happening overland. We also always go on a hop on hop off bus when were in a city and have been on numerous - London, Munich, Paris, Syndey....


More 


"
peter180,Tokyo,Japan,,,"['bordentown', ' nj', 'chiyoda', 'valdosta', ' ga']","[' usa', ' japan']",[],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",2 of 5 stars,"
I tried out the hop on hop off rides over two days. I have used several similar City Sightseeing in Europe and love them because they are so informative. The guides here are very friendly and I was impressed that they can speak nonstop for the whole ride describing the sights,- in Japanese. 95% of the English prerecorded tape is...


More 


"
ANJ002,Singapore,Singapore, male , 35-49 ,"['minato', 'urayasu', 'seoul', 'kyoto', 'beijing', 'kuala lumpur', 'surabaya', 'patong', 'tianjin', 'copenhagen', 'singapore', 'amsterdam']","[' japan', ' south korea', ' china', ' malaysia', ' indonesia', ' thailand', ' denmark', ' singapore', ' the netherlands']",[],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",2 of 5 stars,"
This was not the first time we took a hop on off bus. Our expectation was a bit high once we decided to take this bus. Then we reliased that it was a bad decision to take this bus in Tokyo.
The reasons are:
1. You are not allowed to sit on the lower deck no matter how cold the...


More 


"
bessie108,Torino,Torino, female , 50-64 ,"['turin', 'vienna', 'abano terme', 'borobudur', 'new york city', ' ny', 'villard-de-lans', 'campertogno', 'kyoto', 'sestri levante', 'sirmione', 'bad gastein', 'challand saint anselme']","[' italy', ' austria', ' indonesia', ' usa', ' france', ' japan']",[],"Cat cafe Hapineko, Shibuya",,"
",4 of 5 stars,
Minerva89,Fano,Italy,,,"['fano', 'pesaro', 'shibuya']","[' italy', ' japan']",[],"Cat cafe Hapineko, Shibuya",,"
",1 of 5 stars,
Sarounettecoco,,,,,"['bordeaux', 'barbaste', 'pessac', 'shibuya', 'gujan-mestras', 'toulouse', 'kyoto', 'taito', 'hakone-machi', 'nikko', 'takayama', 'talence']","[' france', ' japan']",[],"Cat cafe Hapineko, Shibuya",,"
",3 of 5 stars,
GlauHKM,Sao Paulo,SP,,,"['brasilia', 'sao paulo', 'paris', 'rio de janeiro', 'gili air', 'minato', 'ubud', 'athens', 'barcelona', 'chuo', 'geneva', 'ilhabela']","[' brazil', ' france', ' indonesia', ' japan', ' greece', ' spain', ' switzerland']",[],"Cat cafe Hapineko, Shibuya",,"
",3 of 5 stars,
Undecided_In_VP,Villa Park,IL,,,"['nuevo vallarta', 'cancun', 'minato', 'shibuya', 'versailles', 'gatlinburg', ' tn', 'las vegas', ' nv', 'puerto vallarta', 'wisconsin dells', ' wi', 'asheville', ' nc', 'chambord', 'chiyoda']","[' mexico', ' japan', ' france', ' usa']",[],"Cat cafe Hapineko, Shibuya",,"
",4 of 5 stars,"
I went with friends to the Hapineko Cat Cafe in Shibuya. It is a great place to relax with your choice of beverage (tea, coffee, etc.) and play with cats for a while.
There were at least 7 or 8 cats lounging and looking cute, and allowing you to pet them or play with them! You can sit among then...


More 


"
,,,,,[],[],[],"Sky Bus Tokyo, Chiyoda", Bus Tours,"
",3 of 5 stars,
