name,memberCity,memberCounry,MemberGender,memberAge,CitiesVisited,Countriesvisited,memberDescription,Activitiy,Type,ownerdesc,rating,review
TravelBug8486,Calgary,Canada, female , 25-34 ,"['calgary', ' alberta', 'chicago', ' il', 'la fortuna de san carlos', 'kelowna', ' british columbia', 'seattle', ' wa', 'victoria', ' british columbia', 'halifax', ' nova scotia', 'las vegas', ' nv', 'miami beach', ' fl', 'salt spring island', ' british columbia', 'santa teresa', 'canmore', ' alberta']","[' canada', ' usa', ' costa rica']",[],"Newbury Spa, Calgary", Spas,"

Owner description Newbury Spa is a premium downtown Calgary Day Spa. Newbury Spa performs a full array of premium spa services: Dermalogica Custom Facials, Registered Massage Therapy; Both Therapeutic and Relaxation massage, Pedicures, Manicures, Detoxifying Body wraps, Hair Removal (waxing)The team of talented Registered Massage Therapists (RMT's) and Certified Aestheticians offer wonderful massage treatments and luxurious skin care in a tranquil environment, stimulating your senses and soothing your soul. The unique Newbury Spa approach, combined with skill and dedication to the craft, provides a truly one-of-a-kind experience, delivered by a dedicated team of professionals, making Newbury Spa a Calgary jewel. 
",3 of 5 stars,"
Massage was pretty good. Change rooms are clean but small. We did not have access to a steam room as it is located off a room for ""couple massages"" and was being used. No hot tub either. It is pretty expensive for what you get. I did not have a bad experience but I am not inclined to go back...


More 


"
Traveler403Xo,,,,,"['berlin', 'calgary', ' alberta', 'richmond', ' british columbia', 'paris']","[' germany', ' canada', ' france']",[],"Oasis Wellness Centre & Spa, Calgary"," Spas, Health Clubs","
",1 of 5 stars,"
This spa is unbelievable! My boyfriend surprise me with a couples package for a massages and facial...... Common sense really a couples package should be in shared in the same room. But no it wasn't. The massage room was more like average $80.00 type massage room. You would think the room would atleast be nice and unique. Fast forward to...


More 


"
Sk7788,Calgary,Canada,,,"['calgary', ' alberta']",[' canada'],[],"Newbury Spa, Calgary", Spas,"

Owner description Newbury Spa is a premium downtown Calgary Day Spa. Newbury Spa performs a full array of premium spa services: Dermalogica Custom Facials, Registered Massage Therapy; Both Therapeutic and Relaxation massage, Pedicures, Manicures, Detoxifying Body wraps, Hair Removal (waxing)The team of talented Registered Massage Therapists (RMT's) and Certified Aestheticians offer wonderful massage treatments and luxurious skin care in a tranquil environment, stimulating your senses and soothing your soul. The unique Newbury Spa approach, combined with skill and dedication to the craft, provides a truly one-of-a-kind experience, delivered by a dedicated team of professionals, making Newbury Spa a Calgary jewel. 
",5 of 5 stars,"
This was exactly what I needed to end my weekend, a relaxation massage and a facial. Everyone at the front was very friendly and asked about my day. i immediately felt better after seeing the chocolate goodies in the lounge, and was greeted by my RMT before I had a chance for seconds. My massage was amazing. Everything that hurt...


More 


"
CalgaryPedestrian,,,,,"['calgary', ' alberta']",[' canada'],[],"Newbury Spa, Calgary", Spas,"

Owner description Newbury Spa is a premium downtown Calgary Day Spa. Newbury Spa performs a full array of premium spa services: Dermalogica Custom Facials, Registered Massage Therapy; Both Therapeutic and Relaxation massage, Pedicures, Manicures, Detoxifying Body wraps, Hair Removal (waxing)The team of talented Registered Massage Therapists (RMT's) and Certified Aestheticians offer wonderful massage treatments and luxurious skin care in a tranquil environment, stimulating your senses and soothing your soul. The unique Newbury Spa approach, combined with skill and dedication to the craft, provides a truly one-of-a-kind experience, delivered by a dedicated team of professionals, making Newbury Spa a Calgary jewel. 
",2 of 5 stars,"
Went to Newbury Spa for a wrap. Service was 30 minutes shorter than advertised, the girls hands and the mud wrap were freezing which was very uncomfortable, i could hear the conversation from the room beside the entire time which didn't help me relax, the scalp massage advertised as parr of the service lasted 2 minutes then she braided my...


More 


"
Bluepoint_kitty,,,,,"['calgary', ' alberta', 'soufriere', 'airdrie', ' alberta', 'okotoks', ' alberta']","[' canada', ' st. lucia']",[],"Newbury Spa, Calgary", Spas,"

Owner description Newbury Spa is a premium downtown Calgary Day Spa. Newbury Spa performs a full array of premium spa services: Dermalogica Custom Facials, Registered Massage Therapy; Both Therapeutic and Relaxation massage, Pedicures, Manicures, Detoxifying Body wraps, Hair Removal (waxing)The team of talented Registered Massage Therapists (RMT's) and Certified Aestheticians offer wonderful massage treatments and luxurious skin care in a tranquil environment, stimulating your senses and soothing your soul. The unique Newbury Spa approach, combined with skill and dedication to the craft, provides a truly one-of-a-kind experience, delivered by a dedicated team of professionals, making Newbury Spa a Calgary jewel. 
",2 of 5 stars,"
I have been here three times, the first was just after their opening date, that experience was alright but nothing to run home about. I returned a few months later as a girls day at the spa with my mum. My mum massage therapist had the worst cold and was sniffling the whole time and left to blow her nose...


More 


"
Grums,Calgary,Canada, female , 50-64 ,"['calgary', ' alberta', 'hanoi', 'galveston', ' tx', 'ketchikan', ' ak', 'savannah', ' ga', 'vancouver', ' british columbia', 'annapolis', ' md', 'singapore', 'golden', ' british columbia', 'nusa dua', 'beaufort', ' sc']","[' canada', ' vietnam', ' usa', 'eastern cape', ' singapore', ' indonesia']",[],"Oasis Wellness Centre & Spa, Calgary"," Spas, Health Clubs","
",5 of 5 stars,"
Wonderful spa. You really get away from evertything as it's loctaed in the basement of Mount Royal. Parking can be difficult at times but worth the visit. Wonderful massages.
"
Veggie25,,,,,"['calgary', ' alberta', 'vancouver', ' british columbia']",[' canada'],[],"Newbury Spa, Calgary", Spas,"

Owner description Newbury Spa is a premium downtown Calgary Day Spa. Newbury Spa performs a full array of premium spa services: Dermalogica Custom Facials, Registered Massage Therapy; Both Therapeutic and Relaxation massage, Pedicures, Manicures, Detoxifying Body wraps, Hair Removal (waxing)The team of talented Registered Massage Therapists (RMT's) and Certified Aestheticians offer wonderful massage treatments and luxurious skin care in a tranquil environment, stimulating your senses and soothing your soul. The unique Newbury Spa approach, combined with skill and dedication to the craft, provides a truly one-of-a-kind experience, delivered by a dedicated team of professionals, making Newbury Spa a Calgary jewel. 
",4 of 5 stars,"
Came here on a Saturday afternoon for a couples massage and facial.
We were greeted promptly and brought to the change room. Room was very clean and has nice amenities. Steam room, extra towels and robes, tampons, blow dryer and flat iron.
The robe in my locker had a nice welcome note on it.
Went to the waiting area which...


More 


"
MToaster,Calgary,Calgary, female , 18-24 ,"['calgary', ' alberta', 'vancouver', ' british columbia', 'las vegas', ' nv', 'cabo san lucas', 'montreal', ' quebec', 'north vancouver', ' british columbia', 'san francisco', ' ca', 'los angeles', ' ca', 'san diego', ' ca']","[' canada', ' usa', ' mexico']",[],"Newbury Spa, Calgary", Spas,"

Owner description Newbury Spa is a premium downtown Calgary Day Spa. Newbury Spa performs a full array of premium spa services: Dermalogica Custom Facials, Registered Massage Therapy; Both Therapeutic and Relaxation massage, Pedicures, Manicures, Detoxifying Body wraps, Hair Removal (waxing)The team of talented Registered Massage Therapists (RMT's) and Certified Aestheticians offer wonderful massage treatments and luxurious skin care in a tranquil environment, stimulating your senses and soothing your soul. The unique Newbury Spa approach, combined with skill and dedication to the craft, provides a truly one-of-a-kind experience, delivered by a dedicated team of professionals, making Newbury Spa a Calgary jewel. 
",3 of 5 stars,"
I have been to Newbury Spa twice, as I purchased their ""online special"" which is where you can buy a gift certificate for half of what it is actually valued for. It was a great deal so I can't complain about the price, but without it, I can't say that I would ever return to this spa.
The spa itself...


More 


"
Blue403_03,Calgary,Canada, female , 35-49 ,"['carlsbad', ' ca', 'calgary', ' alberta']","[' usa', ' canada']",[],"Oasis Wellness Centre & Spa, Calgary"," Spas, Health Clubs","
",1 of 5 stars,"
When my husband and I decided to take a couples day together, we decided we would like to make a day of it at a spa. We had been to Oasis previously and really enjoyed the ambiance and atmosphere there. After babysitter arrangements and doggy daycare appointments, we were excited to have a day to completely de-stress and just enjoy...


More 


"
Justmetime,Sylvan Lake,Canada,,,"['calgary', ' alberta', 'banff', ' alberta', 'cancun', 'havana', 'las vegas', ' nv', 'mazatlan', 'moose jaw', ' saskatchewan', 'niagara falls', ' ontario', 'niagara falls', ' ny', 'playa del carmen', 'toronto', ' ontario', 'vancouver', ' british columbia']","[' canada', ' mexico', ' cuba', ' usa']",[],"Newbury Spa, Calgary", Spas,"

Owner description Newbury Spa is a premium downtown Calgary Day Spa. Newbury Spa performs a full array of premium spa services: Dermalogica Custom Facials, Registered Massage Therapy; Both Therapeutic and Relaxation massage, Pedicures, Manicures, Detoxifying Body wraps, Hair Removal (waxing)The team of talented Registered Massage Therapists (RMT's) and Certified Aestheticians offer wonderful massage treatments and luxurious skin care in a tranquil environment, stimulating your senses and soothing your soul. The unique Newbury Spa approach, combined with skill and dedication to the craft, provides a truly one-of-a-kind experience, delivered by a dedicated team of professionals, making Newbury Spa a Calgary jewel. 
",4 of 5 stars,"
I had a stressful busy week and was ready for some RnR. Newberry Spa was exactly what I needed to feel refreshed and alive again! I had a wonderful massage to start my relaxation and it definitely worked through all of my aching muscles and some very tight knots! . I had a break period and was comfortable with a...


More 


"
ellejames,"calgary,ab","calgary,ab", female , 35-49 ,"['calgary', ' alberta', 'las vegas', ' nv', 'vancouver', ' british columbia', 'sicamous', ' british columbia', 'chicago', ' il', 'san francisco', ' ca', 'fairmont hot springs', ' british columbia', 'toronto', ' ontario', 'los angeles', ' ca', 'wetaskiwin', ' alberta', 'banff', ' alberta', 'bragg creek', ' alberta']","[' canada', ' usa']",[],"Oasis Wellness Centre & Spa, Calgary"," Spas, Health Clubs","
",2 of 5 stars,"
I had 2 services booked, pedicure and hot stone massage. I had to wait over an hour for my 2nd service because they were behind. It was boring just sitting there, no one came and told me what was happening and why I had to wait, so I got more and more mad. Never going there again.
"
thetruth022,Calgary,Canada,,,"['calgary', ' alberta']",[' canada'],[],"Newbury Spa, Calgary", Spas,"

Owner description Newbury Spa is a premium downtown Calgary Day Spa. Newbury Spa performs a full array of premium spa services: Dermalogica Custom Facials, Registered Massage Therapy; Both Therapeutic and Relaxation massage, Pedicures, Manicures, Detoxifying Body wraps, Hair Removal (waxing)The team of talented Registered Massage Therapists (RMT's) and Certified Aestheticians offer wonderful massage treatments and luxurious skin care in a tranquil environment, stimulating your senses and soothing your soul. The unique Newbury Spa approach, combined with skill and dedication to the craft, provides a truly one-of-a-kind experience, delivered by a dedicated team of professionals, making Newbury Spa a Calgary jewel. 
",1 of 5 stars,"
I have to agree with all the bad reviews that Newbury Spa is recieving! Newbury Spa is not the place to go for a relaxing spa experience.
My boyfriend (now husband) took me to Newbury Spa for my birthday. We were about 10 minutes late for the facial that he booked me in for because my boss kept me late...


More 


"
Reviewer1497,Calgary,Canada, female , 35-49 ,"['calgary', ' alberta', 'copenhagen', 'ladysmith', ' british columbia', 'san francisco', ' ca']","[' canada', ' denmark', ' usa']",[],"Newbury Spa, Calgary", Spas,"

Owner description Newbury Spa is a premium downtown Calgary Day Spa. Newbury Spa performs a full array of premium spa services: Dermalogica Custom Facials, Registered Massage Therapy; Both Therapeutic and Relaxation massage, Pedicures, Manicures, Detoxifying Body wraps, Hair Removal (waxing)The team of talented Registered Massage Therapists (RMT's) and Certified Aestheticians offer wonderful massage treatments and luxurious skin care in a tranquil environment, stimulating your senses and soothing your soul. The unique Newbury Spa approach, combined with skill and dedication to the craft, provides a truly one-of-a-kind experience, delivered by a dedicated team of professionals, making Newbury Spa a Calgary jewel. 
",5 of 5 stars,"
I was shocked to see the number of bad reviews of this spa! I've been going to this spa for almost 5 years and have never had anything but great experiences. The staff is very friendly and accommodating. I have always been pleased with the results, the atmosphere, and the clean, soothing surroundings.
There are many spas in the same...


More 


"
Adamson123,Calgary,Canada,,,"['calgary', ' alberta']",[' canada'],[],"Newbury Spa, Calgary", Spas,"

Owner description Newbury Spa is a premium downtown Calgary Day Spa. Newbury Spa performs a full array of premium spa services: Dermalogica Custom Facials, Registered Massage Therapy; Both Therapeutic and Relaxation massage, Pedicures, Manicures, Detoxifying Body wraps, Hair Removal (waxing)The team of talented Registered Massage Therapists (RMT's) and Certified Aestheticians offer wonderful massage treatments and luxurious skin care in a tranquil environment, stimulating your senses and soothing your soul. The unique Newbury Spa approach, combined with skill and dedication to the craft, provides a truly one-of-a-kind experience, delivered by a dedicated team of professionals, making Newbury Spa a Calgary jewel. 
",1 of 5 stars,"
My fiance and I went for a couples massage on our wedding day and found it very dissappointing. He was basically in a totally separate room from me but they had opened up a curtain so I could see him from across the room. We had 90 minute massages and I couldn't wait for it to be over a 10...


More 


"
Shanny29,Calgary,Calgary,,,"['calgary', ' alberta', 'canmore', ' alberta', 'san jose del cabo', 'varadero', 'banff', ' alberta', 'cancun', 'cochrane', ' alberta', 'puerto morelos']","[' canada', ' mexico', ' cuba', 'los cabos']",[],"Oasis Wellness Centre & Spa, Calgary"," Spas, Health Clubs","
",4 of 5 stars,"
The Oasis Wellness Spa is in a very good location (in the redmile/17th avenue district) I have had several massages there in the past, and all have been awesome. The use of the steam room and sauna are great before or after a procedure and the waiting area is very quiet and tranquil. All in all this a great experience,...


More 


"
Davelina,Calgary,Canada,,,"['calgary', ' alberta']",[' canada'],[],"Oasis Wellness Centre & Spa, Calgary"," Spas, Health Clubs","
",2 of 5 stars,"
I recieved two gift certificates for this spa and chose the massage. I was told it was 50 minutes long, I would be picked up in the lounge at 3:30. I did not get picked up until at least 10 minutes after the proposed start time, and was asked if I was there for a 30 minute massage, when I...


More 


"
MrsLudlow,Fort McMurray,Fort McMurray, female , 25-34 ,"['las vegas', ' nv', 'calgary', ' alberta', 'orlando', ' fl', 'bora bora', 'rose hall', 'whistler', ' british columbia', 'kata beach', 'maharepa', 'papeete', 'denver', ' co', 'ko phi phi don', 'moorea']","[' usa', ' canada', ' french polynesia', ' jamaica', ' thailand']",[],"Oasis Wellness Centre & Spa, Calgary"," Spas, Health Clubs","
",5 of 5 stars,"
I took a spill on the ice while down in calgary visiting, and Lola fixed me right up with a wonderful hot stone massage!
"
flipclan,Calgary,Canada, female , 35-49 ,"['calgary', ' alberta', 'london', 'paris', 'new york city', ' ny', 'las vegas', ' nv', 'venice', 'washington dc', ' dc', 'prague', 'williamsburg', ' va', 'santa cruz', ' ca', 'los angeles', ' ca', 'san diego', ' ca']","[' canada', ' uk', ' france', ' usa', ' italy', ' czech republic']","['I love traveling  the Caribbean, Europe, the States. Picking a favorite spot would be tough. ']","Oasis Wellness Centre & Spa, Calgary"," Spas, Health Clubs","
",5 of 5 stars,"
I love going to the Oasis  it is a true escape. I had the BEST hot stone massage there that when I walked out of the room, I felt like a rubberband. I didn't want to leave!
"
ern678,Strathmore,Canada, female , 35-49 ,"['calgary', ' alberta', 'strathmore', ' alberta', 'san diego', ' ca', 'sydney', 'banff', ' alberta', 'edmonton', ' alberta', 'kelowna', ' british columbia', 'langdon', ' alberta', 'newport', 'red deer', ' alberta', 'salmon arm', ' british columbia', 'winnipeg', ' manitoba']","[' canada', ' usa', ' australia']",[],"Oasis Wellness Centre & Spa, Calgary"," Spas, Health Clubs","
",4 of 5 stars,"
I have been to the Oasis Spa quit a few times for Hot Stone massage's and pedicures. Over the years I've had a few other services but I have mostly stuck to my personal fav's.
The Spa is nice but it could really use some new decorating. It's been the same since the doors opened. The staff turn over seems...


More 


"
IngridCanada,Canada,Canada, Female ,,"['calgary', ' alberta', 'bragg creek', ' alberta', 'nuevo vallarta', 'bucerias', 'san jose', 'balikpapan', 'cancun', 'las vegas', ' nv', 'london', 'new york city', ' ny', 'orlando', ' fl', 'paris']","[' canada', ' mexico', ' costa rica', ' indonesia', ' usa', ' uk', ' france']",[],"Oasis Wellness Centre & Spa, Calgary"," Spas, Health Clubs","
",5 of 5 stars,"
was there only once but it is just a wonderful experiance
"
SoeyYYC,Calgary,Canada,,,"['calgary', ' alberta']",[' canada'],[],"Oasis Wellness Centre & Spa, Calgary"," Spas, Health Clubs","
",1 of 5 stars,"
The service at reception makes you want to walk away. They are not sure what 'customer service' means. I have been there 3 times and it is always the same. I was so frustrated with the front desk personnel that I can't even remember if the services I received were good.
"
YYCMtnGrl,Calgary,Calgary,,,"['calgary', ' alberta', 'radium hot springs', ' british columbia', 'fernie', ' british columbia', 'invermere', ' british columbia', 'hermosa beach', ' ca', 'edmonton', ' alberta', 'astoria', ' or', 'balzac', ' alberta', 'mykonos town', 'banff national park', ' alberta', 'jasper', ' alberta']","[' canada', ' usa', ' greece', 'alberta']",[],"Oasis Wellness Centre & Spa, Calgary"," Spas, Health Clubs","
",4 of 5 stars,"
Spent an entire afternoon here being pampered.
My first service was a 1 hour massage. Jessica is one of the best massage therapists I have ever had. I explained the type of pressure I preferred at the beginning and she was spot on the entire time. She offered great suggestions for my trouble areas and strengthening exercises to try.
I...


More 


"
jwaya,Vancouver,Canada,,,"['calgary', ' alberta', 'vancouver', ' british columbia']",[' canada'],[],"Oasis Wellness Centre & Spa, Calgary"," Spas, Health Clubs","
",1 of 5 stars,"
i had given numerous gift certificates to oasis spa, and was given a $50 ""gift card"" to use for myself. upon what they called ""check in"", i presented the gift card at which point, the front desk lady told me to just hold on to that until the end. i had a nice pedicure and upon ""checking out"", i was...


More 


"
