name,memberCity,memberCounry,MemberGender,memberAge,CitiesVisited,Countriesvisited,memberDescription,Activitiy,Type,ownerdesc,rating,review
TravelAnnez,Amsterdam,The Netherlands,,,['thimphu'],[' bhutan'],[],"Bhutan Swallowtail Tours - Day Trips, Thimphu", Bhutan Swallowtail Tours and Travels aims at providing tourists with special and privileged tours of the beautiful and exotic Land of the Peaceful Thunder Dragon. We take pride in being able to provide our tourist guests with off the beaten track experiences and the best that Bhutan has to offer.,"

Owner description: Bhutan Swallowtail Tours and Travels aims at providing tourists with special and privileged tours of the beautiful and exotic Land of the Peaceful Thunder Dragon. We take pride in being able to provide our tourist guests with off the beaten track experiences and the best that Bhutan has to offer. 
",5 of 5 stars,"
In my wish list of travel, Bhutan was next and i was never as excited as planning a trip. Browsing through the internet was an absolute delight as i came to learn more and more about this tiny kingdom ''tucked in the Himalayas' as most says it.
I read good reviews of the company and so I contacted them. I...


More 


"
thisismoyin,Singapore,Singapore,,,['thimphu'],[' bhutan'],[],"Bhutan Swallowtail Tours - Day Trips, Thimphu", Bhutan Swallowtail Tours and Travels aims at providing tourists with special and privileged tours of the beautiful and exotic Land of the Peaceful Thunder Dragon. We take pride in being able to provide our tourist guests with off the beaten track experiences and the best that Bhutan has to offer.,"

Owner description: Bhutan Swallowtail Tours and Travels aims at providing tourists with special and privileged tours of the beautiful and exotic Land of the Peaceful Thunder Dragon. We take pride in being able to provide our tourist guests with off the beaten track experiences and the best that Bhutan has to offer. 
",5 of 5 stars,"
We are 2 Singapore girls who visited Bhutan for 2 weeks in March 2014. The highlight of our trip was the Jholmohari track.
It was one of our most memorable trips we have ever had. Sonam and Tashi helped us in the planning to the finest details ( including making sure that we have steamed momos for dinner up there...


More 


"
KshitijShah,Mumbai,Mumbai, male , 25-34 ,"['london', 'coonoor', 'paris', 'kaziranga national park', 'kuala lumpur', 'jaisalmer', 'paro', 'langkawi', 'thimphu', 'aschheim', 'genting highlands', 'leavesden']","[' uk', ' india', ' france', ' malaysia', ' bhutan', ' germany']",[],"Bhutan Swallowtail Tours - Day Trips, Thimphu", Bhutan Swallowtail Tours and Travels aims at providing tourists with special and privileged tours of the beautiful and exotic Land of the Peaceful Thunder Dragon. We take pride in being able to provide our tourist guests with off the beaten track experiences and the best that Bhutan has to offer.,"

Owner description: Bhutan Swallowtail Tours and Travels aims at providing tourists with special and privileged tours of the beautiful and exotic Land of the Peaceful Thunder Dragon. We take pride in being able to provide our tourist guests with off the beaten track experiences and the best that Bhutan has to offer. 
",4 of 5 stars,"
Where do I start about my Bhutan tour? Thankfully I am an Indian so considering the tourist development fees that Bhutan charges for any other traveller was not an issue. So the choice came down between going to Sikkim in India and Bhutan. While Sikkim was very beautiful the call of the Last Shangrila was to compelling to give up....


More 


"
parvathi62,Chennai (Madras),India,,,"['punakha', 'thimphu', 'tharangambadi', 'amsterdam', 'atlanta', ' ga', 'austin', ' tx', 'brussels', 'cairo', 'cleveland', ' oh', 'denver', ' co', 'frankfurt', 'honolulu', ' hi']","[' bhutan', ' india', ' the netherlands', ' usa', ' belgium', ' egypt', ' germany']",[],"Bhutan Swallowtail Tours - Day Trips, Thimphu", Bhutan Swallowtail Tours and Travels aims at providing tourists with special and privileged tours of the beautiful and exotic Land of the Peaceful Thunder Dragon. We take pride in being able to provide our tourist guests with off the beaten track experiences and the best that Bhutan has to offer.,"

Owner description: Bhutan Swallowtail Tours and Travels aims at providing tourists with special and privileged tours of the beautiful and exotic Land of the Peaceful Thunder Dragon. We take pride in being able to provide our tourist guests with off the beaten track experiences and the best that Bhutan has to offer. 
",5 of 5 stars,"
After searching for a good travel agent to plan our holiday to Bhutan, we decided on Bhutan Swallowtail. We wanted to include a trek in our itinerary. Tashi gave us a good itinerary including a 2 day trek to the Sagala. The accomodation and the food was really well taken care off during the trek and I would say that...


More 


"
TANMOYBASAK,kolkata,kolkata, male , 25-34 ,['thimphu'],[' bhutan'],"['I like hill stations, Like to dance in the snow. ']","Explore Bhutan - Private Day Tours, Thimphu", Tours,"

Owner description: Offers cultural tours, trekking, bird watching, pilgrimage tours, textile tours, and festival tours in Bhutan. 
",5 of 5 stars,"
It a very beautiful and nice place to visit for a week trip. Very clean country, well maintained roads, no traffic jam, people are so friendly that no one will disappointed.
Everybody knows about thimpu, paro, punakha but if you go to bhutan in winter you must go to Phobzhikha valley to find out the migratory black neck crane which...


More 


"
Sheil16,Plymouth,United Kingdom,,,"['kathmandu', 'brits', 'istanbul', 'pretoria', 'thimphu', 'agadir', 'albufeira', 'amsterdam', 'antalya', 'athens', 'bangkok', 'barcelona']","[' nepal', ' south africa', ' turkey', ' bhutan', ' morocco', ' portugal', ' the netherlands', ' greece', ' thailand', ' spain']",[],"Explore Bhutan - Private Day Tours, Thimphu", Tours,"

Owner description: Offers cultural tours, trekking, bird watching, pilgrimage tours, textile tours, and festival tours in Bhutan. 
",5 of 5 stars,"
Very well run, very informative guide good driver. Roads a bit rough but well worth it. Country beautiful and unspoilt go now before this changes. No smoking anywhere but in designated rooms so air very pure. Visit the Tigers Nest as long as you are fit or go on horseback to viewpoint Stunning.
"
purcellstravel,Pensacola Beach,Florida, female , 65+ ,"['pensacola beach', ' fl', 'gulf breeze', ' fl', 'pensacola', ' fl', 'barcelona', 'swansea', 'huatulco', 'mumbles', 'murphy', ' nc', 'radda in chianti', 'thimphu', 'vatican city', 'agadir']","[' usa', ' spain', ' uk', ' mexico', ' italy', ' bhutan', ' vatican city', ' morocco']",[],"Rainbow Photo Tours of Bhutan, Thimphu", Tours,"

Owner description: Travel in cars, not a bus, and go where others don't. Fifteen days in country--we traverse the entire country and exit to Guwhati airport in India. We are the hosts of two private festivals and we have access to temples and dressing rooms where we can take pictures. Then enjoy a picnic lunch that we sponsor with over 100 villagers. We believe in community tourism and emerse you in Bhutanese culture, religion, flaura and fauna. Just visit our web site at RainbowPhotoTours, you won't be disappointed. 
",5 of 5 stars,"
Robins trip was truly fabulous. I have wanted to go with him ever since I stumbled on his website in 2007. Everything that all of the participants have said is true and correct plus more. I cannot think of enough superlatives to tell you how beautiful the country is and how generous and kind the people are. The private festivals...


More 


"
Envisionary,Vancouver,Canada, Female ,,"['havana', 'vancouver', ' british columbia', 'katmai national park and preserve', ' ak', 'thimphu', 'leavenworth', ' wa', 'venice', 'trinidad', 'murano', 'bangkok', 'la push', ' wa', 'prague', 'florence']","[' cuba', ' canada', ' usa', ' bhutan', ' italy', ' thailand', ' czech republic']","[""In another lifetime I was a freelance photographer and travel writer for a major Montreal newspaper. My focus now is fine arts photography and off the beaten path travels. I have travelled the world extensively including several sailing trips in Turkey, Greece, Croatia, the Caribbean and of course the British Columbian coast. I've done several cruises as well. I enjoy meeting people from the country I am visiting. They seem to understand that I am trying to portray the best in them. We stay at B&B's and 5 star hotels and everything in between. We are usually exploring new destinations through the lens of our camera.\nFor more of my photos you're invited to visit my website at:\nhttp://www.pbase.com/carolynangusphotography (digital)\nI'm a dog lover and am owned by two adorable Havana Silk woofs. ""]","Rainbow Photo Tours of Bhutan, Thimphu", Tours,"

Owner description: Travel in cars, not a bus, and go where others don't. Fifteen days in country--we traverse the entire country and exit to Guwhati airport in India. We are the hosts of two private festivals and we have access to temples and dressing rooms where we can take pictures. Then enjoy a picnic lunch that we sponsor with over 100 villagers. We believe in community tourism and emerse you in Bhutanese culture, religion, flaura and fauna. Just visit our web site at RainbowPhotoTours, you won't be disappointed. 
",5 of 5 stars,"
You don't have to be a photographer to join this cross country ""tour"", any one is welcome. I put ""tour"" in quotes because it's far from the normal concept of a tour. We each had our own immaculate SUV with a Bhutanese English speaking guide, and a driver. We could stop the car wherever we wanted to take a picture,...


More 


"
paulzc1,Siggiewi,Malta, male , 50-64 ,"['thimphu', 'aachen', 'abu dhabi', 'acapulco', 'agrigento', 'alicante', 'amsterdam', 'antigua', 'aomori', 'aranjuez', 'arrowtown', 'asahikawa']","[' bhutan', ' germany', ' united arab emirates', ' mexico', ' italy', ' spain', ' the netherlands', ' guatemala', ' japan', ' new zealand']",['Travel photo-journalist and sports photographer '],"Rainbow Photo Tours of Bhutan, Thimphu", Tours,"

Owner description: Travel in cars, not a bus, and go where others don't. Fifteen days in country--we traverse the entire country and exit to Guwhati airport in India. We are the hosts of two private festivals and we have access to temples and dressing rooms where we can take pictures. Then enjoy a picnic lunch that we sponsor with over 100 villagers. We believe in community tourism and emerse you in Bhutanese culture, religion, flaura and fauna. Just visit our web site at RainbowPhotoTours, you won't be disappointed. 
",5 of 5 stars,"
I make a living from travel photo-journalism and have covered over 55 countries.
I am always wary of 'tours' and normally steers away.
But this one was different. It is not a tour, but a more of a guided journey through was must be the most amazing and spiritual country on earth.
When someone asks me which is your most...


More 


"
REO-LTL,Vancouver,Canada,,,"['hanoi', 'cusco', 'victoria', ' british columbia', 'whistler', ' british columbia', 'bagan', 'franschhoek', 'oliver', ' british columbia', 'arequipa', 'mandalay', 'orlando', ' fl', 'sapa', ""simon's town""]","[' vietnam', ' peru', ' canada', ' myanmar', ' south africa', ' usa']",[],"Rainbow Photo Tours of Bhutan, Thimphu", Tours,"

Owner description: Travel in cars, not a bus, and go where others don't. Fifteen days in country--we traverse the entire country and exit to Guwhati airport in India. We are the hosts of two private festivals and we have access to temples and dressing rooms where we can take pictures. Then enjoy a picnic lunch that we sponsor with over 100 villagers. We believe in community tourism and emerse you in Bhutanese culture, religion, flaura and fauna. Just visit our web site at RainbowPhotoTours, you won't be disappointed. 
",5 of 5 stars,"
Robin Smilie's concept of a travel tour is original and rewarding on many levels.
We've travelled a lot and always created our own itinerary and hired our own local guides so we could see what we wanted at the pace we chose and with the personal care our own guide. The idea of 20 to 40 people on a minibus...


More 


"
DianePang,Honolulu,Hawaii,,,['thimphu'],[' bhutan'],[],"Explore Bhutan - Private Day Tours, Thimphu", Tours,"

Owner description: Offers cultural tours, trekking, bird watching, pilgrimage tours, textile tours, and festival tours in Bhutan. 
",5 of 5 stars,"
I brought my 7 year old son on the trip. I was thinking he would be bored - but he enjoyed himself. The guides were very friendly and everyone had a good time. Please don't expect to stay at a Four Season Hotel in Bhutan - just expect to see beautiful monasteries and enjoy the peacefulness of the sites. A...


More 


"
beautyaroundme,Calcutta,Kolkata, male , 35-49 ,"['kolkata (calcutta)', 'dubai', 'bangkok', 'kathmandu', 'moscow', 'thimphu', 'bangalore', 'gangtok', 'hyderabad', 'london', 'luxor', 'mumbai (bombay)']","[' india', ' united arab emirates', ' thailand', ' nepal', ' russia', ' bhutan', ' uk', ' egypt']",['Beauty Around Me Travel & Photography '],"Explore Bhutan - Private Day Tours, Thimphu", Tours,"

Owner description: Offers cultural tours, trekking, bird watching, pilgrimage tours, textile tours, and festival tours in Bhutan. 
",5 of 5 stars,"
I really amaze of Bhutan and it is truly exotic city. I recommand to share the experience this country.
"
rajesh_narain,Mumbai (Bombay),India, male , 35-49 ,"['los angeles', ' ca', 'san francisco', ' ca', 'las vegas', ' nv', 'thimphu', 'beverly hills', ' ca', 'santa monica', ' ca', 'west hollywood', ' ca']","[' usa', ' bhutan']",[],"Explore Bhutan - Private Day Tours, Thimphu", Tours,"

Owner description: Offers cultural tours, trekking, bird watching, pilgrimage tours, textile tours, and festival tours in Bhutan. 
",5 of 5 stars,"
We landed at Paro and settled at Taj Tashi at Thimpu an hour run from Paro. A beautiful property with outstanding hospitality.
Bhutan is a happy Nation and with all the quietness around one has to adapt himself in the environment. In the night it was so calm and so still that coming from the bustling Mumbai life it took...


More 


"
JimN1961,Midlands,Midlands,,,"['peterborough', 'kettering', 'london', 'manchester', 'bangkok', 'bishkek', 'doncaster', 'stamford', 'thimphu', 'havana', 'huay xai', 'huddersfield']","[' uk', ' thailand', ' kyrgyzstan', ' bhutan', ' cuba', ' laos']",[],"Explore Bhutan - Private Day Tours, Thimphu", Tours,"

Owner description: Offers cultural tours, trekking, bird watching, pilgrimage tours, textile tours, and festival tours in Bhutan. 
",5 of 5 stars,"
We booked a 13 day visit to Bhutan with Windhorse and really enjoyed it.
Good points:
Communication was very good, we knew the programme and the plan was followed.
We saw the sights we wanted to see and they were well explained.
We didn't want to go to crowded places and Windhorse chose the itinerary well, full marks.
Namgyel, the...


More 


"
Joe_G_in_NYC,New York City,New York,,,"['paro', 'thimphu', 'aarhus', 'akureyri', 'albany', ' ny', 'alexandria', ' va', 'amsterdam', 'anaheim', ' ca', 'annapolis', ' md', 'arlington', ' va', 'atlanta', ' ga', 'atlantic city', ' nj']","[' bhutan', ' denmark', ' iceland', ' usa', ' the netherlands']",[],"Bhutan Swallowtail Tours - Day Trips, Thimphu", Bhutan Swallowtail Tours and Travels aims at providing tourists with special and privileged tours of the beautiful and exotic Land of the Peaceful Thunder Dragon. We take pride in being able to provide our tourist guests with off the beaten track experiences and the best that Bhutan has to offer.,"

Owner description: Bhutan Swallowtail Tours and Travels aims at providing tourists with special and privileged tours of the beautiful and exotic Land of the Peaceful Thunder Dragon. We take pride in being able to provide our tourist guests with off the beaten track experiences and the best that Bhutan has to offer. 
",5 of 5 stars,"
I was in India on business and had a few extra days before I needed to head back to the US. I had always wanted to experience the beauty of Bhutan, but knew it would be hard to plan a meaningful trip to fit into four days. I heard good things about Bhutan Swallowtail, and reached out to Tashi Wangmo....


More 


"
VivekIndrayan,Bangalore,India,,,"['shirdi', 'thimphu', 'agra', 'bangalore', 'bhopal', 'bhubaneswar', 'chennai (madras)', 'colombo', 'gurgaon', 'hyderabad', 'jaipur', 'jhansi']","[' india', ' bhutan', ' sri lanka']",[],"Bhutan Swallowtail Tours - Day Trips, Thimphu", Bhutan Swallowtail Tours and Travels aims at providing tourists with special and privileged tours of the beautiful and exotic Land of the Peaceful Thunder Dragon. We take pride in being able to provide our tourist guests with off the beaten track experiences and the best that Bhutan has to offer.,"

Owner description: Bhutan Swallowtail Tours and Travels aims at providing tourists with special and privileged tours of the beautiful and exotic Land of the Peaceful Thunder Dragon. We take pride in being able to provide our tourist guests with off the beaten track experiences and the best that Bhutan has to offer. 
",4 of 5 stars,"
I traveled to Bhutan in the last week of Dec 2013 from India. After much scouting for a reliable travel agent, I came across a recommendation for Bhutan Swallowtail Tours & Travels in this forum and contacted them for a customized cultural & nature package tour. They were very patient & understanding in accommodating my oft-changing requirements, with quick response...


More 


"
globetrotter_crazy,London,United Kingdom,,,"['thimphu', 'london']","[' bhutan', ' uk']",[],"Bhutan Swallowtail Tours - Day Trips, Thimphu", Bhutan Swallowtail Tours and Travels aims at providing tourists with special and privileged tours of the beautiful and exotic Land of the Peaceful Thunder Dragon. We take pride in being able to provide our tourist guests with off the beaten track experiences and the best that Bhutan has to offer.,"

Owner description: Bhutan Swallowtail Tours and Travels aims at providing tourists with special and privileged tours of the beautiful and exotic Land of the Peaceful Thunder Dragon. We take pride in being able to provide our tourist guests with off the beaten track experiences and the best that Bhutan has to offer. 
",5 of 5 stars,"
I have visited Bhutan for 8 days recently - truly a hidden gem. I was in awe of the beautiful sights and the friendly people, and cannot fathom how this unique country has remained almost unknown for so long. It is a travellers paradise. I made the best of my time in Bhutan thanks to the local travel company I...


More 


"
