name,memberCity,memberCounry,MemberGender,memberAge,CitiesVisited,memberDescription,Activitiy,Type,ownerdesc,rating,review
Markklein0615,Chicago,Chicago,,,"Chicago, IL, USA,",[],"Spa La La, Chicago",,,5 of 5 stars,"
I am a dude and I always thought of facials as a thing woman do but I went in for a massage and this woman was coming out of a facial and she wouldn't stop talking about how great it was so I came back the next week to see Colleen. Massages are great but this facial was so relaxing...


More 


"
Brent45,Chicago,Illinois,Male ,,"Chicago, IL, USA,Buffalo, NY, USA,Amsterdam, The Netherlands,Miami Beach, FL, USA,New York City, NY, USA,San Francisco, CA, USA,Toronto, Ontario, Canada,Washington DC, DC, USA,Albuquerque, NM, USA,Boston, MA, USA,Burnaby, British Columbia, Canada,Miami, FL, USA,","[u""I'm a Chicago Architecture Foundation docent who leads boat tours; historic, modern and art deco walking tours; and Devil in the White City tours. ""]","Chicago Neighborhood Tours, Chicago",,,,"
I recently toured a beautiful old house designed by architects Louis Sullivan and Frank Lloyd Wright. The Charnley-Persky House is a masterpiece of modern (for 1892) architecture in Chicagos posh Gold Coast neighborhood. It has a plain, symmetrical faade of warm, beige brick with deep, punched windows. With an Italianate loggia over the doorway, the house contrasts dramatically with the...


More 


"
DASH_Entertainment,Glen Ellyn,Illinois, female , 35-49 ,"Chicago, IL, USA,Dingle, Ireland,Doolin, Ireland,Dublin, Ireland,Seattle, WA, USA,Traverse City, MI, USA,County Kerry,Honolulu, HI, USA,La Fortuna de San Carlos, Costa Rica,Kauai, HI, USA,Amalfi Coast,Augsburg, Germany,",[],"Chicago Supernatural Tours, Chicago",,,,"
While the tour was interesting it felt more like we just stopped at places where we were encouraged to buy things. For instance, in Chinatown, we stopped at a store (with trinkets for sale, of course) that was NEXT DOOR to the place that was haunted.
If there are other haunted tours, I'd go with them.
"
Jack10Chicago,Chicago,Chicago,,,"Chicago, IL, USA,Las Vegas, NV, USA,Saint Charles, IL, USA,",[],"Taste of Wellness Tour, Chicago",,,,"
The tour was just okay. We enjoyed the 20 minutes intro yoga class the most. The tour started at the Green Market in Lincoln Park. We visited Starfruit Cafe which had samples of healthy smoothies. Also went to Lush Cosmetics and a few other spots. It included a 20 pilate class and ended at Whole Food in Lincoln Park. The...


More 


"
laurieh64,Dunlap Il,Dunlap Il,,,"Englewood, CO, USA,Chicago, IL, USA,Freeport, IL, USA,",[],"Cupcake Tour of Chicago, Chicago",,,5 of 5 stars,"
For a $50 tour, this was definately not worth the money-we got a half price deal and it was STILL not worth the money! Jason our tour guide was fine but we only went to 5 shops in all. Here's a breakdown of the tour: west town bakery- we had the choice of a MINI cupcake that was chocolate with...


More 


"
USA-smw,,,,,"Chicago, IL, USA,Nashville, TN, USA,Salt Lake City, UT, USA,Breckenridge, CO, USA,Hermitage, TN, USA,Punta Cana, Dominican Republic,Sedona, AZ, USA,",[],"Spa on Oak, Chicago",,,,"
Living social experience. Had no record of my pedicure reservation but accommodated. Staff seemed like they were still waking up to their day at 10:30AM and, though complainy to start, rallied by the end of my appt.
Another guest and my pedicurist were actually more friendly than the veteran'd staff and I was shocked to be asked if I brought...


More 


"
mom33,chicago,chicago,,,"Chicago, IL, USA,",[],"Mon Ami Coiffeur, Chicago"," Spas
",,,"
The oak street salon has had its well needed upgrade!
Now it fits in with the other two salons.
The stylist have stayed the same GREAT!!!!!!!
Michelle, Osamane, Maud, and Joel Are out of this world!!!
Real artist
The downfall is the front desk. The girls get younger and more disrespectful.
I ignore them and love everything else!!!!
"
Jade921,Chicago,Chicago,,,"Chicago, IL, USA,South Haven, MI, USA,",[],"Mon Ami Coiffeur, Chicago"," Spas
",,,"
I decided to surprise my sister with a gift certificate at Mon Ami Coiffeur and they had a promotion that was purchase the gift certificate for $25 and receive and additional $25 for free. So in essence, the total amount I had to pay for $25 for a $50 gift certificate. Once she had her hair cut, she was disappointed...


More 


"
JolieC,Chicago,IL,,,"Chicago, IL, USA,",[],"Mon Ami Coiffeur, Chicago"," Spas
",,,"
Let me begin by saying that I am not overly attached to my hair and have not had long hair in years. I've just returned to Chicago after being gone for many years, and located my favorite colorist again at Mon Ami salon on Oak St.
Gary is the best colorist I have ever been to, and I've been to...


More 


"
bella111,Chicago,Chicago,,,"Chicago, IL, USA,",[],"Mon Ami Coiffeur, Chicago"," Spas
",,,"
I used to work @ this salon & let me say that it's so over-priced! I don't care what type of haircut you go in for, it will take no more than 30 minutes to do. That's a shame considering the high prices this place charges for a haircut! It's basically ""get 'em in & get 'em out!"" If you're...


More 


"
JaimieH,Chicago,Chicago,,,"Chicago, IL, USA,",[],"Mon Ami Coiffeur, Chicago"," Spas
",,,"
I bought a $90 gift card that Mon Ami Coiffeur gave to a charity and it turns out they are closed (in Chicago, atleast) and won't accept the gift card at the new salon! So now what am I supposed to do with it? And it was for charity too!
"
padelt,Chicago,Illinois,,,"Wisconsin Dells, WI, USA,Chicago, IL, USA,Milwaukee, WI, USA,Rosemont, IL, USA,Egg Harbor, WI, USA,Mackinac Island, MI, USA,Muskegon, MI, USA,South Bend, IN, USA,Traverse City, MI, USA,Baraboo, WI, USA,Ephraim, WI, USA,Green Bay, WI, USA,",[],"Cupcake Tour of Chicago, Chicago",,,5 of 5 stars,"
I agree with the previous reviews. We used our Amazon discount so it was $20 each, but it was disappointing. What I really want a food tour to do is to have someone from the store talk about their product. Except for the stop for gelato (not even a cupcake) you don't get to sit in any of the places...


More 


"
redscorp25,Sugar Hill,Georgia, female , 35-49 ,"Key West, FL, USA,Alpharetta, GA, USA,Atlanta, GA, USA,Peoria, IL, USA,Biloxi, MS, USA,Bloomington, IL, USA,Chattanooga, TN, USA,Myrtle Beach, SC, USA,New Orleans, LA, USA,Marietta, GA, USA,Savannah, GA, USA,Normal, IL, USA,",[],"Cupcake Tour of Chicago, Chicago",,,5 of 5 stars,"
This tour was Delicious! There was a great variety of cupcakes and we stopped at five different locations one of which was for gelato. We got at least three full-size cupcakes over the locations and a taste of gelato. The tour guide Jason was wonderful... And he made sure that we were well taken care of pointing out what he...


More 


"
Gmaxoxo,,,,,"Chicago, IL, USA,",[],"Cupcake Tour of Chicago, Chicago",,,5 of 5 stars,"
What a wonderful way to spend a beautiful Saturday afternoon in Chicago. The tour was fun, the cupcakes amazing and our guide, Seth, was friendly, funny and very informative. I highly recommend this tour! We got a couple full sized cupcakes and a few mini's and at one shop a taste of gelato. Perfect for just a sample taste of...


More 


"
Cabdg,El Paso,Illinois, Female ,,"Chicago, IL, USA,Punta Gorda, FL, USA,Titusville, FL, USA,Bloomington, IL, USA,Orange Beach, AL, USA,Gulf Shores, AL, USA,Cape Coral, FL, USA,Ketchikan, AK, USA,Melbourne, FL, USA,Naples, FL, USA,Normal, IL, USA,Siem Reap, Cambodia,",[],"Cupcake Tour of Chicago, Chicago",,,,"
A tour implies that information will be shared that one would not get were they not taking part in the tour. What you get on the Cupcake Tour is an escorted walk from venue to venue. If you pay full price you've just paid more than it would have cost you to purchase full size cupcakes or gelato at each...


More 


"
lydiaandscott,Chicago,Chicago,,,"Carmel, CA, USA,Santa Monica, CA, USA,Chicago, IL, USA,Big Sur, CA, USA,Los Angeles, CA, USA,Napa, CA, USA,San Francisco, CA, USA,Sonoma, CA, USA,Yosemite National Park, CA, USA,",[],"Chicago Neighborhood Tours, Chicago",,,5 of 5 stars,"
This is a reasonably priced tour that takes you into the neighborhoods of Chicago. They offer trips to areas you can't find from any other tour companies. The guides are knowledgeable and informative and seeing a part of Chicago other than downtown is a worthwhile experience. You should definitely check them out!!
"
Vicki000,Rochester,Minnesota, female , 50-64 ,"Chicago, IL, USA,New York City, NY, USA,London, UK,Orlando, FL, USA,Scottsdale, AZ, USA,Tel Aviv, Israel,Washington DC, DC, USA,Madison, WI, USA,Puako, HI, USA,Miami Beach, FL, USA,Honolulu, HI, USA,Las Vegas, NV, USA,",[],"Stil Salon and Spa, Chicago",,,5 of 5 stars,"
I had the pleasure of receiving a mani/pedi while visiting my daughter in Chicago. The salon was clean, professional and my manicure is still going strong, well after two weeks. I highly recommend them for a relaxing and enjoyable visit.
"
Rsprenk,Cincinnati,United States, female , 35-49 ,"Denver, CO, USA,Chicago, IL, USA,Custer, SD, USA,New York City, NY, USA,Detroit, MI, USA,Hof bei Salzburg, Austria,Keystone, SD, USA,Bellagio, Italy,Brookfield, WI, USA,La Crosse, WI, USA,Orlando, FL, USA,Sala Comacina, Italy,","[u'Consider myself well traveled. Often on the road more than once a month. I prefer the ""nothing but the best"" travel style but like to find that at realistic prices. I am a picky eater but my husband is a foodie so if I rate a restaurant it is either VERY good or awful and I consider both of our opinions. Same with hotels - I tend not to rate average experiences. Prefer to eat at local restaurants not chains. However we do try to stick with hotel loyalty chains. ']","Two Brothers Sailing Adventures Day Tours, Chicago",,The 2012 boating season has begun and the Sea Gypsy is docked at her summer homeMontrose Harbor! Celebrate the love for the water and experience the best views of Chicago. We are accepting reservations now.,5 of 5 stars,"
My nieces and I thoroughly enjoyed our sunset cruise with Jeff. He was very accommodating and courteous. He went out of his way to ensure we had a great, relaxing night. As the other reviewer said, it was a wonderful way to see the skyline in a more private setting on a beautiful sail boat. We hope we get the...


More 


"
Emramos,,,,,"Chicago, IL, USA,Cabo San Lucas, Mexico,",[],"Two Brothers Sailing Adventures Day Tours, Chicago",,The 2012 boating season has begun and the Sea Gypsy is docked at her summer homeMontrose Harbor! Celebrate the love for the water and experience the best views of Chicago. We are accepting reservations now.,5 of 5 stars,"
This company is truly a hidden gem! We will definitely be using them for all of our chartering needs! This was a very clean, nice size boat with an excellent Captain. Captain Jeff is extremely knowledgeable and experienced with sailing and it really shows. He was eager to take us out for a 3 hour cruise and explained all of...


More 


"
TooManyPlaces2C,Vancouver,Canada, male , 35-49 ,"Chicago, IL, USA,Kochi (Cochin), India,Kumarakom, India,Mexico City, Mexico,Vancouver, British Columbia, Canada,",[],"Second City Pizza Tours, Chicago",,,5 of 5 stars,"
Since this was our first trip to Chicago, we wanted to try a couple of pizza places. After reading a ton of reviews, we couldn't decide on which ones to try since it looked like there were at least a half dozen places that we wanted to try. Gino's East, Pizzeria Uno and Giordano's were three on that list but...


More 


"
timmiecortina,,,,,"Chicago, IL, USA,Crest Hill, IL, USA,Lisle, IL, USA,Clearwater, FL, USA,Oakbrook Terrace, IL, USA,Romeoville, IL, USA,Shorewood, IL, USA,",[],"Second City Pizza Tours, Chicago",,,5 of 5 stars,"
I had out of town guests who wanted to try several varieties of Pizza while in Chicago. I was recommended this tour by a friend who assured me that I would not be disappointed. He was so correct! Our guide was friendly and very gracious. As an added bonus the guide provided information of the history and architecture of many...


More 


"
tjh780,indiana,indiana, male , 50-64 ,"Bequia, St. Vincent and the Grenadines,St. Petersburg, Russia,Istanbul, Turkey,Isla Mujeres, Mexico,London, UK,Vienna, Austria,Tbilisi, Georgia,Krakow, Poland,Moscow, Russia,Budapest, Hungary,Chicago, IL, USA,Lexington, KY, USA,",[u'I do my homework then plan and book all travel. '],"Second City Pizza Tours, Chicago",,,,"
Why pay $48 for 4 1/16 of a pizza slice? Overrpriced and not worth the trouble. The guides now nothing about the city other than where 4 pizza places were. You are forced to eat out side at one place, and 2 others don't even give you a glass of water with your sliver of pizza.
"
redpen49,Romeoville,Illinois,,,"Chicago, IL, USA,",[],"Second City Pizza Tours, Chicago",,,,"
We took this tour with a half-off coupon and even then we paid too much. The web site says the group size is limited to 12, but there were 18 of us. No effort was made to make sure that we all got a taste of each pizza. Two of the restaurants did not have anywhere for us to sit....


More 


"
mekoorb,Chicago,Illinois,,,"Chicago, IL, USA,",[],"Chicago Water Sport Rentals, Chicago",,"Chicago Water Sport Rentals located at 31st Street Harbor rents premium Yamaha and Sea Doo Spark jet skis, Hobie Mirage Drive Kayaks, Bic Ace Tec series paddleboards, FlyBoards and offers banana boat rides. Open May 1st - October 31st, reservations recommended.",,"
Had a bad experience with this group for paddle boarding. Bought a groupon and thought things were gonna be great. When I got there they said that I had to pay extra for tax even though this was not disclosed on the groupon. ANYWHERE. So after a lot of arguing and at the behest of my friend, I paid but...


More 


"
Meredith_Rae802,Burlington,Vermont, female , 25-34 ,"Las Vegas, NV, USA,Chicago, IL, USA,Montreal, Quebec, Canada,","[u""I'm 25, and I love traveling around the United States! I currently live in Vermont, although I grew up in Colorado and California. My boyfriend and I enjoy weekend getaways to various places and enjoy life as we go.\nWhen I review a venue, I try to see things from each end of the spectrum. I always try to give the benefit of the doubt because people have different preferences for everything. ""]","Aniko Salon & Spa, Chicago",,,5 of 5 stars,"
For the price of the massage, I expected something better. For $100 a person, I expect a masseuse to know how to properly give a deep tissue massage. For me, it felt like all I was getting was a light back rub with massive amounts of oil on my back. I also expected a quiet, serene environment, but the place...


More 


"
johndfffff,Gainesville,Florida (home of the Gators!), male , 50-64 ,"Chicago, IL, USA,Orlando, FL, USA,Las Vegas, NV, USA,Leh, India,New Delhi, India,Salt Lake City, UT, USA,Faridabad, India,Seoul, South Korea,New York City, NY, USA,Grand Canyon National Park, AZ, USA,Taipei, Taiwan,Austin, TX, USA,","[u'I travel throughout the year domestically. In addition, I do two to three trips to Asia every year, mostly for business, but I always plan a side trip of fun! ']","Aniko Salon & Spa, Chicago",,,5 of 5 stars,"
I had a wonderful massage by Ashley. Just what u wanted prepping for a half marathon. Professional, clean and courteous, as a good spa should be.
"
brendakay79,,,,,"Chicago, IL, USA,New York City, NY, USA,",[],"Chicago Midway Aviators, Chicago",,,,"
I purchased a voucher for the Chicago tour through Groupon in June. I tried to make a reservation 3 times before succeeding, not to mention the times I called their call center during business hours, and no one answered. After my husband and I both took the day off work to go, we drove over 2 hours to get to...


More 


"
hockey_tim,Naperville,Naperville,,,"Chicago, IL, USA,Naperville, IL, USA,",[],"Chicago Midway Aviators, Chicago",,,,"
My girlfriend had purchased a Living Social voucher for my birthday present. I called them to schedule the flight lesson off of the Living Social voucher. I gave them all the info off the voucher, and my contact info as well. My lesson was scheduled for Tues Dec 6th at 10AM. My girlfriend and I took the day off of...


More 


"
Anonymous4251,Chicago,Illinois,,,"Chicago, IL, USA,",[],"Chicago Midway Aviators, Chicago",,,,"
FINALLY, I made contact with these guys in mid-December and scheduled a meeting with their ""Dean of Students"" for mid-January for an introduction to the student private pilot license program. Before making contact via the phone, I called around Thanksgiving time (not on the day) and struggled to get a hold of anyone. The phone would either continue to ring...


More 


"
PatiK_13,Orland Park,Illinois,,,"Chicago, IL, USA,",[],"Signature Segway, Chicago",,,,"
BEWARE!!!! this is a scam. I had reservation for this segway tour on 4/4/13. This was a tour that wasnt. Upon arriving to the location we found an empty space and a for lease sign in the window. I took pictures of this and have reported them to the Better Business bureau. If your looking for a great segway tour...


More 


"
doctor2be,Chicago,Chicago,,,"Chicago, IL, USA,",[],"Diana's Nail and Spa, Chicago"," Spas
","Diana's Nail and Spa is located in the Loop, Diana's Nail Spa is considered the most progressive Chicago Nail Spa in downtown for men and women. Focusing on Full Nails, Facial, and Waxing services. Diana's Nail Spa believes in absolute hygiene using only the finest glass pedicure bowls, fresh, sterilized manicure tools with each guest. Diana's Nail Spa also carter to large parties including bridal parties, bachelorette parties or just a fun, girl's night out.",5 of 5 stars,"
First of all, the website is incredibly deceptive. The photos posted are not of the facility on 175 N Franklin. I was disappointed when I saw the place. This is not a spa, it's a run of the mill nail salon. We were rushed and some of my guests were denied services. I was informed at the party and not...


More 


"
bbbeaver,Menasha,Wisconsin,,,"Chicago, IL, USA,Neenah, WI, USA,Green Bay, WI, USA,Anaheim, CA, USA,Appleton, WI, USA,Atlanta, GA, USA,Beverly Hills, CA, USA,Cancun, Mexico,Charlotte, NC, USA,Crandon, WI, USA,Denver, CO, USA,Detroit, MI, USA,",[],"Diana's Nail and Spa, Chicago"," Spas
","Diana's Nail and Spa is located in the Loop, Diana's Nail Spa is considered the most progressive Chicago Nail Spa in downtown for men and women. Focusing on Full Nails, Facial, and Waxing services. Diana's Nail Spa believes in absolute hygiene using only the finest glass pedicure bowls, fresh, sterilized manicure tools with each guest. Diana's Nail Spa also carter to large parties including bridal parties, bachelorette parties or just a fun, girl's night out.",,"
They do not speak English and did not take any quality time doing our nails and misquoted us...there are 100s of places in a short distance to go to...stay away!
"
Pasiennik,Chicago,Chicago,,,"Chicago, IL, USA,",[],"Kiva, Chicago"," Walking, Biking
",,,"
Where to begin...when I showed up at the Pearson location, I was told my appointment was at the Macy's location next door. I arrived to have to change into my robe in a dressing room, no locker room, no spa sandals, had to walk around in my heels and carry my clothes with me. Had my facial, no extractions, then...


More 


"
nonny1,Riverwoods,Illinois, female , 50-64 ,"Chicago, IL, USA,Deerfield, IL, USA,Montreal, Quebec, Canada,Lincolnshire, IL, USA,Barcelona, Spain,Boston, MA, USA,Fort Lauderdale, FL, USA,Buffalo Grove, IL, USA,Delavan, WI, USA,Hillsdale, NY, USA,Newberg, OR, USA,Palm Springs, CA, USA,","[u'I love to travel in the United States and Europe. I want hotels that are clean, attractive , comfortable and well located. I do not want to eat in the proverbial tourist trap. I want to experience what the locals experience when I am in a new place. My favorite trips have been to France and Italy although there are many places in the United States that I adore including Laguana Beach, Vail and Boston! ']","Kiva, Chicago"," Walking, Biking
",,,"
I recently had a manicure and pedicure at Kiva. When I was taken into the ""waiting room"", I was shocked at how filthy it was. The upholstery was badly stained and the ladies room was disgusting. If I were not going to an event that evening, I would have walked out. The manicurist who did my services was being rude...


More 


"
CosmoDove,Illinois,Illinois,,,"Chicago, IL, USA,Galena, IL, USA,",[],"Kiva, Chicago"," Walking, Biking
",,,"
STAY AWAY from Kiva Spa in Downtown Chicago. They are horribly overpriced, rude to long time customers, the spa itself is not cleaned well and the high school educated staff and management are HORRIBLY RUDE and inadequate. Their manicure, pedicure and waxing supplies are dirty and messy also!
"
JazzyShar,Chicago,Illinois,,,"Chicago, IL, USA,Matteson, IL, USA,New Orleans, LA, USA,Newport Beach, CA, USA,Buchanan, MI, USA,Elkhart Lake, WI, USA,Hollywood, FL, USA,Oak Park, IL, USA,Tinley Park, IL, USA,Baroda, MI, USA,Carlsbad, CA, USA,Cincinnati, OH, USA,",[],"Diana's Nail and Spa, Chicago"," Spas
","Diana's Nail and Spa is located in the Loop, Diana's Nail Spa is considered the most progressive Chicago Nail Spa in downtown for men and women. Focusing on Full Nails, Facial, and Waxing services. Diana's Nail Spa believes in absolute hygiene using only the finest glass pedicure bowls, fresh, sterilized manicure tools with each guest. Diana's Nail Spa also carter to large parties including bridal parties, bachelorette parties or just a fun, girl's night out.",,"
Two hours and 14 minutes for a Pedicure and Manicure on my natural nails...Plus a ""me don't do designs"" to boot! I took a picture into the spa of the designs I wanted on my Big Toe; the technician and owner knew what I wanted! Instead is saying they couldn't do designs; they put any kind of design on my...


More 


"
ahess10,Versailles,Kentucky,,,"Chicago, IL, USA,Louisville, KY, USA,Providence, RI, USA,",[],"Kiva, Chicago"," Walking, Biking
",,,"
I agree with several of the other reviews and can wholeheartedly NOT recommend this place!! Easily, by far the worst experience I've ever had. I went on a recommendation from the concierge @ Sofitel (granted, it wasn't his first choice, but that place was booked). Massage was average, but the pedicure I had was the worst I've ever experienced. First...


More 


"
clarendon6,calgary,calgary,,,"Chicago, IL, USA,Tamarindo, Costa Rica,",[],"Kiva, Chicago"," Walking, Biking
",,,"
I wanted an updo for a wedding i was going to. Got an appointment, didn't ask how much it woudl be - how much can an updo be - at most I thought, maybe $50-$60??? Anyway, after, at the cash register with everyone standing around, i was to pay $125!! I was so shocked, i didn't even ask or argue...


More 


"
chef1xp,Boston,Mass, female , 50-64 ,"Budapest, Hungary,Chicago, IL, USA,Florence, Italy,Prague, Czech Republic,Vienna, Austria,Amalfi, Italy,Arles, France,Arlington, VA, USA,Asbury Park, NJ, USA,Atlantic City, NJ, USA,Aubagne, France,Avignon, France,",[],"Kiva, Chicago"," Walking, Biking
",,,"
This is my third time at Kiva and I've always had a great and relaxing experience. The staff is professional yet friendly and the rooms are warm and clean. I can't wait for my next visit to Chicago, Kiva will be my first stop.
"
CWB3,Chicago,Chicago,,,"Lapu Lapu, Philippines,Emeryville, CA, USA,Bora Bora, French Polynesia,Sorrento, Italy,Rio Grande, Puerto Rico,Scotts Valley, CA, USA,Cebu Island, Philippines,Chicago, IL, USA,Punta de Mita, Mexico,Shinjuku, Japan,Albuquerque, NM, USA,Amalfi, Italy,",[],"Kiva, Chicago"," Walking, Biking
",,,"
I am *VERY* disappointed in my experience here. I was a new client, excited about my appointment, having been referred by a friend who has been going to Kiva for years. I had an appointment with Hector for 3:30pm, and arrived on-time, and was seated in small area behind the reception. I waited for more than FORTY FIVE minutes, and...


More 


"
K1059,Albuquerque,New Mexico, Female ,,"Albuquerque, NM, USA,London, UK,Cannon Beach, OR, USA,Canterbury, UK,Rome, Italy,Cambridge, UK,Carmel, CA, USA,New Orleans, LA, USA,Chicago, IL, USA,Rio Rancho, NM, USA,Tucson, AZ, USA,Bernalillo, NM, USA,",[],"Kiva, Chicago"," Walking, Biking
",,,"
Unfortunately, I didn't read the reviews before sauntering into Kiva one day while shopping, shame on me! I was in Chicago for work and my down time was limited. I went in just to ask prices, which were high, but I was already there and they had an ""opening"" so I took it. The people were pleasant enough and I...


More 


"
