name,memberCity,memberCounry,MemberGender,memberAge,CitiesVisited,memberDescription,Activitiy,Type,ownerdesc,rating,review
Benfica1010,Toronto,Canada,,,"Toronto, Ontario, Canada,",[],"Senses Spa, Toronto"," Spas
",,,"
The massage was really good, the facial I not professional at all had my face cleaned with really cold water. The pedicure room had no pedicure chairs, I had to sit on a sofa chair and had my feet soaked in a metal bowl, not comfortable at all, the technician had her hair untied always on top if my feet...


More 


"
YtrYyyyy,Toronto,Canada, female , 35-49 ,"New Hamburg, Ontario, Canada,Oshawa, Ontario, Canada,Toronto, Ontario, Canada,Albany, NY, USA,Alexandria, VA, USA,Ann Arbor, MI, USA,Arlington, VA, USA,Atlanta, GA, USA,Bath, UK,Boston, MA, USA,Bristol, UK,Buffalo, NY, USA,",[],"Toronto Harbour Cruises, Toronto", Yes ,,5 of 5 stars,"
Www.torontocruiselines.com STAY AWAY! Disgusting is an understatement. I think it's called Retro 80's as they haven't done anything to the boat since then. The washrooms were horrendous and half stopped working when the boat started. Not able to place toilet paper into the toilets, all used toilet paper was to be put into an open bin so anyone who had...


More 


"
Travellers5710,Red Deer,AB, male , 65+ ,"Victoria, British Columbia, Canada,Montreal, Quebec, Canada,Toronto, Ontario, Canada,Edmonton, Alberta, Canada,La Jolla, CA, USA,Sidney, British Columbia, Canada,Peace River, Alberta, Canada,Penticton, British Columbia, Canada,St. John's, Newfoundland and Labrador, Canada,Canmore, Alberta, Canada,Jasper, Alberta, Canada,Quebec City, Quebec, Canada,",[],"Toronto Harbour Cruises, Toronto", Yes ,,5 of 5 stars,"
We took this tour with our nine year old grandson on a perfect weather day. The views were great and the guide was knowledgeable and friendly. She took a great picture of us with the skyline behind and a plane taking off from the city centre airport. I reading other reviews we found the boat clean and well kept.
"
mira0211,Halifax,Canada,,,"Toronto, Ontario, Canada,Paris, France,Berlin, Germany,Quito, Ecuador,Cambridge, UK,Markham, Ontario, Canada,Pikesville, MD, USA,",[],"Serenity Spa, Toronto",,,,"
I bought a Groupon for a one-hour massage and a Life in the Metro mani and pedi for both me and my new husband, as a way to relax during the week we took off of work after our wedding. It was unfortunately not a great experience. First, I had called about parking, and was not given clear instructions now...


More 


"
JMcLauchlin,North Carolina,North Carolina, male , 65+ ,"Fayetteville, NC, USA,New Orleans, LA, USA,Boston, MA, USA,Nashville, TN, USA,Newport News, VA, USA,North Myrtle Beach, SC, USA,Raleigh, NC, USA,San Diego, CA, USA,Toronto, Ontario, Canada,Charleston, SC, USA,Cherokee, NC, USA,Kissimmee, FL, USA,",[],"Toronto Harbour Cruises, Toronto", Yes ,,,"
Crowded, No directions for first timers. The young people appeared to have fun dancing. If you are not into a lot of dancing to loud music, you probably will not enjoy it. I expected a nice dinner with entertainment but got neither. Will not go again even if it was free. Oh yea, If you have a camera, you can...


More 


"
M1980Canada,Canada,Canada,,,"Niagara Falls, Ontario, Canada,Toronto, Ontario, Canada,Montreal, Quebec, Canada,",[],"Toronto Harbour Cruises, Toronto", Yes ,,,"
We purchased this cruise on Groupon (Aurora Borealis ship) - it was filthy, old (as in falling apart), they say it's a three hour cruise; it's a lie the ship was supposed to sail at 6pm, it only started moving at around 6:45pm and we were back by 8:45 so only 2 hours of sailing.
Food was horrible; deserts inedible....


More 


"
SpartanQueen51,Toronto,Canada, female , 50-64 ,"Midland, Ontario, Canada,Fort Lauderdale, FL, USA,Toronto, Ontario, Canada,Ottawa, Ontario, Canada,Sudbury, Ontario, Canada,Athens, Greece,Atlanta, GA, USA,Buffalo, NY, USA,Dunwoody, GA, USA,Fort Myers Beach, FL, USA,Miami, FL, USA,Miami Beach, FL, USA,",[],"Toronto Harbour Cruises, Toronto", Yes ,,,"
Bought on Groupon, thought a Disco Cruise would be fun. It was supposed to be on Aurora Borealis but Stella Borealis was substituted. Old, stinky, not so clean boat with cob webs, dirty black tablecloths and odd crowd. Music was not Disco-not even close-and the DJ didn't seem to care about our requests. Only 4 ppl dancing. Only saving grace...


More 


"
jdmalawi,toronto,toronto, female , 35-49 ,"Chikwawa, Malawi,Lengwe National Park, Malawi,Washington DC, DC, USA,Trinidad, Cuba,Lilongwe, Malawi,Boston, MA, USA,New Orleans, LA, USA,New York City, NY, USA,Vacherie, LA, USA,Civitavecchia, Italy,Las Terrenas, Dominican Republic,Senga, Malawi,",[],"Jubilee Queen Cruise Lines, Toronto",,,,"
My friend and I got tis cruise on Groupon so maybe it's a case of buyer beware.
Pros:
Food was fine.
Ship was clean
Staff were friendly..
Cons:
Boarding took over an hour as they had only one person checking tickets and assigning seats.
The boarding line was in the hot sun.
The drinks were expensive (water $2.50, soft drinks...


More 


"
Nuwahang,Etobicoke,Etobicoke,,,"Toronto, Ontario, Canada,",[],"Vikaspa, Toronto"," Spas
",,,"
Placed an order first week of Nov so it would be delivered before christmas, confirmed the delivery time(the advertisment had only 1 day remaining) n placed the order. I called them today, 19 Dec. I was 8th caller, waited for 65 mins... It was already frasturating upon that the call was transferred to voicemail automatically, I wasted my time for...


More 


"
Lish66,Ontario's Near North,Canada, female , 25-34 ,"Niagara Falls, Ontario, Canada,Sandusky, OH, USA,Toronto, Ontario, Canada,Barrie, Ontario, Canada,Baltimore, MD, USA,Cleveland, OH, USA,Chesterfield, MI, USA,Hamilton, Ontario, Canada,Las Vegas, NV, USA,Revelstoke, British Columbia, Canada,Toledo, OH, USA,Angus, Ontario, Canada,",[],"Jubilee Queen Cruise Lines, Toronto",,,,"
We learned of this cruise through an online discount voucher that we decided to purchase...I should've realized when we tried to make our resvervations (months before the cruise date), and it took numerous attempts to complete the reservation online to no avail, that the whole experience was going to be disappointing...
After finally receiving a call back with instructions and...


More 


"
satysfakcija,Vancouver,Canada, female , 25-34 ,"Vancouver, British Columbia, Canada,Denver, CO, USA,Las Vegas, NV, USA,Victoria, British Columbia, Canada,Seattle, WA, USA,Ivano-Frankivsk, Ukraine,Kelowna, British Columbia, Canada,Kiev, Ukraine,North Vancouver, British Columbia, Canada,Odessa, Ukraine,Harrison Hot Springs, British Columbia, Canada,Hawaii Volcanoes National Park, HI, USA,",[],"Vikaspa, Toronto"," Spas
",,,"
just terrible customer service and general order service, never it time! they are lairs and just want your money! Save your nerves and careful with CC( if they have your info, just call to your bank !!!:(
"
Canada9424,Toronto Canada,Toronto Canada, male , 50-64 ,"Maui, HI, USA,Huntsville, Ontario, Canada,Toronto, Ontario, Canada,Edinburgh, UK,London, UK,Avignon, France,Chicago, IL, USA,Dwight, Ontario, Canada,Herradura, Costa Rica,Hokitika, New Zealand,Jaco, Costa Rica,Lake Tahoe (California),",[],"Vikaspa, Toronto"," Spas
",,,"
Stay away from BUYTOPIA.CA , They offer no customer service and don't deal with their vendors properly. Lost my money,no refund ..
"
Worriedplanner,Toronto,Toronto,,,"Puerto Morelos, Mexico,Toronto, Ontario, Canada,",[],"Vikaspa, Toronto"," Spas
",,,"
Purchased a voucher back in March for $19 for a Microdermabrasion Treatment or More at Viva Medi Spa (Up to $237 ya, right). I tried to book an appt. back in March and they were booked solid till April. Tried again this week - and lastly today as my voucher is expiring. They don't have anything available - but they...


More 


"
bszymkowicz,Toronto,Canada,,,"Galilee,New Delhi, India,Jerusalem, Israel,Rajasthan,Rome, Italy,Toronto, Ontario, Canada,Las Vegas, NV, USA,Thornhill, Ontario, Canada,",[],"Vikaspa, Toronto"," Spas
",,,"
Went to the ""Doctor's House"" for dinner. Had a Team Buy voucher for a dinner for 4 people which included 3 course dinner from the menu for $129.00. We had a nice meal but when the bill came --the original price of the meal was listed and tax added to the original amount of approx $40. On top of the...


More 


"
JLago83,Toronto,Canada, male , 25-34 ,"Bangkok, Thailand,La Paz, Bolivia,Santa Cruz, Bolivia,Cusco, Peru,Arica, Chile,Guatemala City, Guatemala,Santiago, Chile,Toronto, Ontario, Canada,Bogota, Colombia,Buenos Aires, Argentina,Barcelona, Spain,Cordoba, Argentina,",[],"Oasis Aqualounge, Toronto",,,,
kimmilil,Kitchener,Canada, female , 35-49 ,"Kitchener, Ontario, Canada,Toronto, Ontario, Canada,Waterloo, Ontario, Canada,Niagara Falls, Ontario, Canada,Cambridge, Ontario, Canada,Hamilton, Ontario, Canada,Ajax, Ontario, Canada,Baden, Ontario, Canada,Brampton, Ontario, Canada,Burlington, Ontario, Canada,Montreal, Quebec, Canada,New Hamburg, Ontario, Canada,",[u'very busy self employed business woman '],"Late Nite Cruises, Toronto",,,,"
Purchased this groupon deal on july 27 for the sat aug 2 2014 sail date. Could not get to boat because of extremely dangerous weather conditions. Roads closed and washed out ,torrential rain very very bad situation. Called number on website and got message on someones cell. No one is answering. seems kinda shady to me.
"
PeterBruceG,Toronto,Canada,Male ,,"Toronto, Ontario, Canada,Naha, Japan,Las Vegas, NV, USA,San Salvador, El Salvador,Buenos Aires, Argentina,Puerto Viejo de Talamanca, Costa Rica,Shinjuku, Japan,Bogota, Colombia,Chiyoda, Japan,Girardot, Colombia,Manuel Antonio National Park, Costa Rica,Cartagena, Colombia,","[u'Love to travel, love to eat and love to sleep in... ']","Civello's Day Spa, Toronto"," Spas
",,,"
Adriana was wonderful.
Took her time and did an amazing job on my feet. No polish but a good buff on the nails. Great leg rub and foot massage. Happy with her service.
Was annoying that I had to sit next to a large red neck woman screaming at her friends in the lounge non stop for the whole treatment....


More 


"
whoknew_10,toronto,toronto,,,"Prague, Czech Republic,Bloomfield, Ontario, Canada,Toronto, Ontario, Canada,Vico Equense, Italy,Naples, Italy,",[],"Time Of Your Life Tours - Day Tours, Toronto",,,,"
My husband and I went on a tour of a winery, lavender farm and the small town of Bloomfield today with Time of your life tours. While the driver and guide and places visited were excellent, we spent a total of 7.5 hrs on the bus for 4 hrs or less of actual sightseeing. The bus is configured in such...


More 


"
michellescott100,Ontario,Canada, female , 18-24 ,"Ottawa, Ontario, Canada,Frankenmuth, MI, USA,Orlando, FL, USA,Toronto, Ontario, Canada,Charlottetown, Prince Edward Island, Canada,Cleveland, OH, USA,Cuba, Caribbean,Jeonju, South Korea,Kingston, Ontario, Canada,London, Ontario, Canada,Miami Beach, FL, USA,Montreal, Quebec, Canada,",[],"Great Food Tours - Chocolate Tour of Toronto, Toronto",,,5 of 5 stars,"
You will be very full from delicious chocolates and pastries after his tour so do not eat before hand! You start in front of Soma Chocolatier and there you learn about the history of chocolate and what to expect on the tour. Then you head inside and learn about how the store started out, what ingredients they use, how they...


More 


"
LuvSpa,Toronto,Canada,,,"Toronto, Ontario, Canada,",[],"Quartz Crystal Spa, Toronto"," Spas
","Rising 31 storeys above the city, an abundance of natural light floods this meticulously designed oasis, where classic Hollywood glamour juxtaposes the transformative healing properties of the quartz mineral. Discover this extraordinary sanctuary of world-class services for men and women, to experience why the 19th century Russian quartz baths were a healing ritual for generations. Designed with passion and discernment, Quartz Crystal Spa will transport you to a timeless world of calm, balance and revitalization.",,"
I have been to The Quartz Crystal Spa many times and was especially pleased with my last visit. My massage was fabulous and I left feeling relaxed and rejuvenated. Stella is a wonderful massage therapist who I highly recommend. The change rooms are spacious and I like the feeling of having the whole place to myself. The staff were very...


More 


"
AngelBebe,Toronto,Canada,,,"Toronto, Ontario, Canada,Niagara Falls, Ontario, Canada,Vaughan, Ontario, Canada,Fort Lauderdale, FL, USA,Markham, Ontario, Canada,Woodbridge, Ontario, Canada,Acapulco, Mexico,Aguascalientes, Mexico,Algonquin Park, Ontario, Canada,Amsterdam, The Netherlands,Anaheim, CA, USA,Arlington, VA, USA,",[],"Estee Lauder Spa, Toronto",,,,"
fancy, fancy but services are not the greatest...not really thinking about going back ever.
"
Firefanne,Chicago,Chicago, female , 25-34 ,"Toronto, Ontario, Canada,Chicago, IL, USA,Niagara Falls, Ontario, Canada,Buchanan, MI, USA,Coralville, IA, USA,Detroit, MI, USA,Gulf of Papagayo,Istanbul, Turkey,Kalamazoo, MI, USA,Madison, WI, USA,New Buffalo, MI, USA,New Orleans, LA, USA,",[],"Bike Share Toronto, Toronto",,"Bike Share Toronto is the bicycle sharing transit system located throughout downtown Toronto, providing access to 800 bikes at 80 stations. Memberships and Passes include an unlimited number of trips during an access period -- the first 30 minutes of every trip is included at no additional cost. To avoid incurring usage fees for trips over 30 minutes, string short trips together. Bike share Toronto is an excellent way to see and experience Toronto as you visit landmarks, shopping centers, restaurants, and museums during your stay.",,"
I was happy to use the Toronto Bike Share system, even with it's flaws. This is a great way for tourists to see the City.
My husband and I were only in Toronto for a day, so we wanted to bike and walk around to get a feel for the different areas. Granted we were mostly close to downtown, which...


More 


"
morkfromork,Toronto,Canada, Female ,,"Toronto, Ontario, Canada,London, UK,Panama City, Panama,Niagara-on-the-Lake, Ontario, Canada,Vaughan, Ontario, Canada,Woodbridge, Ontario, Canada,Mississauga, Ontario, Canada,Niagara Falls, Ontario, Canada,Sherkston, Ontario, Canada,Cabo San Lucas, Mexico,Caledon, Ontario, Canada,Paradise Island, Bahamas,",[],"Toronto Skyline Cruises, Toronto",,,,"
Nice view of the skyline but that's it. Over-priced, overcrowded and wait times for drinks is plain ridiculous. There should have been two bars set up to accommodate all these people. Wait times were over 20 minutes. Nobody served you drinks and neither offered you coffee or tea. You had to go to the bar and fetch it yourself. Sorry,...


More 


"
ThatsBe,Toronto,Canada,,,"Toronto, Ontario, Canada,",[],"Hammam Spa, Toronto, Toronto"," Spas
",,,"
I have to say I've been here quite a few times and it seems like the service is just going down the hill. I've always had the Turkish bath and used the steam room but lately from the rude attitude of the employees to the shower not working properly or just filthy and the towels being dirty you wonder why...


More 


"
AlphaV24,Canada,Canada,,,"Istanbul, Turkey,Paris, France,Ibradi, Turkey,New York City, NY, USA,Toronto, Ontario, Canada,Berlin, Germany,Brussels, Belgium,Elora, Ontario, Canada,Manavgat, Turkey,Frankfort, MI, USA,Guelph, Ontario, Canada,London, UK,",[],"Hammam Spa, Toronto, Toronto"," Spas
",,5 of 5 stars,"
I had a very good massage at Hammam today. I've been there a number of times. Last year I left my ipod there and I suspect it was swiped by staff but ultimately that was my fault. I've continued to go back. As I was in the locker room today I noticed a sign that said during October they were...


More 


"
pacane18,Quebec City,Canada, female , 25-34 ,"New York City, NY, USA,Niagara Falls, Ontario, Canada,Toronto, Ontario, Canada,Baie Sainte-Catherine, Quebec, Canada,Baie-St-Paul, Quebec, Canada,Beauceville, Quebec, Canada,Beaumont, Quebec, Canada,Beaupre, Quebec, Canada,Becancour, Quebec, Canada,Bern, Switzerland,Berthier-sur-Mer, Quebec, Canada,Boischatel, Quebec, Canada,",[],"Empress of Canada, Toronto",,,,
Scherry_11,Quebec City,Canada, female , 35-49 ,"Quebec City, Quebec, Canada,Montreal, Quebec, Canada,Playa del Carmen, Mexico,Providenciales, Turks and Caicos,Orlando, FL, USA,New York City, NY, USA,Toronto, Ontario, Canada,Cancun, Mexico,Bridgetown, Barbados,Saint Philip Parish,Barbados, Caribbean,Cayo Largo, Cuba,",[],"Zen Spa, Toronto",,,5 of 5 stars,
Muimui1878,,,,,"Toronto, Ontario, Canada,",[],"Zen Spa, Toronto",,,5 of 5 stars,"
Was given a gift certificate from a girlfriend for my bday so upon calling to make my appointment,the receptionist wre very helpful and explain my treatments and schedule to be booked in.On the day of arrival,soon as I stepped in,both receptionists greeted me with great hospitality.Then I was taken to the clean,well decorated change room,was given bean robes and slippers...


More 


"
DDG155019,Toronto,Canada,,,"Toronto, Ontario, Canada,Concord, Ontario, Canada,Vaughan, Ontario, Canada,Anaheim, CA, USA,Antwerp, Belgium,Bavaro, Dominican Republic,Beijing, China,Beverly Hills, CA, USA,Birmingham, UK,Buffalo, NY, USA,Capri, Italy,Celebration, FL, USA,",[],"Zen Spa, Toronto",,,5 of 5 stars,"
close to home with a nice clean interior, and fantastic massages, definitely rivals any downtown hotel spa in Toronto. We had a wonderful stay.
"
mhstar75,Toronto,Toronto, male , 50-64 ,"Las Vegas, NV, USA,Amherst, NY, USA,Bedford, PA, USA,Buffalo, NY, USA,Byron, GA, USA,Elk Grove Village, IL, USA,Montreal, Quebec, Canada,Ramsey, NJ, USA,Toronto, Ontario, Canada,Troy, MI, USA,Eilat, Israel,Hallandale Beach, FL, USA,","[u""I'm a Vegasmaniac!! ""]","Empress of Canada, Toronto",,,,"
Got a ""deal"" on Living Social. Not a deal at all. It was advertised as a buffet but it was not. Thats false advertising folks. Living Social is going to hear from me about that. One plate of mediocre tasting food: chicken, rice, salad and rolls. Soft drinks not included and was expensive. Ship looked old and dirty. Parking $20.00...


More 


"
bethwilson123,Omagh,United Kingdom, female , 35-49 ,"Albufeira, Portugal,Toronto, Ontario, Canada,Dublin, Ireland,Belfast, UK,Killadeas, UK,Moville, Ireland,Paris, France,Portrush, UK,",[],"Empress of Canada, Toronto",,,,"
this tour is a must if you enjoy seeing the city lights. The Cn tower makes quite a terrific light show. we were seated at a table of 8. little starters on the table. long queue for the bar thoughThe food was very average no flavour but edible. The city lights very wonderful and music was good except it was...


More 


"
ChristyUs,Toronto,Canada,,,"Gros Islet, St. Lucia,Toronto, Ontario, Canada,Wailea, HI, USA,",[],"Summerhill Spa, Toronto",,"We aim to provide beauty and spa services to our customers delivering consistent and excellent services at all times. We provide Swedish massages, reflexology massages, aromatherapy massages. Our hot stone massage is our specialty. We also offer waxing services, spa hand manicures and relaxing pedicures. We have 7 full time therapists and 2 Full Time Registered Massage Therapists (RMT Massage) We fundamentally believe that spa treatments must be affordable to be enjoyed on frequently basis.",,"
Purchased: mani pedi, reflexology
Head massage
Massage: Paid for 1 hour reflexology , recieved an elbow massage on my calves. The entire massage was with elbows . Not relaxing.
Mani pedi: Nail polish -old crusty bottles no colours . Manicure was very good, pedicure was okay.
spa needs to be cleaned / walls, floors , bathroom , furniture, doors
Overall...


More 


"
SpaaGirl,Oakville,Canada, female , 25-34 ,"Toronto, Ontario, Canada,Burlington, Ontario, Canada,Oakville, Ontario, Canada,",[],"Hammam Spa, Toronto, Toronto"," Spas
",,5 of 5 stars,"
Being a frequent spa-goer, Hammam Spa is one of my favourite spas when I really need to relax and enjoy a nice service. The staff are always polite and professional, and the services are great. The only two things I would recommend is that when a massage is complete, the masseuse greets the client with water and walks them back...


More 


"
FelizPortenia,Toronto,Canada, Female ,,"Toronto, Ontario, Canada,Lahaina, HI, USA,Positano, Italy,Kailua-Kona, HI, USA,Paia, HI, USA,Paris, France,Lucca, Italy,Puako, HI, USA,Hilo, HI, USA,Makawao, HI, USA,Naples, FL, USA,Aigues-Mortes, France,",[],"Hammam Spa, Toronto, Toronto"," Spas
",,5 of 5 stars,"
I've been to a few SPAs but Hammam provided the best massage I ever had. I felt that Diane, my masseuse, was very experienced and worked the areas that I needed most while avoiding the sensitive spots I never warned her about. The reception was warm and friendly. My friends and I enjoyed the lounge area with exposed brick and...


More 


"
Lil1Ontario,Ontario,Ontario,,,"Toronto, Ontario, Canada,",[],"GQ Spa, Toronto",,,5 of 5 stars,"
This spa is located in the trendy and eclectic neighborhood of West Queen West. Nestled just off of Queen and King it is a hidden gem! It's not one of those pretentious places where you feel like you must bring out the inner snob, rather it's a very minimalistic and clean spa. It's definitely different from the traditional places, with...


More 


"
trentakat,Toronto,Canada,,,"Toronto, Ontario, Canada,",[],"Hammam Spa, Toronto, Toronto"," Spas
",,5 of 5 stars,"
My experience at the Hammam Spa completely ruined my day.
I'll start from the beginning:
I arrived half an hour early, as requested in the confirmation email, to ""fill out paperwork"". The waiting area was freezing cold, and the paperwork consisted of a sheet with merely 5 questions on it. I was then escorted to the change room, which was...


More 


"
AlphaV24,Canada,Canada,,,"Istanbul, Turkey,Paris, France,Ibradi, Turkey,New York City, NY, USA,Toronto, Ontario, Canada,Berlin, Germany,Brussels, Belgium,Elora, Ontario, Canada,Manavgat, Turkey,Frankfort, MI, USA,Guelph, Ontario, Canada,London, UK,",[],"Hammam Spa, Toronto, Toronto"," Spas
",,5 of 5 stars,"
I have been to Hammam a number of times. It's close to home. My wife and I love the steam room. Decor is great. Massages range from good to very good. Although on our past two visits we booked 90 minute massages and they were really more like 75 minutes.
I actually stopped coming here for about a year because...


More 


"
Penny198,Hastings,United Kingdom,,,"Hastings, UK,New York City, NY, USA,Toronto, Ontario, Canada,Algorfa, Spain,Le Grau-du-Roi, France,London, UK,Barcelona, Spain,Lerma, Spain,Tarrytown, NY, USA,Battle, UK,Bellevue, WA, USA,Hurghada, Egypt,",[],"Hammam Spa, Toronto, Toronto"," Spas
",,5 of 5 stars,"
The service is amazing. Everyone is so professional and welcoming. The hammam is cooler than other steam rooms, so allows you to sit longer and relax. The massage therapy was very enjoyable.
"
LindsTzrak1983,Toronto,Canada,,,"Toronto, Ontario, Canada,Niagara Falls, Ontario, Canada,New York City, NY, USA,Port Rexton, Newfoundland and Labrador, Canada,Rocky Harbour, Newfoundland and Labrador, Canada,Akumal, Mexico,Buffalo, NY, USA,Grimsby, Ontario, Canada,Niagara-on-the-Lake, Ontario, Canada,Oakville, Ontario, Canada,Puerto Aventuras, Mexico,Winnipeg, Manitoba, Canada,",[],"Hammam Spa, Toronto, Toronto"," Spas
",,,"
My boyfriend and I visited for the first time for a 45min couples massage.
The service is excellent. The change rooms are wonderful. The waiting room with magazines and teas/water is also great.
We had access to the steam room since we were purchasing the massages and it was fantastic.
It's a little pricey ($110 for 45 min massage) but...


More 


"
