name,memberCity,memberCounry,MemberGender,memberAge,CitiesVisited,memberDescription,Activitiy,Type,ownerdesc,rating,review
4bigdogsCalgary,Calgary,Calgary, female , 50-64 ,"Calgary, Alberta, Canada,Wailea, HI, USA,Anaheim, CA, USA,Banff, Alberta, Canada,Lake Louise, Alberta, Canada,Quebec City, Quebec, Canada,Milan, Italy,Orlando, FL, USA,Sandpoint, ID, USA,Sydney, Australia,Chicago, IL, USA,Banff National Park, Alberta, Canada,",[],"Sante Spa at Hotel Le Germain, Calgary"," Spas
","Sant Spa at Hotel Le Germain Calgary is the ultimate urban sanctuary, a perfect balance to the adrenaline-fuelled pace of modern life.Carefully designed to embrace the senses with soothing introspective contemplation, the use of monochromatic tones and modern functional design create a warm and inviting atmosphere providing the ideal environment to explore the restorative powers of spa. We welcome you to discover our menu of rejuvenating spa treatments, or choose from three one-of-a-kind wellness routes that we have developed specifically to meet the therapeutic needs of Hotel Le Germain guests and Calgarians living and working in the downtown core.",,"
Girls weekend to relax. We booked treatments 6 months in advance. We arrive and are asked ""it's ok if you share a room isn't it?"" Well no - I don't want to share a room so what discount can I have? This question caused a fleury of back and forth negotiation. They should have been prepared, they should not have...


More 


"
Naturalcalgary,Calgary,Calgary, female , 35-49 ,"New York City, NY, USA,Calgary, Alberta, Canada,",[],"Sante Spa at Hotel Le Germain, Calgary"," Spas
","Sant Spa at Hotel Le Germain Calgary is the ultimate urban sanctuary, a perfect balance to the adrenaline-fuelled pace of modern life.Carefully designed to embrace the senses with soothing introspective contemplation, the use of monochromatic tones and modern functional design create a warm and inviting atmosphere providing the ideal environment to explore the restorative powers of spa. We welcome you to discover our menu of rejuvenating spa treatments, or choose from three one-of-a-kind wellness routes that we have developed specifically to meet the therapeutic needs of Hotel Le Germain guests and Calgarians living and working in the downtown core.",,"
The hotel offered good service. The spa however was not great. I had the hot stone massage, requesting deep tissue, but it was pathetic. Way too pricey for the service. Next time we will go to the Hyatt!
"
Travelbug8812,Calgary,Canada,,,"Calgary, Alberta, Canada,",[],"Sante Spa at Hotel Le Germain, Calgary"," Spas
","Sant Spa at Hotel Le Germain Calgary is the ultimate urban sanctuary, a perfect balance to the adrenaline-fuelled pace of modern life.Carefully designed to embrace the senses with soothing introspective contemplation, the use of monochromatic tones and modern functional design create a warm and inviting atmosphere providing the ideal environment to explore the restorative powers of spa. We welcome you to discover our menu of rejuvenating spa treatments, or choose from three one-of-a-kind wellness routes that we have developed specifically to meet the therapeutic needs of Hotel Le Germain guests and Calgarians living and working in the downtown core.",,"
Girls weekend to celebrate. Similar experience with 4bigdogsCalgary where the massages were booked together in one room without any previous consult and only made known upon arrival. Massage was decent. Then, to ending off with poor customer service to pay our bill feeling rushed to get out as the next service was to begin. The price does not match the...


More 


"
Theresaa22,Calgary,Canada,,,"Byron Bay, Australia,Calgary, Alberta, Canada,Niagara-on-the-Lake, Ontario, Canada,",[],"Sante Spa at Hotel Le Germain, Calgary"," Spas
","Sant Spa at Hotel Le Germain Calgary is the ultimate urban sanctuary, a perfect balance to the adrenaline-fuelled pace of modern life.Carefully designed to embrace the senses with soothing introspective contemplation, the use of monochromatic tones and modern functional design create a warm and inviting atmosphere providing the ideal environment to explore the restorative powers of spa. We welcome you to discover our menu of rejuvenating spa treatments, or choose from three one-of-a-kind wellness routes that we have developed specifically to meet the therapeutic needs of Hotel Le Germain guests and Calgarians living and working in the downtown core.",,"
Massage was a gift so I called to have it put on my credit card and left my cel if any problems. When my guest left the massage they were told there wasn't anything on file, so made them pay. Very embarrassing to me and then I had figure out how to repay my guest as I was in another...


More 


"
Carolstone1986,Calgary,Canada, female , 25-34 ,"Calgary, Alberta, Canada,Bucerias, Mexico,Amsterdam, The Netherlands,Dominican Republic, Caribbean,Kusadasi, Turkey,London, UK,Majorca, Spain,Niagara Falls, Ontario, Canada,Paris, France,Taba, Egypt,Toronto, Ontario, Canada,",[],"River Valley Adventure, Calgary",,"Join us for a glide down the pathways of beautiful Lindsay Park on a guided Segway tour. After a lesson from one of the top trainers in the country, you will have all the skills you need on your ride. Our guides will are able to give information about the history of the park and Calgary as well as ensure that you tour is safe, fun and memorable. One hour and ninety minute adventures are available.",5 of 5 stars,"
I brought tickets for my parents to do in June and they loved it, so I then booked me and my partner on the beginners tour. Its great when you are taught and tested on skills that you learn before taking the Segway in the park. We really enjoyed the hour off your feet exploring, that we also paid for...


More 


"
SYWAAH,Calgary,Canada,,,"Calgary, Alberta, Canada,",[],"River Valley Adventure, Calgary",,"Join us for a glide down the pathways of beautiful Lindsay Park on a guided Segway tour. After a lesson from one of the top trainers in the country, you will have all the skills you need on your ride. Our guides will are able to give information about the history of the park and Calgary as well as ensure that you tour is safe, fun and memorable. One hour and ninety minute adventures are available.",5 of 5 stars,"
Awesome instructor and the area was beautiful. Trainign is for 30 min and then you can go around the park.
"
Calgaryrlc84,,,,,"Calgary, Alberta, Canada,",[],"Voda Spa, Calgary", Bathroom facilities ,"VODA SPA, a retreat from your hectic life for both men and women. We are committed to providing superior services performed by experienced therapists using exclusive results based products with a focus in natural and organic. We pay careful attention to client care and hygiene practices. All our massage therapists are registered and we accept insurance claims for any massage therapy treatments.",,"
My wife and I went for a couples massage, upon arrival we seen that they are now operating under new management. We have been before with exceptional services and this time we left disappointed. Lady at the front deck was not helpful or plesant, massages were not up to par and very poor. My wife doubted that the lady she...


More 


"
tram13,Calgary,Canada,,,"Calgary, Alberta, Canada,",[],"Chehra Wellness and Spa, Calgary"," Spas
",,,"
I recently got a Brazilian wax done at this spa. Needless to say, I will not come back, nor will I recommend this place for anyone else to get a Brazilian done.
While the employee was nice enough, she got wax all over my hands, my arms, my hip, and almost got wax on my shirt. She burnt me several...


More 


"
htgsc,Calgary,Canada,,,"Calgary, Alberta, Canada,",[],"Out Fly Fishing Outfitters - Private Tours, Calgary",,"Out Fly Fishing Outfitters offers a broad range of incredible guided fly fishing trips on the Bow River and other southern Alberta waters, including float trips, walk & wade trips, pike on the fly trips, hosted trips to tropical destinations and even corporate fly fishing trips. To us, guiding isn't a status it's a privilege and a responsibility as each day is your holiday, not ours.",,"
At the end of the trip we paid cash to our guides just as we were told. Also tipped our guides in cash. Got an e-mail 4 days later saying that we had still had money owing. We know for a fact that we paid them enough PLUS the gratuities which more than covered the total cost, but still had...


More 


"
calgaryfoodiegirl,Calgary,Canada,,,"Calgary, Alberta, Canada,",[],"Spa Europa, Calgary"," Spas
",,,"
A while ago I received a $100 gift card for this place.. and after reading all the crazy negative reviews, i decided i would spend it on whatever products they had in the waiting area and NOT book any treatments. I am SO thankful I did this.
First of all, I find it very creepy that the spa is located...


More 


"
Amaryllissun,Toronto,Canada,,,"Punta Cana, Dominican Republic,Calgary, Alberta, Canada,Cancun, Mexico,Montreal, Quebec, Canada,San Diego, CA, USA,Varadero, Cuba,",[],"Sante Spa, Calgary"," Spas
","As a recognized leader in the Canadian spa industry and after years of extensive research and testing, we are pleased to introduce our new advanced skincare and body treatments to help you transform and rejuvenate.When you look and feel great about your face and body, confidence will follow. Our results oriented treatments will help you redefine yourself, while evoking your inner glow, beauty and vibrancy.The perfect urban sanctuary, our luxurious spa in Calgary is custom designed for relaxing in our stylish lounges and ladies change room with infrared sauna. Our men's private treatment suite is carefully appointed for maximum comfort and relaxation.Sant Spa's highly trained, skilled and experienced therapists will advise you on the treatment that will be most beneficial and to address your needs, concerns and desired results. All of our treatments are proven, safe and effective; administered by highly experienced professionals in accordance with the Quality Assurance Standards of Leading Spas of Canada, and the Global Best Practices of the International Spa Association.",,"
Was here on last Friday for 75mins couples hot stone massage. We booked for 3:30pm and was told to arrive15mins before since we would have to prepare and fill up some information.
Since my boyfriend got off work a little late we arrived exactly at 3:30pm. We received a phone call saying they will have to deduct sometime that is...


More 


"
Jkoroluk,,,,,"Calgary, Alberta, Canada,",[],"Sante Spa, Calgary"," Spas
","As a recognized leader in the Canadian spa industry and after years of extensive research and testing, we are pleased to introduce our new advanced skincare and body treatments to help you transform and rejuvenate.When you look and feel great about your face and body, confidence will follow. Our results oriented treatments will help you redefine yourself, while evoking your inner glow, beauty and vibrancy.The perfect urban sanctuary, our luxurious spa in Calgary is custom designed for relaxing in our stylish lounges and ladies change room with infrared sauna. Our men's private treatment suite is carefully appointed for maximum comfort and relaxation.Sant Spa's highly trained, skilled and experienced therapists will advise you on the treatment that will be most beneficial and to address your needs, concerns and desired results. All of our treatments are proven, safe and effective; administered by highly experienced professionals in accordance with the Quality Assurance Standards of Leading Spas of Canada, and the Global Best Practices of the International Spa Association.",,"
First of all we originally.booked to.attend for a couples massage for sante spa in the location of downtown however they contacted us a day before our appointment to inform us they booked us wrong and accidently booked us at the sante spa near 17 ave location. We prefered to go to.the sante spa.downtown but at this point there were no...


More 


"
mrsbee123,Big City,Big City,,,"Lahaina, HI, USA,Scottsdale, AZ, USA,Canmore, Alberta, Canada,Calgary, Alberta, Canada,Camp Verde, AZ, USA,Ixtapa, Mexico,Las Vegas, NV, USA,Panorama, British Columbia, Canada,Phoenix, AZ, USA,Ka'anapali, HI, USA,Kelowna, British Columbia, Canada,",[],"The Spa Ritual, Calgary"," Spas
","Welcome to a world of tranquil pleasure and peacefulness in Calgary, Alberta. The Spa Ritual is ""your path to rejuvenation"" through therapies and treatments inspired by ancient practices of health and wellness from Southeast Asia.",,"
My husband and I visited the spa and had two treatments each plus lunch. The massage was okay, but the scrub was terrible. The woman who did it literally slapped on the scrub on each part of my body, wiped it off with a towel and then slapped on some moisturizer. Not very relaxing or inviting at all. I felt...


More 


"
AmandaJaney,Calgary,Canada,,,"Calgary, Alberta, Canada,Cochrane, Alberta, Canada,Okotoks, Alberta, Canada,Bragg Creek, Alberta, Canada,Balzac, Alberta, Canada,Penticton, British Columbia, Canada,Amsterdam, The Netherlands,Antigua, Guatemala,Ayia Napa, Cyprus,Banff, Alberta, Canada,Bangkok, Thailand,Berlin, Germany,",[],"Newbury Spa, Calgary"," Spas
","Newbury Spa is a premium downtown Calgary Day Spa. Newbury Spa performs a full array of premium spa services: Dermalogica Custom Facials, Registered Massage Therapy; Both Therapeutic and Relaxation massage, Pedicures, Manicures, Detoxifying Body wraps, Hair Removal (waxing)The team of talented Registered Massage Therapists (RMT's) and Certified Aestheticians offer wonderful massage treatments and luxurious skin care in a tranquil environment, stimulating your senses and soothing your soul. The unique Newbury Spa approach, combined with skill and dedication to the craft, provides a truly one-of-a-kind experience, delivered by a dedicated team of professionals, making Newbury Spa a Calgary jewel.",,"
I have been going to Newbury Spa for 5 years now but I was most disappointed at my spa experience today. They used to be the best when Derek was managing as he was meticulous about all of the small touches. I hadn't been there for a year now but Newbury has gone downhill in a major way; from the...


More 


"
Zinger23,Calgary,Canada,,,"Calgary, Alberta, Canada,",[],"Newbury Spa, Calgary"," Spas
","Newbury Spa is a premium downtown Calgary Day Spa. Newbury Spa performs a full array of premium spa services: Dermalogica Custom Facials, Registered Massage Therapy; Both Therapeutic and Relaxation massage, Pedicures, Manicures, Detoxifying Body wraps, Hair Removal (waxing)The team of talented Registered Massage Therapists (RMT's) and Certified Aestheticians offer wonderful massage treatments and luxurious skin care in a tranquil environment, stimulating your senses and soothing your soul. The unique Newbury Spa approach, combined with skill and dedication to the craft, provides a truly one-of-a-kind experience, delivered by a dedicated team of professionals, making Newbury Spa a Calgary jewel.",5 of 5 stars,"
I have been to a few different spas in Calgary and have had some great experiences but Newbury really impressed me. First of all,the location is conveniently located right in the Beltline making it very easy to get to. From the outside it looks quite small but I can assure you that once you're inside it definitely opens up! I...


More 


"
virgilandlaverne,Calgary,Calgary, male , 35-49 ,"Calgary, Alberta, Canada,Ucluelet, British Columbia, Canada,Penticton, British Columbia, Canada,",[],"Leela Eco Spa & Studio, Calgary"," Spas
",,5 of 5 stars,"
I'd go there on a regular basis if their prices were a bit more reasonable. One club close to them offers a 12 week pass for $120. That sounds better!
Good instructors though!
"
KelKoval,Calgary,Calgary,,,"Edinburgh, UK,Venice, Italy,Rothenburg, Germany,Bruges, Belgium,Jasper, Alberta, Canada,Prague, Czech Republic,Bragg Creek, Alberta, Canada,Calgary, Alberta, Canada,Bouillon, Belgium,Cesky Krumlov, Czech Republic,Detenice, Czech Republic,Durbuy, Belgium,",[],"Apex Massage Therapy, Calgary"," Spas
","Apex Massage Therapy Ltd is a group of well-educated massage therapists who care about their clients.Established in 1994, our team of Registered Massage Therapists will be able to provide you with the treatment you are looking for.",5 of 5 stars,"
Sometimes I've gone to spas for a massage and I come out thinking ""that was nice, but it didn't do much for my muscles"". Whereas the massage therapists I've seen at Apex have all been really professional, they find out the areas that I need work on, they make recommendations for stretches and things I should be doing on a...


More 


"
scop1979,Edmonton,Canada, female , 35-49 ,"Valley Center, CA, USA,Calgary, Alberta, Canada,Aberdeen, UK,Airdrie, Alberta, Canada,Anaheim, CA, USA,Ayr, UK,Balloch, UK,Banff, Alberta, Canada,Bedford, Nova Scotia, Canada,Birmingham, UK,Blackpool, UK,Boston, MA, USA,",[],"RNR Wellness Spa, Calgary"," Spas
","RnR Wellness is a quaint Boutique Spa located on the lower level of the Fairmont Palliser Hotel. Owned and operated by successful Calgary entrepreneur, Elisabeth Fayt, our goal is to provide a unique spa experience in the heart of downtown. Highly-trained, professional therapists, giving the utmost in personal care through a complete range of spa services offered in a cozy pool-side atmosphere.",,"
My spouse and I booked a couples massage at this ""spa"" for our three year anniversay. As it was a special occasion, we booked a nice, long 90-minute massage in the afternoon, hoping to take in some of the other amenities afterwards. When we arrived, we were instructed on how to use our pass to get in to the spa...


More 


"
moosegrille,california,california,,,"Pasadena, CA, USA,Arcadia, CA, USA,South Pasadena, CA, USA,Anaheim, CA, USA,Beverly Hills, CA, USA,Buena Park, CA, USA,Burbank, CA, USA,Calgary, Alberta, Canada,Glendale, CA, USA,Kahului, HI, USA,La Canada Flintridge, CA, USA,Lihue, HI, USA,",[],"Experience Our Alberta - Private Tours, Calgary",,"Personalised private tours to any destination you desire. Choose one of our developed tours or build your own itinerary. The small group allows for impromtu stops whenever you like, take pictures take another look or perhaps stop for coffee, you direct the tour.We provide the vehicle, professional driver and guide, our vehicles are fully insured, government inspected and registered with Alberta Transportation thus ensuring your peace of mind in knowing you are travelling with a legal authorized carrier.",5 of 5 stars,"
What an incredible 8 hours we spent with Dave & Maggie! The tour to Drumhellar through the Badlands, Hoodoos, Suspension Bridge, Horseshoe Canyon, and last, but definitely not least, the Royal Tyrrell Museum was unlike any tour we have ever taken. Unlike any large bus tour, what made it so unique & special was the personalization of the tour by...


More 


"
phatsista,,,,,"Ceduna, Australia,Townsville, Australia,Bourke, Australia,Calgary, Alberta, Canada,Denali National Park and Preserve, AK, USA,Eucla, Australia,Vancouver, British Columbia, Canada,",[],"Experience Our Alberta - Private Tours, Calgary",,"Personalised private tours to any destination you desire. Choose one of our developed tours or build your own itinerary. The small group allows for impromtu stops whenever you like, take pictures take another look or perhaps stop for coffee, you direct the tour.We provide the vehicle, professional driver and guide, our vehicles are fully insured, government inspected and registered with Alberta Transportation thus ensuring your peace of mind in knowing you are travelling with a legal authorized carrier.",5 of 5 stars,"
Dave and Maggie were fantastic. They knew their stuff, were extremely friendly and accomodating with everything. There was 4 of us and their van was immaculate. Plenty of water for us and little pillows on the way home because they just go that little bit extra. You feel like friends when you finish.
Totally recommend, and we just picked up...


More 


"
kallabel,Calgary,Calgary,,,"Calgary, Alberta, Canada,New York City, NY, USA,Kimberley, British Columbia, Canada,Cabo San Lucas, Mexico,Miami, FL, USA,Banff, Alberta, Canada,Cranbrook, British Columbia, Canada,Golden, British Columbia, Canada,Invermere, British Columbia, Canada,Lucayan National Park, Bahamas,Bavaro, Dominican Republic,Big White, British Columbia, Canada,",[],"RNR Wellness Spa, Calgary"," Spas
","RnR Wellness is a quaint Boutique Spa located on the lower level of the Fairmont Palliser Hotel. Owned and operated by successful Calgary entrepreneur, Elisabeth Fayt, our goal is to provide a unique spa experience in the heart of downtown. Highly-trained, professional therapists, giving the utmost in personal care through a complete range of spa services offered in a cozy pool-side atmosphere.",5 of 5 stars,"
So many spas seem to rush you through your services...not the case at all with RNR. The pace was very relaxed, the staff knowledgeable and friendly and the atmosphere welcoming and relaxing. In particular, I really enjoyed the pedicure and manicure...the massage chairs give a good massage (imagine that!!) and the room is bright and overlooks the pool. All in...


More 


"
kirtvee,Calgary,Canada,,,"Calgary, Alberta, Canada,Miami Beach, FL, USA,Weston, FL, USA,Anaheim, CA, USA,Cabo San Lucas, Mexico,Cancun, Mexico,Denver, CO, USA,Havana, Cuba,London, UK,Los Angeles, CA, USA,Miami, FL, USA,Montreal, Quebec, Canada,",[],"RNR Wellness Spa, Calgary"," Spas
","RnR Wellness is a quaint Boutique Spa located on the lower level of the Fairmont Palliser Hotel. Owned and operated by successful Calgary entrepreneur, Elisabeth Fayt, our goal is to provide a unique spa experience in the heart of downtown. Highly-trained, professional therapists, giving the utmost in personal care through a complete range of spa services offered in a cozy pool-side atmosphere.",5 of 5 stars,"
I go for the massages and stay for all the other goodies - eucalyptus steam room, whirlpool and swimming pool!
What a tranquil inner-city escape! Right in the heart of downtown but zen peaceful as soon as you walk down the stairs of the Palliser into RnR. Also really appreciate the 3 hours of free valet parking, lets me stay...


More 


"
MellyYYC,Calgary,Canada,,,"Calgary, Alberta, Canada,",[],"RNR Wellness Spa, Calgary"," Spas
","RnR Wellness is a quaint Boutique Spa located on the lower level of the Fairmont Palliser Hotel. Owned and operated by successful Calgary entrepreneur, Elisabeth Fayt, our goal is to provide a unique spa experience in the heart of downtown. Highly-trained, professional therapists, giving the utmost in personal care through a complete range of spa services offered in a cozy pool-side atmosphere.",5 of 5 stars,"
Fantastic experience.. The Esthetician was so friendly and the facility was clean and tidy. Three things I always look for.. I recommend that place to anyone looking for Spa services
"
Sonic13,Calgary,Calgary,Male ,,"Calgary, Alberta, Canada,Puerto Morelos, Mexico,Airdrie, Alberta, Canada,New Orleans, LA, USA,Red Deer, Alberta, Canada,Akumal, Mexico,Bragg Creek, Alberta, Canada,Jibacoa, Cuba,Havana, Cuba,Puerto Aventuras, Mexico,Santa Cruz del Norte, Cuba,",[],"RNR Wellness Spa, Calgary"," Spas
","RnR Wellness is a quaint Boutique Spa located on the lower level of the Fairmont Palliser Hotel. Owned and operated by successful Calgary entrepreneur, Elisabeth Fayt, our goal is to provide a unique spa experience in the heart of downtown. Highly-trained, professional therapists, giving the utmost in personal care through a complete range of spa services offered in a cozy pool-side atmosphere.",5 of 5 stars,"
This spa does not meet the standards of a luxury spa, not even close really. The manicures are the worst I have seen anywhere, and everything from the massages to pedicures are just ok at best. Definitely not worth the $ they charge, and the hotel is doing renos so its a bit hard to relax during your massage with...


More 


"
CalgaryTasha,Calgary,Calgary, female , 25-34 ,"Calgary, Alberta, Canada,",[],"Apex Massage Therapy, Calgary"," Spas
","Apex Massage Therapy Ltd is a group of well-educated massage therapists who care about their clients.Established in 1994, our team of Registered Massage Therapists will be able to provide you with the treatment you are looking for.",5 of 5 stars,"
They claim that they are a great therapeutic massage company but my experience was quite the opposite. I specifically asked them not to use forearms during the massage because it does nothing for me. They ignore my request. On two occasions during the massage I asked them to apply a lot more pressure. Again, this was ignored. I walked out...


More 


"
