name,memberCity,memberCounry,MemberGender,memberAge,CitiesVisited,memberDescription,Activitiy,Type,ownerdesc,rating,review
joyce082,New York City,New York,,,"New York City, NY, USA,Flushing, NY, USA,Bayeux, France,Bayside, NY, USA,Boynton Beach, FL, USA,Brooklyn, NY, USA,Little Neck, NY, USA,Long Island City, NY, USA,Montreal, Quebec, Canada,Positano, Italy,Poughkeepsie, NY, USA,Rome, Italy,",[],"Rani Spas, New York City",,"Rani Spas is a full service Ayurvedic salon and spa with over 14 locations throughout NYC and Long Island. We offer services in Bridal makeup, Natural Organic Mehandi , Thr`motion , Hygiene Waxing , Facials and Ayurvedic services. We keep all our products and services as natural and organic as possible.",,"
This place is the worst service I have ever experienced. This was no SPA mani and pedi!. First, I called the spa directly, they barely understand english and the astoria location listed doesnt provide services. Finally got an appt in Forest hills. The 1 spa chair did not work. The manicurist put water in a plastic lined bowl to put...


More 


"
CassieJM,Appleton,Wisconsin,,,"Seattle, WA, USA,Chicago, IL, USA,Green Bay, WI, USA,New York City, NY, USA,Appleton, WI, USA,",[],"Noshwalks, New York City"," Tours
","Noshwalks offer 3-hour ethnic food tours of neighborhoods throughout New York City's 5 boroughs, combining history, local culture and and architecture with a lively culinary experience. with over 25 years leading gourmet bicycle tours as well as walking tours, founder Myra Alperson guides people to neighborhoods far from common tourist sites to get a far broader grasp - and taste - of the New York City foodscape. Three kosher tours are included in a selection of over 3 dozen tours.",,"
Myra is a very nice lady. Should she be operating a tour? No. At first her oddness was ""charming"" (as others have described her), but it quickly turned into a disorganized, unfocused, frantic mess. I was in a group of four girlfriends from school that I rarely see, so we decided to just go with the flow and enjoy the...


More 


"
Hbremen,,,,,"New York City, NY, USA,Deming, NM, USA,Homer, AK, USA,Kansas City, KS, USA,Saint Louis, MO, USA,Aransas Pass, TX, USA,Indio, CA, USA,Seattle, WA, USA,Amarillo, TX, USA,Anchorage, AK, USA,Barstow, CA, USA,Beaver Creek, Yukon, Canada,",[],"Free New York Food Tours, New York City",,"Join us for 2 - 2.5 hr. professionally guided, easy walking tasting tours in Manhattan, NYC. Just reserve your spot at least a day ahead on one of our many tours. Pay for the food as you go on our fun, interesting and delicious tours. Please tip your guide generously at the end of the tour. We accept cash and credit cards.",,"
Signed up for several of these tours and was told they were not running but I could sign up for other ""discounted"" paid tours. Then they asked for a credit card for the one free tour they had running. When I questioned this they hung up on me! Use Free Tours by Foot-they are awesome!
"
GabrielleDeGrazio,,,,,"New York City, NY, USA,",[],"Bespoke Private New York Tours, New York City"," Tours
",,5 of 5 stars,"
Normally reviews are reserved for people having actually experienced the product, but here's my problem- I can't! The woman running the company takes forever to get back in touch & answers simple business-like questions with such rude and sarcasm ridden emails that when I forwarded them on to Groupon customer service (where I purchased the tour from) they were really...


More 


"
Barbie1003,,,,,"New York City, NY, USA,",[],"Bespoke Private New York Tours, New York City"," Tours
",,5 of 5 stars,"
From the service to the tour itself and transportation, hands down, this is a perfect tour for just about everyone. I bought three of them! I have gone on the Haute Chocolate tour twice lol not just because of my love for chocolate but also because I loved it so much I just had to go back with mom =)....


More 


"
elegantandlovely,nyc,nyc,,,"New York City, NY, USA,",[],"Bespoke Private New York Tours, New York City"," Tours
",,,"
This company is a disaster. No returning emails, phone calls.
This is not luxury at all. Chasing after someone to get them to
answer you, and then the way they ask you to sign the contracts.
All of the fees. Its a scam. Book the same thing yourself and save
a fortune.
"
ArkansasSpence,Arkansas,Arkansas,,,"Pigeon Forge, TN, USA,New York City, NY, USA,Cancun, Mexico,Las Vegas, NV, USA,Orlando, FL, USA,",[],"Bespoke Private New York Tours, New York City"," Tours
",,,"
I first found Bespoke Tours via a Groupon which gave me reason to investigate their website. I found that they do ""custom"" tours and was quite interested in shoe shopping in NYC so I called. I was told that a custom tour could definitely be created for me as I wanted to shop for Christian Louboutin's and not feel out...


More 


"
purjaso,New York City,New York,Male ,,"New York City, NY, USA,",[],"Noshwalks, New York City"," Tours
","Noshwalks offer 3-hour ethnic food tours of neighborhoods throughout New York City's 5 boroughs, combining history, local culture and and architecture with a lively culinary experience. with over 25 years leading gourmet bicycle tours as well as walking tours, founder Myra Alperson guides people to neighborhoods far from common tourist sites to get a far broader grasp - and taste - of the New York City foodscape. Three kosher tours are included in a selection of over 3 dozen tours.",5 of 5 stars,"
Myra's ""Noshwalks"" tours are ideal for any person looking to learn about and experience the diversity of NYC. While they include a wonderful mix of the culture & history of a variety of neighborhoods (which one might otherwise overlook exploring), Myra incorporates the local foods of each neighborhood into her tours to create an understanding of how different neighborhoods have...


More 


"
PaulaNYC,New York City,New York City, Female ,,"Oaxaca, Mexico,Sanur, Indonesia,Saratoga Springs, NY, USA,Beijing, China,Brooklyn, NY, USA,Melbourne, Australia,New York City, NY, USA,Queenstown, New Zealand,Toronto, Ontario, Canada,Adelaide, Australia,Amman, Jordan,Amsterdam, The Netherlands,",[],"Noshwalks, New York City"," Tours
","Noshwalks offer 3-hour ethnic food tours of neighborhoods throughout New York City's 5 boroughs, combining history, local culture and and architecture with a lively culinary experience. with over 25 years leading gourmet bicycle tours as well as walking tours, founder Myra Alperson guides people to neighborhoods far from common tourist sites to get a far broader grasp - and taste - of the New York City foodscape. Three kosher tours are included in a selection of over 3 dozen tours.",5 of 5 stars,"
I have been on a couple of Noshwalks and each one has been memorable. As a native New Yorker, there are few surprises for me in this city, even in the most remote of neighborhoods, but Myra Alperson manages to uncover a few real gems on each outing. Her trips are thoroughly researched and the best part of each walk...


More 


"
pshore,Westbury,New York,,,"New York City, NY, USA,",[],"Rani Spas, New York City",,"Rani Spas is a full service Ayurvedic salon and spa with over 14 locations throughout NYC and Long Island. We offer services in Bridal makeup, Natural Organic Mehandi , Thr`motion , Hygiene Waxing , Facials and Ayurvedic services. We keep all our products and services as natural and organic as possible.",,"
I thought it was important that I reach out to you and advise the experience my daughter and I just had at Rani Spa Westbury. My daughter suprised me for my 50th birthday Rani Spa Certificate for myself and my daughter to receive 1 hour massage, 1 hour facial, Eye brow & Lip threading, and hair wash & blow. We...


More 


"
sginmd,Maryland,Maryland, female , 35-49 ,"Key West, FL, USA,New Orleans, LA, USA,New York City, NY, USA,Las Vegas, NV, USA,Cambridge, MA, USA,Seattle, WA, USA,Scottsdale, AZ, USA,Sedona, AZ, USA,Austin, TX, USA,Cannon Beach, OR, USA,Philadelphia, PA, USA,Portland, OR, USA,",[],"Bespoke Private New York Tours, New York City"," Tours
",,,"
Bought a tour voucher through Rue La La. Had some trouble initially getting a response from Letitia Burrell, the 'tour director'. Quick checked the reviews on Trip Advisor and thought the worst, that we'd been had. I eventually got a response from Letitia and ended up booking the 'Off the Vine tour' for October 1st for 2 people. We got...


More 


"
Popum,Westport,Connecticut,,,"New York City, NY, USA,",[],"Noshwalks, New York City"," Tours
","Noshwalks offer 3-hour ethnic food tours of neighborhoods throughout New York City's 5 boroughs, combining history, local culture and and architecture with a lively culinary experience. with over 25 years leading gourmet bicycle tours as well as walking tours, founder Myra Alperson guides people to neighborhoods far from common tourist sites to get a far broader grasp - and taste - of the New York City foodscape. Three kosher tours are included in a selection of over 3 dozen tours.",5 of 5 stars,"
I've been on 4 or 5 walks with Myra. They are always fun, informative and taste terrific. What I value about Noshwalks is that Myra does her homework. She is prepared, knows what we are going to eat, where, and gives you a map so you can find the places again. Noshwalks is a great way to learn about neighborhoods...


More 


"
savvyshpr,Philadelphia,pa,,,"New York City, NY, USA,",[],"Bespoke Private New York Tours, New York City"," Tours
",,,"
We bought tour vouchers on Rue La La. Booked the chocolate tour and recived a confirmation from Leticia Burrell. Like the other reviewer, the tour guide was a no show. Trd to call Bespoke Tours and the number has been disconnected. Rue La La was great and refunded our money asap.
"
nycchick01,New York City,New York, female , 25-34 ,"Kyoto, Japan,Cancun, Mexico,New York City, NY, USA,Page, AZ, USA,Aguas Calientes, Peru,Albany, NY, USA,Ann Arbor, MI, USA,Astoria, NY, USA,Bagaces, Costa Rica,Baltimore, MD, USA,Bangkok, Thailand,Barcelona, Spain,",[],"Noshwalks, New York City"," Tours
","Noshwalks offer 3-hour ethnic food tours of neighborhoods throughout New York City's 5 boroughs, combining history, local culture and and architecture with a lively culinary experience. with over 25 years leading gourmet bicycle tours as well as walking tours, founder Myra Alperson guides people to neighborhoods far from common tourist sites to get a far broader grasp - and taste - of the New York City foodscape. Three kosher tours are included in a selection of over 3 dozen tours.",5 of 5 stars,"
I've been on a food walking tour in NYC before (west village) with another company. I'll be honest, even though she was nice, the tour was a little scattered and slightly disorganized...you have to be patient. Places we went to were interesting though.
"
rininy,New York City,New York, Female ,,"New York City, NY, USA,Santa Fe, NM, USA,Rome, Italy,",[],"Rani Spas, New York City",,"Rani Spas is a full service Ayurvedic salon and spa with over 14 locations throughout NYC and Long Island. We offer services in Bridal makeup, Natural Organic Mehandi , Thr`motion , Hygiene Waxing , Facials and Ayurvedic services. We keep all our products and services as natural and organic as possible.",,"
The staff is not trained The place smells like a bad Indian restaurant. The towels and the facility are dirty.
This was honestly the most unpleasant experiences I had. The face cream used was old and smelly. The massage table did not have a head rest. Had to put my face into a dirty smelly pillow. My clothing had to...


More 


"
dmoore012,,,,,"New York City, NY, USA,",[],"Noshwalks, New York City"," Tours
","Noshwalks offer 3-hour ethnic food tours of neighborhoods throughout New York City's 5 boroughs, combining history, local culture and and architecture with a lively culinary experience. with over 25 years leading gourmet bicycle tours as well as walking tours, founder Myra Alperson guides people to neighborhoods far from common tourist sites to get a far broader grasp - and taste - of the New York City foodscape. Three kosher tours are included in a selection of over 3 dozen tours.",5 of 5 stars,"
The tour will probably not go as you expect, but stick in there and you won't be disappointed.
I took the Brooklyn Brighton Beach tour. It got off to a slow start as Myra waited for a couple who were stuck on the train. She filled in the time by giving us a history of the neighborhood and sending us...


More 


"
nycmom22,new york,new york, female , 50-64 ,"New York City, NY, USA,Paris, France,Key West, FL, USA,Washington DC, DC, USA,Lisbon, Portugal,Portland, OR, USA,Seattle, WA, USA,Prague, Czech Republic,San Francisco, CA, USA,Vancouver, British Columbia, Canada,Philadelphia, PA, USA,Santa Fe, NM, USA,",[],"Noshwalks, New York City"," Tours
","Noshwalks offer 3-hour ethnic food tours of neighborhoods throughout New York City's 5 boroughs, combining history, local culture and and architecture with a lively culinary experience. with over 25 years leading gourmet bicycle tours as well as walking tours, founder Myra Alperson guides people to neighborhoods far from common tourist sites to get a far broader grasp - and taste - of the New York City foodscape. Three kosher tours are included in a selection of over 3 dozen tours.",5 of 5 stars,"
Noshwalks is a production of Myra Alperson's. Her food walking torus are still the best.
Her knowledge and enthusiasm are encyclopedic. She prewalks an area. She knows the negibhrohood. I think of her as an urban anthropologist or food anthropologist. Find otu if she still gives bike tours and I know she will do corporate or private tours.
"
Leah_NYC,Manhattan,Manhattan,,,"New York City, NY, USA,Isla Mujeres, Mexico,Rome, Italy,Cancun, Mexico,Akumal, Mexico,Batchawana Bay, Ontario, Canada,New Paltz, NY, USA,Tulum, Mexico,Washington DC, DC, USA,Ahmedabad, India,Albufeira, Portugal,Arles, France,",[],"Noshwalks, New York City"," Tours
","Noshwalks offer 3-hour ethnic food tours of neighborhoods throughout New York City's 5 boroughs, combining history, local culture and and architecture with a lively culinary experience. with over 25 years leading gourmet bicycle tours as well as walking tours, founder Myra Alperson guides people to neighborhoods far from common tourist sites to get a far broader grasp - and taste - of the New York City foodscape. Three kosher tours are included in a selection of over 3 dozen tours.",5 of 5 stars,"
(Sorry but my review dates from prior to February 2012, which is the date I selected. I don't recall exactly when I went on the tour, but in my defense I will say that I've read since then about Myra. For ex., a feature in the New York Times from 2009 (linked from the noshwalks main page). I can only...


More 


"
kok_78,Brooklyn,NY,,,"New York City, NY, USA,",[],"Kensington Stables in Brooklyn, New York City"," Horseback Riding Stables
",,5 of 5 stars,"
Was spending an afternoon with my 2 year old son in the park. We stopped to watch the horses, along with 20 or so other people, when the instructor started to yell at us and using foul language around my two year old to tell us to move away from the fences. Even though that on Kensingtons website they tell...


More 


"
SaraBrooklyn,Brooklyn,Brooklyn,,,"New York City, NY, USA,Aberdeen, UK,Aix-en-Provence, France,Alghero, Italy,Arlington, VA, USA,Atlanta, GA, USA,Atlantic City, NJ, USA,Barcelona, Spain,Bath, UK,Boston, MA, USA,Brooklyn, NY, USA,Buffalo, NY, USA,",[],"Kensington Stables in Brooklyn, New York City"," Horseback Riding Stables
",,5 of 5 stars,"
In response to your comment about rude instructors-I am currently taking lessons at Kensington Stables, and there have been numerous occasions where people run in front of the horses, small children scream and carry on loudly, and although the horses are well trained to deal with a variety of city stimuli, the instructors must always keep safety a priority. You...


More 


"
FlysAroundtheWorld,Chicago,Illinois, Female ,,"New York City, NY, USA,Chicago, IL, USA,Boston, MA, USA,San Francisco, CA, USA,Brooklyn, NY, USA,Washington DC, DC, USA,Coronado, CA, USA,San Diego, CA, USA,Melbourne, Australia,St. Lucia, Caribbean,Maui, HI, USA,Sydney, Australia,","[u'""Not all those who wander are lost.""\n-J.R.R. Tolken ']","Noshwalks, New York City"," Tours
","Noshwalks offer 3-hour ethnic food tours of neighborhoods throughout New York City's 5 boroughs, combining history, local culture and and architecture with a lively culinary experience. with over 25 years leading gourmet bicycle tours as well as walking tours, founder Myra Alperson guides people to neighborhoods far from common tourist sites to get a far broader grasp - and taste - of the New York City foodscape. Three kosher tours are included in a selection of over 3 dozen tours.",,"
First of all, I believe that the previous review (humorously written, by the way) posted 2 days ago referred to my husband and me. We were the couple with ESP who bailed on the April 19th Astoria tour. Yep. We took off after standing around with the rest of the group for nearly a half hour waiting for Myra's coveted...


More 


"
beenthereCa,CA,CA,,,"New York City, NY, USA,",[],"Kensington Stables in Brooklyn, New York City"," Horseback Riding Stables
",,5 of 5 stars,"
There used to be one really awesome instructor plus two other really decent ones there, but once the head, and awesome one left, the other two did as well, and insanity reigns. Incompetence, foolishness, and outright dangerous behavior dominates this barn. Not to mention incredibly rude attitude towards the customers. I used to come once or twice a year on...


More 


"
newyorkjustin,new york,new york, female , 35-49 ,"New York City, NY, USA,Uncasville, CT, USA,Hershey, PA, USA,Absecon, NJ, USA,Oranjestad, Aruba,Easton, PA, USA,Harrisburg, PA, USA,Lewisburg, PA, USA,Liverpool, NY, USA,Negril, Jamaica,Richmond Hill, Ontario, Canada,Rose Hall, Jamaica,","[u'My profession is very stressful. Therefore, I am a vacation addict. ']","Kensington Stables in Brooklyn, New York City"," Horseback Riding Stables
",,5 of 5 stars,"
The instuctors were awesome. I forgot their names but they were very patient and I kept adding more time because everyone loved the beautiful hoarse and pony.
"
diazoo,,,,,"New York City, NY, USA,",[],"GO New York Tours, New York City"," Bus Tours
",Go New York Tours We are New York City's latest and greatest answer to your New York attractions in sightseeing needs. Our goal is to offer every tourist and visitors the most convenient and exciting ways to see the best parts of our great city.,5 of 5 stars,"
I used the tour bus all 3 days. Friendly drivers and tour guides (especially Louis Williams). Busses picked up frequently. Great map included with highlighted things to do at each stop.
"
altafc,London,United Kingdom,,,"Earlswood, UK,New York City, NY, USA,Shirenewton, UK,",[],"GO New York Tours, New York City"," Bus Tours
",Go New York Tours We are New York City's latest and greatest answer to your New York attractions in sightseeing needs. Our goal is to offer every tourist and visitors the most convenient and exciting ways to see the best parts of our great city.,5 of 5 stars,"
Overall the journeys were very enjoyable, tour guide Louis Williams was very friendly and extremely helpful. Definitely use if you would like to see the many different parts of the city!
"
kaliband,New York City,New York,,,"Christ Church Parish,New York City, NY, USA,Saint James Parish,",[],"Kensington Stables in Brooklyn, New York City"," Horseback Riding Stables
",,,"
In case you're pressed for time, I'll give the summary first:
a) I hope stable manager, Sam Sam, is good with horses. She certainly doesn't seem good with people.
b) Kensington Stable's phone service representative was apparently not knowledgeable of the business's practices, as what he told me was entirely different from what I was told when I got there....


More 


"
ayat99,St louis,St louis, male , 25-34 ,"New York City, NY, USA,Jersey City, NJ, USA,Linthicum Heights, MD, USA,",[],"GO New York Tours, New York City"," Bus Tours
",Go New York Tours We are New York City's latest and greatest answer to your New York attractions in sightseeing needs. Our goal is to offer every tourist and visitors the most convenient and exciting ways to see the best parts of our great city.,5 of 5 stars,"
What a waste of time and money. Every aspect of this was terrible. I have purchased the passes online. Then for some reason one of their so called reps at the bus stop tried to make me feel guilty for not buying the pass from him. Then he immediately asked me for a tip. Bus was cold and since it...


More 


"
tch912,Baltimore,Maryland, female , 50-64 ,"Bequia, St. Vincent and the Grenadines,Las Vegas, NV, USA,Nassau, Bahamas,Baltimore, MD, USA,St. Lucia, Caribbean,Charlotte, NC, USA,Luray, VA, USA,Manila, Philippines,Washington DC, DC, USA,Noord, Aruba,Punta Cana, Dominican Republic,Honolulu, HI, USA,",[u'I am a life long learner. '],"GO New York Tours, New York City"," Bus Tours
",Go New York Tours We are New York City's latest and greatest answer to your New York attractions in sightseeing needs. Our goal is to offer every tourist and visitors the most convenient and exciting ways to see the best parts of our great city.,5 of 5 stars,"
My family, 1 child 9, a teenager 15 and three adults arrived in New York on the Megabus, November 1 to a rainy mess. We started walking toward Madison Square Garden when we were approach by a man selling tickets to ride Go New York Tours. We just wanted to get out of the rain. I paid 3 adult fairs,...


More 


"
AK1001,London,United Kingdom,,,"New York City, NY, USA,East Elmhurst, NY, USA,",[],"Empire Tours, New York City"," Tours
",,,"
Good day trip - a bit expensive. I reckon you need at least an overnight stay in Washington to fully enjoy it.
"
HalifaxQuestor,Halifax,Halifax, male , 50-64 ,"Negril, Jamaica,Ocho Rios, Jamaica,New York City, NY, USA,Halifax, Nova Scotia, Canada,Annapolis Royal, Nova Scotia, Canada,Dartmouth, Nova Scotia, Canada,Bronx, NY, USA,Montego Bay, Jamaica,Rockville Centre, NY, USA,White House, Jamaica,Jamaica, Caribbean,",[],"Rent A Bike - Bike Tours, New York City"," Tours
","Rent-A-Bike-Central Park is the most convenient place to rent a bike in New York City. Located in the hearth of Manhattan, close to Central Park, Times Square, 5th Avenue, Rockefeller Center, Radio City Music Hall, The Plaza Hotel, MoMa and many other famous landmarks. Quality equipment and our dedicated crew will make this experience enjoyable and unforgettable.",,"
We were very excited to tour Central Park and had done a great tour of downtown with another company.
We were looking for the same company when a sales guy approached us on a corner about a tour. We asked very specifically if we could bike on the paths in Central Park and he said he was sure we could....


More 


"
HalifaxQuestor,Halifax,Halifax, male , 50-64 ,"Negril, Jamaica,Ocho Rios, Jamaica,New York City, NY, USA,Halifax, Nova Scotia, Canada,Annapolis Royal, Nova Scotia, Canada,Dartmouth, Nova Scotia, Canada,Bronx, NY, USA,Montego Bay, Jamaica,Rockville Centre, NY, USA,White House, Jamaica,Jamaica, Caribbean,",[],"Rent A Bike - Bike Tours, New York City"," Tours
","Rent-A-Bike-Central Park is the most convenient place to rent a bike in New York City. Located in the hearth of Manhattan, close to Central Park, Times Square, 5th Avenue, Rockefeller Center, Radio City Music Hall, The Plaza Hotel, MoMa and many other famous landmarks. Quality equipment and our dedicated crew will make this experience enjoyable and unforgettable.",,"
We were very excited to tour Central Park and had done a great tour of downtown with another company.
We were looking for the same company when a sales guy approached us on a corner about a tour. We asked very specifically if we could bike on the paths in Central Park and he said he was sure we could....


More 


"
wombat05,Hervey Bay,Australia, female , 50-64 ,"Hervey Bay, Australia,Bangkok, Thailand,Macau, China,New York City, NY, USA,Burbank, CA, USA,Hong Kong, China,Los Angeles, CA, USA,Urangan, Australia,Carrara, Australia,Gympie, Australia,Honolulu, HI, USA,Margaret River, Australia,",[u'My husband and I love travelling. We have travelled 5 star down to 0 star so know what to expect. As mostly on tight budget these days we aim for value. Feel free to contact us if you need more information on any of our reviews. '],"Empire Tours, New York City"," Tours
",,,"
Spent most of tour travelling on bumpy road bus, very uncomfortable. Bounced all the place. Food stops absolutely terrible, fast food truck stops adapted for bus tours. Spent 15 minutes at White House. Rest of tour was glorifying US war efforts. Smithsonian just over an hour so very rushed. Lunch McDonalds with no other option. Not value for money. If...


More 


"
baxter932,Grande Prairie,Canada, female , 50-64 ,"Grande Prairie, Alberta, Canada,London, UK,Mazatlan, Mexico,Paris, France,Barcelona, Spain,Bellingham, WA, USA,New York City, NY, USA,San Francisco, CA, USA,Fairbanks, AK, USA,Grand Cayman, Cayman Islands,Las Vegas, NV, USA,Palm Springs, CA, USA,","[u'lets fly baby, too scared to cruise\n']","Empire Tours, New York City"," Tours
",,,"
By the time you get to the top you are so spent and just want out. The staff boss you around, when they are not complaining to each other or can take the time off of their cell phone to yell at you. It is an ok view and is included in the hop on hop off tour but go...


More 


"
Mok1992,Brooklyn,New York,,,"New York City, NY, USA,",[],"Rent A Bike - Bike Tours, New York City"," Tours
","Rent-A-Bike-Central Park is the most convenient place to rent a bike in New York City. Located in the hearth of Manhattan, close to Central Park, Times Square, 5th Avenue, Rockefeller Center, Radio City Music Hall, The Plaza Hotel, MoMa and many other famous landmarks. Quality equipment and our dedicated crew will make this experience enjoyable and unforgettable.",,"
I brought two groupons for this place; the groupon is for all day 2 bikes or 1 tantrum bike. I went there with three of my friends and the first thing they said was we needed to make a reservation. Which is understandable, so I explained to them that i tried to do so online and the online reservation were...


More 


"
Brooke3107,,,,,"New Orleans, LA, USA,San Francisco, CA, USA,New York City, NY, USA,",[],"Empire Tours, New York City"," Tours
",,,"
We booked 3 tours through This company. We did the Philadelphia tour and went and visited the Amish people. We really enjoyed this tour, especially the buggy ride through an Amish village and farm. We also went on the Boston Freedom Trail - AVOID! Our tour was late getting started because the bus broke down - which is no ones...


More 


"
