name,memberCity,memberCounry,MemberGender,memberAge,CitiesVisited,memberDescription,Activitiy,Type,ownerdesc,rating,review
Valentinadesigns,San Francisco,California, Female ,,"San Francisco, CA, USA,Altamura, Italy,Gioia del Colle, Italy,Bari, Italy,Matera, Italy,Barcelona, Spain,Bitetto, Italy,Gravina in Puglia, Italy,Castellaneta, Italy,Mountain View, CA, USA,Acquaviva delle Fonti, Italy,Alberobello, Italy,",[],"Gray Line of San Francisco - Super Sightseeing, San Francisco", Activities for older children ,"Our company offers tours in the Northern California region, including Wine tours in Napa Valley and day trips to Yosemite National Park. We offer Hop on Hop off Buses around the city and Guided tours around the city. We are now offering tours to Monterrey Bay and Muir Woods National Monument.",5 of 5 stars,"
What a day it was! It was sunny, the air was fizzy, a bit windy and it was my birthday. I wanted to see the city of San Francisco from the top for once and not at the street level. The red bus was so appealing to me, I convinced a friend and off we went to be tourists for...


More 


"
SusieEire90,,,,,"San Francisco, CA, USA,",[],"Gray Line of San Francisco - Super Sightseeing, San Francisco", Activities for older children ,"Our company offers tours in the Northern California region, including Wine tours in Napa Valley and day trips to Yosemite National Park. We offer Hop on Hop off Buses around the city and Guided tours around the city. We are now offering tours to Monterrey Bay and Muir Woods National Monument.",5 of 5 stars,"
Value was amazing, tour guide Matt and drivers Richard and Kenny were fantastic. The two day pass is great! No need to pay extra for taxis/muni buses etc. highly recommend!
"
DIMID84,Ghent,Belgium,,,"San Francisco, CA, USA,Antwerp, Belgium,Barcelona, Spain,Bruges, Belgium,Copenhagen, Denmark,Faro, Portugal,Ghent, Belgium,Hagfors, Sweden,Harelbeke, Belgium,Kortrijk, Belgium,L'Escala, Spain,Lisbon, Portugal,",[],"Gray Line of San Francisco - Super Sightseeing, San Francisco", Activities for older children ,"Our company offers tours in the Northern California region, including Wine tours in Napa Valley and day trips to Yosemite National Park. We offer Hop on Hop off Buses around the city and Guided tours around the city. We are now offering tours to Monterrey Bay and Muir Woods National Monument.",5 of 5 stars,"
We booked the sightseeing tour for 2 days and the best part of those two days was Dion (one of the divers). He personally made this review ""very good"", otherwise it would have been average. He knew a lot big & small facts and obvious he has a big hart for his city! So keep up doing your thing man,...


More 


"
VineyardNeil,,,,,"San Francisco, CA, USA,",[],"Gray Line of San Francisco - Super Sightseeing, San Francisco", Activities for older children ,"Our company offers tours in the Northern California region, including Wine tours in Napa Valley and day trips to Yosemite National Park. We offer Hop on Hop off Buses around the city and Guided tours around the city. We are now offering tours to Monterrey Bay and Muir Woods National Monument.",5 of 5 stars,"
I took this tour bus with my Mom on September 22nd. It was a gorgeous day for an open air bus ride. Our Guide, Misha Trubs was stellar and very humourous. We took the Golden Gate Bridge and a good speed with a pacey wind, it was rather exhilarating. I would do it again for the entertainment of the guide...


More 


"
Happycitygirl22,,,,,"San Francisco, CA, USA,",[],"Gray Line of San Francisco - Super Sightseeing, San Francisco", Activities for older children ,"Our company offers tours in the Northern California region, including Wine tours in Napa Valley and day trips to Yosemite National Park. We offer Hop on Hop off Buses around the city and Guided tours around the city. We are now offering tours to Monterrey Bay and Muir Woods National Monument.",5 of 5 stars,"
This tour was one of the most informative and entertaining tours I've ever been on. Despite the cold weather and heavy dense fog, our tour guide, Matt, painted the most amazing portrait of San Francisco I've ever seen. Highly recommend this tour to anyone who enjoys a good time!
"
KEZC29,Richmond,California, Female ,,"San Francisco, CA, USA,Pinole, CA, USA,Richmond, CA, USA,Reno, NV, USA,Berkeley, CA, USA,South Lake Tahoe, CA, USA,San Pablo, CA, USA,Vallejo, CA, USA,Alameda, CA, USA,Zephyr Cove, NV, USA,El Sobrante, CA, USA,Redwood City, CA, USA,",[],"Ride the Duck, San Francisco"," Bus Tours, Boat Tours
",,5 of 5 stars,"
Our Captain Fantastic made our trip very nice and special. Love his suggestions for a nice time and meal around the city, and his time to make sure everyone enjoyed the ride and if wished drive the ride on the water! And the fun to blow our duckies accord to the music!
We definitively recommend to every body RIDE THE...


More 


"
fanny37france,Tours,France, female , 25-34 ,"Rome, Italy,New York City, NY, USA,Gatineau, Quebec, Canada,Montreal, Quebec, Canada,Sherbrooke, Quebec, Canada,Toronto, Ontario, Canada,San Francisco, CA, USA,Los Angeles, CA, USA,Stoneham-et-Tewkesbury, Quebec, Canada,Vancouver, British Columbia, Canada,Albany, NY, USA,Furry Creek, British Columbia, Canada,",[],"Columbus Cyclery Go Bike It, San Francisco",,"GoBikeIt We have a bike for you. Comfort bikes, mountain bikes, ride along trailers and Sweetheart Tandems. Everything is state of the art. Our maps are designed to make it easy for you to access the safest and most scenic routes. We offer daily tours as part of our Alcatraz package. GoBikeIt provides a truly enjoyable San Francisco biking adventure. Their open 7 days a week from 8 am to 8 pm.",5 of 5 stars,"
Best price and the service is so professionnal, Bruno will give you many advice and the best ride through SFO. Also the place is conveniant, close to fisherman's warf anf pier 1 or 41 the ferry to Sausalito. From 8am to 8pm just 25$ per bike per day ! I hardly recommand GO BIKE IT company
"
924alexs,Haifa,Israel, male , 25-34 ,"Barcelona, Spain,Paris, France,Haifa, Israel,London, UK,Bansko, Bulgaria,Potsdam, Germany,Moscow, Russia,San Francisco, CA, USA,Herzlia, Israel,Kathmandu, Nepal,New York City, NY, USA,Berlin, Germany,",[],"Columbus Cyclery Go Bike It, San Francisco",,"GoBikeIt We have a bike for you. Comfort bikes, mountain bikes, ride along trailers and Sweetheart Tandems. Everything is state of the art. Our maps are designed to make it easy for you to access the safest and most scenic routes. We offer daily tours as part of our Alcatraz package. GoBikeIt provides a truly enjoyable San Francisco biking adventure. Their open 7 days a week from 8 am to 8 pm.",5 of 5 stars,"
One of the best places to rent a bike. I asked for a mountain bike and got a new Fuji bike. The price was one of the less expensive comparing to other rental spots around.
Also, it is the only place so far that gave me a spare tire and a pump. It is a sign of professionalism.
"
yogablu,San Francisco,California,,,"San Francisco, CA, USA,Albany, NY, USA,Anaheim, CA, USA,Asheville, NC, USA,Atlantic City, NJ, USA,Avignon, France,Basel, Switzerland,Bath, UK,Berkeley, CA, USA,Beverly Hills, CA, USA,Biarritz, France,Big Sur, CA, USA,",[],"City Clues Adventures, San Francisco"," Tours
",City Clues Adventures offers 3 exciting treasure hunts/tours for visitors to San Francisco: City Clues and Treasures is perfect for groups of all types. City Clues Family Adventure is a treasure hunt designed for families with children. City Clues and Eats has you hunting for unique and delicious San Francisco foods.,5 of 5 stars,"
I booked 5 kids on a scavenger hunt for a birthday party and they had a blast venturing through Chinatown and North Beach. The day was lovely and we would recommend this adventure for kids 11 and up. Have fun!
"
psmeier94065,san francsico,san francsico, female , 50-64 ,"Fort Lauderdale, FL, USA,San Francisco, CA, USA,",[],"City Clues Adventures, San Francisco"," Tours
",City Clues Adventures offers 3 exciting treasure hunts/tours for visitors to San Francisco: City Clues and Treasures is perfect for groups of all types. City Clues Family Adventure is a treasure hunt designed for families with children. City Clues and Eats has you hunting for unique and delicious San Francisco foods.,5 of 5 stars,"
We had three families combined into two teams competing on a scavenger hunt with adults, kids and teens. We had so much fun exploring the city - no time to stop and shop we were on a mission. We highly recommend this to groups, families and anyone that has adventure and fun on their mind.
"
LorraineC60745,Boston,Massachusetts,,,"San Francisco, CA, USA,St. Thomas, U.S. Virgin Islands,",[],"City Clues Adventures, San Francisco"," Tours
",City Clues Adventures offers 3 exciting treasure hunts/tours for visitors to San Francisco: City Clues and Treasures is perfect for groups of all types. City Clues Family Adventure is a treasure hunt designed for families with children. City Clues and Eats has you hunting for unique and delicious San Francisco foods.,5 of 5 stars,"
City Clues Adventures is a perfect way to tour the different neighborhoods of San Francisco. Our two kids (7 and 9) loved visiting so many hidden gems: like the Chinese Temple (somewhere I never would have known I could enter). The friendly competition of the scavenger hunt certainly kept the kids (and the parents) motivated. The day was fantastic day....


More 


"
10mncn3,Los Angeles,California,,,"San Francisco, CA, USA,",[],"City Clues Adventures, San Francisco"," Tours
",City Clues Adventures offers 3 exciting treasure hunts/tours for visitors to San Francisco: City Clues and Treasures is perfect for groups of all types. City Clues Family Adventure is a treasure hunt designed for families with children. City Clues and Eats has you hunting for unique and delicious San Francisco foods.,5 of 5 stars,"
We booked a family scavenger hunt tour the first day that we arrived in SF and it was a perfect way to start the vacation! There was so many hidden treasures, fun little games, and enough variety that kept my whole family entertained for 3.5 hours (which is not an easy task!).
"
mikalil,Los Angeles,California,,,"San Francisco, CA, USA,",[],"City Clues Adventures, San Francisco"," Tours
",City Clues Adventures offers 3 exciting treasure hunts/tours for visitors to San Francisco: City Clues and Treasures is perfect for groups of all types. City Clues Family Adventure is a treasure hunt designed for families with children. City Clues and Eats has you hunting for unique and delicious San Francisco foods.,5 of 5 stars,"
The City Clues Adventures scavenger hunt was a great addition to our bachelorette trip. Beth and Linda were great! They had customized a wedding-themed/bachelorette-trip scavenger hunt with inclusion of food clues and cocktail stops for us. The cost of food was included in the price, but the cocktails were not--which was great because some of us don't drink! All the...


More 


"
Izoom3,,,,,"Morro Bay, CA, USA,Isleton, CA, USA,San Francisco, CA, USA,Sacramento, CA, USA,Antelope, CA, USA,Avila Beach, CA, USA,Cayucos, CA, USA,Citrus Heights, CA, USA,Elk Grove, CA, USA,Ione, CA, USA,Marina, CA, USA,North Highlands, CA, USA,",[],"Ride the Duck, San Francisco"," Bus Tours, Boat Tours
",,5 of 5 stars,"
Yesterday was the second time we rode the duck. We brought our kids and Grand kids this time. Perfect activity to learn a little bit about SF with enough fun to keep small kids entertained.
A bit pricy but inquired about discounts and got a bit off. Duck whistles included in price of ride 3 years ago now cost $3...


More 


"
twohands224,Rotorua,New Zealand, female , 35-49 ,"San Francisco, CA, USA,Las Vegas, NV, USA,Rarotonga, Cook Islands,Titikaveka, Cook Islands,Arorangi, Cook Islands,Avarua, Cook Islands,Muri, Cook Islands,Rotorua, New Zealand,Adelaide, Australia,Auckland Region, New Zealand,Bangkok, Thailand,Brisbane, Australia,",[],"Ride the Duck, San Francisco"," Bus Tours, Boat Tours
",,5 of 5 stars,"
This attraction was great, our driver was fantastic! He made the trip so much fun, he had us all joining in in YMCA and disco dancing, he was great. I thoroughly enjoyed my trip with Ride the Duck, I am sure his name was Captain Mike (he was from Seattle)..worth it, you can combo with Alcatraz tickets if you miss...


More 


"
SindeeS,Fresno,CA,,,"Las Vegas, NV, USA,San Francisco, CA, USA,San Diego, CA, USA,Miami, FL, USA,Miami Beach, FL, USA,Playa del Secreto, Mexico,Puerto Aventuras, Mexico,St Maarten-St Martin, Caribbean,Akumal, Mexico,East End,London, UK,Nassau, Bahamas,",[],"Ride the Duck, San Francisco"," Bus Tours, Boat Tours
",,5 of 5 stars,"
Our driver, Van, made this a really fun trip. I still laugh when I think of the boat riding through the streets of San Francisco with us singing, quacking, and laughing like kids. Campy yes, but hey I was on vacation.
"
Skipp1,Morgan Hill,California,,,"San Francisco, CA, USA,",[],"Hiking Yoga, San Francisco"," Tours
",,5 of 5 stars,"
I was visiting on a business trip and wanted to see the city and get some exercise. Hiking Yoga came up first when I searched ""Hiking"" in Yelp. I don't do much yoga, so I didn't understand what I was getting into.
I was pleasantly surprised how the hike combined a good hike some mind-and-body-expanding yoga. I never knew there...


More 


"
Austin997,San Jose,California,,,"San Francisco, CA, USA,",[],"Hiking Yoga, San Francisco"," Tours
",,5 of 5 stars,"
I took a hiking yoga trip with Eric back in November and it was such a great experience. The workout was great for my cardio and the yoga helped stretch everything out for more energy. Eric was a great instructor and had so many interesting facts to go along with the places we were stopping to do yoga. All of...


More 


"
LindseyGeannopulos,Chicago,Illinois,,,"San Francisco, CA, USA,",[],"Hiking Yoga, San Francisco"," Tours
",,5 of 5 stars,"
I took the class led by Eric and Chelsea and found it to be a great way to spend an early evening. Being from Chicago and out in SF for business I am always looking for a nice workout while taking in the beautiful sights of the city and this was perfect. The yoga hike started at the Ferry building...


More 


"
Veronicahugo,,,,,"San Francisco, CA, USA,",[],"Hiking Yoga, San Francisco"," Tours
",,5 of 5 stars,"
I have been trying all king of Yogas out there and this one let me tell you is a winner forever. It is such a full experience that anything else feels boring. I love sports so I need the adrenaline of a competition and of course the outdoors. Eric is fantastic as a teacher, great personality, patient, engaging...the trail we...


More 


"
CMALF,Bonner Springs,Kansas,,,"San Francisco, CA, USA,",[],"Hiking Yoga, San Francisco"," Tours
",,5 of 5 stars,"
I wanted to thank you for taking my wife and I on a fabulous workout and tour. We love to get outdoors and having a yoga guide was the perfect combination. I have forwarded your link to as many of my friends as possible who might visit one of your locations. Keep up the great work.
Regards, Mark & Cristie
"
DLB2012,Calabasas,California,,,"San Francisco, CA, USA,Amsterdam, The Netherlands,Anaheim, CA, USA,Ann Arbor, MI, USA,Antwerp, Belgium,Asheville, NC, USA,Atlanta, GA, USA,Austin, TX, USA,Baltimore, MD, USA,Barcelona, Spain,Berkeley, CA, USA,Beverly Hills, CA, USA,",[],"Hiking Yoga, San Francisco"," Tours
",,5 of 5 stars,"
Did Hiking Yoga today with Caley Alyssa in Temescal Canyon Park in Pacific Palisades. It was a beautiful day to hike and the climb was exactly what I needed. Adding yoga while on the hike was so beneficial. I really liked Caley's energy and she guided us into positions that helped me release some stress and have some fun. The...


More 


"
eliaschics,Regina,Canada,,,"San Francisco, CA, USA,Cabo San Lucas, Mexico,La Fortuna de San Carlos, Costa Rica,Ubud, Indonesia,Las Vegas, NV, USA,Regina, Saskatchewan, Canada,Sanur, Indonesia,Anaheim, CA, USA,Antigua, Antigua and Barbuda,Avignon, France,Banff, Alberta, Canada,Calgary, Alberta, Canada,",[],"Hiking Yoga, San Francisco"," Tours
",,5 of 5 stars,"
Christiana was amazing. We thoroughly enjoyed this experience. It was a great way for us to see parts of the city that we would not otherwise have seen. It was the perfect combination of touring, hiking and yoga. Loved every minute of it!!
"
MrBusiness43,,,,,"San Francisco, CA, USA,San Diego, CA, USA,Honolulu, HI, USA,Las Vegas, NV, USA,Buena Park, CA, USA,Fort Lauderdale, FL, USA,Yellowstone National Park, WY, USA,",[],"Hiking Yoga, San Francisco"," Tours
",,5 of 5 stars,"
I set up a tour for the hiking yoga of San Francisco for a birthday surprise for my wife. I have to say I couldn't have been happier to see her reaction to such an innovative birthday surprise. Since it was a private hike of just my wife and I, the instructor Lana took us to many different spots and...


More 


"
fieve,Berkeley,California,,,"Berkeley, CA, USA,San Francisco, CA, USA,Carmel, CA, USA,Berriedale, Australia,Big Sur, CA, USA,London, UK,Paris, France,Yosemite National Park, CA, USA,Rosetta, Australia,",[],"Kabuki Springs and Spa, San Francisco"," Spas
",,5 of 5 stars,"
I had high expectations and was disappointed. I was expecting more of a Japanese bathhouse experience given the name of the spa and its location (i.e., in Japan Town). There were no robes available, so I had to make due with a flimsy sarong. Although I had requested a Shiatsu, I had nothing that could be compared to one. The...


More 


"
PGF94131,San Francisco,California,,,"Barcelona, Spain,London, UK,Sanur, Indonesia,June Lake, CA, USA,San Sebastian - Donostia, Spain,Edinburgh, UK,La Fortuna de San Carlos, Costa Rica,Liberia, Costa Rica,San Francisco, CA, USA,Siem Reap, Cambodia,Singapore, Singapore,Tomintoul, UK,",[],"Kabuki Springs and Spa, San Francisco"," Spas
",,5 of 5 stars,"
I have visited Kabuki Springs and Spa many times; sometimes only the Spa, other times the Spa+massage (shiatsu). The place keeps a distinct Japanese-like feel peace and serenity despite not having been under Japanese management for many years now.
Treatments are uniformly satisfactory but do vary between the various staff on hand.
The place is clean, quiet, well maintained and...


More 


"
WDemaree,Saint Charles,Illinois, male , 50-64 ,"Chicago, IL, USA,San Francisco, CA, USA,Calistoga, CA, USA,Middletown, CA, USA,",[],"Kabuki Springs and Spa, San Francisco"," Spas
",,5 of 5 stars,"
I love big cities, but after a while, the crowds, concrete, busses, noise, jostle, and jive can wear on the nerves. Fortunately, San Francisco has a lovely place for a few hours of serenity: Kabuki Hot Springs. There are spa packages here offering massages, scrubs, and so on, but I like just the communal baths. No conversations, just peace and...


More 


"
JLB2620,Holladay,Utah, male , 50-64 ,"Koya-cho, Japan,Lincoln City, OR, USA,Moab, UT, USA,Salt Lake City, UT, USA,San Francisco, CA, USA,Bend, OR, USA,South Lake Tahoe, CA, USA,Taito, Japan,Baker City, OR, USA,Gresham, OR, USA,Kyoto, Japan,Sisters, OR, USA,","[u'I am a retired attorney and my husband is a retired ER physician. He has metastatic prostate cancer, so we have made traveling and the consequent creation of memories a priority in our lives. We enjoy traveling together, and we also enjoy traveling with my/our children. ']","Kabuki Springs and Spa, San Francisco"," Spas
",,5 of 5 stars,"
I first went to Kabuki Springs last year as my husband and I prepared to head to Japan on our honeymoon. We returned this year and enjoyed another memorable massage (mine by Giovanni - highly recommend him) and a delightful serene evening in the baths. For anyone headed to Japantown and/or seeking an ofuro experience, I highly recommend Kabuki.
"
NoshGuy,Philadelphia,Pennsylvania, male , 35-49 ,"San Francisco, CA, USA,Bryce Canyon National Park, UT, USA,Amsterdam, The Netherlands,Arlington, VA, USA,Atlantic City, NJ, USA,Aventura, FL, USA,Baltimore, MD, USA,Bangor, ME, USA,Bar Harbor, ME, USA,Berlin, Germany,Beverly Hills, CA, USA,Boca Raton, FL, USA,",[],"Kabuki Springs and Spa, San Francisco"," Spas
",,5 of 5 stars,"
I went to Kabuki on Men's Monday. I did the communal baths and a shiatsu. This place was full on asian bliss overload! Gorgeous. Clean. Amazing service. Dry Sauna. Steam Room. Showers. Hot Bath. Cold Plunge. Sea salt for scrubs was available. Organic Hot Tea. Organic Cold Tea. Cucumber Water. 25 min Shiatsu and access to the Communal Baths was...


More 


"
willi172,Atlanta,GA,,,"San Francisco, CA, USA,New York City, NY, USA,San Antonio, TX, USA,Las Vegas, NV, USA,Atlanta, GA, USA,Washington DC, DC, USA,Oakland, CA, USA,Roswell, GA, USA,Capri, Italy,Gulf Shores, AL, USA,New Orleans, LA, USA,Rome, Italy,",[],"San Francisco Sailing Company, San Francisco"," Boat Tours
","We are the best attraction in SF that you must experience. We offer daily 90 minute tours of the SF Bay or multi-hour private charters. Celebrate a special occasion or go sailing for fun. We sail all around the bay: Alcatraz Island, The Golden Gate Bride, Angel Island, Bay Bridge, Ball Park, Sausalito, Tiburon, City Front & More.",5 of 5 stars,"
My family and I rented Lady J, with Captain Dave for a couple of hours one afternoon. It was beautiful out and the cruise was wonderful. The captain let us have free reign of the boat and was very knowledgeable about the area. We were able to see three of the America's Cup boats out practicing and he even extended...


More 


"
CanTaz,Toronto,Canada, female , 35-49 ,"San Francisco, CA, USA,Nassau, Bahamas,Calistoga, CA, USA,St. Helena, CA, USA,Washington DC, DC, USA,Napa, CA, USA,Gettysburg, PA, USA,Great Exuma, Bahamas,Rutherford, CA, USA,Yountville, CA, USA,Albany, NY, USA,Anchorage, AK, USA,",[],"San Francisco Sailing Company, San Francisco"," Boat Tours
","We are the best attraction in SF that you must experience. We offer daily 90 minute tours of the SF Bay or multi-hour private charters. Celebrate a special occasion or go sailing for fun. We sail all around the bay: Alcatraz Island, The Golden Gate Bride, Angel Island, Bay Bridge, Ball Park, Sausalito, Tiburon, City Front & More.",5 of 5 stars,"
Went sailing with this company on a Saturday afternoon with my husband. Thought it would be a nice way to tour the San Francisco harbour; especially as it was our first day in the city. It was nice to sail but there was no tour portion of the sail( no commentary). also just be aware it can be quite cold...


More 


"
filegumbo,Louisiana,Louisiana,,,"San Francisco, CA, USA,Kihei, HI, USA,Sausalito, CA, USA,Baton Rouge, LA, USA,Kapalua, HI, USA,Lahaina, HI, USA,Maalaea, HI, USA,Maui, HI, USA,Paia, HI, USA,Panama City Beach, FL, USA,South Lake Tahoe, CA, USA,",[],"Bass Tub Sportfishing, San Francisco",,,5 of 5 stars,"
Boat tour under the GG Bridge and around Alcatraz lasting about an hour...and costing $15.00 per person. Captain Erik and first mate were friendly and fun. Bits of history were given along the tour and considering the cost of the big ferry tours, I consider this a ""deal"". If you want to say to family and friends when you return...


More 


"
cjrich66,Melbourne,Australia, female , 35-49 ,"San Francisco, CA, USA,Palm Cove, Australia,",[],"Bass Tub Sportfishing, San Francisco",,,5 of 5 stars,"
My mum, sister and I did a boat tour under the golden gate bridge and Alcatraz with BassTub and were thoroughly impressed by the team. For $15 you get a historical and absolutely hilarious running commentary of San Fransisco, the bridge and Alcatraz! Would recommend this tour to anyone wanting a laid back and fun side to touring San Fransisco...


More 


"
crzepilot,Pittsburgh,Pennsylvania, male , 25-34 ,"Bayeux, France,Paris, France,San Francisco, CA, USA,Colchester, VT, USA,",[],"San Francisco Sailing Company, San Francisco"," Boat Tours
","We are the best attraction in SF that you must experience. We offer daily 90 minute tours of the SF Bay or multi-hour private charters. Celebrate a special occasion or go sailing for fun. We sail all around the bay: Alcatraz Island, The Golden Gate Bride, Angel Island, Bay Bridge, Ball Park, Sausalito, Tiburon, City Front & More.",5 of 5 stars,"
We decided to go sailing here based on our previous experience but it fell short of awesome. We didn't have captain Eric like we did last time but an actual crew of three dudes. The two mates were very friendly and agreeable but the captain didn't seem to understand customer service. Let me explain, there wasn't much wind, so the...


More 


"
sarahcracker1,London,United Kingdom,,,"Las Vegas, NV, USA,San Francisco, CA, USA,Yosemite National Park, CA, USA,",[],"Bass Tub Sportfishing, San Francisco",,,5 of 5 stars,"
A great tour of the water front, golden gate bridge and around Alcatraz. Informative, entertaining and great value for money. Enjoyed the historical information and jokes along the way. Would definitely recommend.
"
