name,memberCity,memberCounry,MemberGender,memberAge,CitiesVisited,Countriesvisited,memberDescription,Activitiy,Type,ownerdesc,rating,review
Harley12London,london,london,,,"['orlando', ' fl', 'dubai', 'london', 'new york city', ' ny', 'paris', 'sani', 'clearwater', ' fl', 'marbella', 'shanghai', 'albufeira', 'amsterdam', 'brighton']","[' usa', ' united arab emirates', ' uk', ' france', ' greece', ' spain', ' china', ' portugal', ' the netherlands']",[],"The Bannatyne Spa, London",N/A,,1 of 5 stars,"I bought a spa day for my friends birthday, so we were both looking forward to our day, with treatments of a back,neck and shoulder massage followed by a head massage.
We arrived at reception and filled in our health questionnaire, had a complimentary drink and waited to be shown the facilities.
We were shown the pool, sauna and jacuzzi, and changing rooms and that was it!!! No relaxing chill out room or quiet areas, plunge pools.... It most definitely isn't a spa, it's a gym that is trying to make extra money by mis selling itself.

The changing rooms - absolutely filthy, dust so thick on the toilet roll dispenser I could have written my name in it. Showers kept turning themselves off during use, must have had to hit the button about 15 times, so frustrating. The grill was full of hair as well! Yuck! One of the hair dryers leads was so short I would have had to sit on the floor to dry my hair, or be 2 foot tall, I went to reception with wet hair to get a replacement the general manager then produced a hair dryer without a plug that he was rewiring!! He couldn't do it, so asked a member of staff to get me a brand new one! Also, in the mirror area a plug socket was hanging off the wall.

The pool only had 5 loungers around it, and the one I had felt like the bottom was hanging out of it, really worn and old cushions too.

The steam room was out of action on our visit due to refurbishment, which meant that workman were walking backwards and forwards all day, then they started banging and bashing which was not relaxing at all.

The reception area where you wait for your treatments was cold and noisy and you can only get food by ordering down from the cafe which is situated upstairs in an office environment, so if you want food you either sit with the suits in your dressing gown or get food sent down which is not great, as you get plastic cutlery and have to eat at a fairly low table.

My treatment was short by 10 mins, which I only realised after I left the room, and my lady was no where to be seen! However, to be fair it was a nice massage! Although, as someone else said there isn't too many frills attached, I would expect little extras such as massage finishing off with oil on arms and feet, or maybe I have been spoilt.

I don't usually write reviews but this place was horrible, and I will be writing a complaint letter to Head office, although it really don't want a return visit, I just want to express my disgust.

DONT GO IS MY ADVICE!!"
2101buzz,southminster,southminster,,,"['cambridge', 'costa adeje', 'launceston', 'london', 'rochford', 'sharm el sheikh', 'tenerife']","[' uk', ' spain', ' egypt']",[],"The Bannatyne Spa, London",N/A,,5 of 5 stars,"Bannatynes Chafford hundred spa, friendly, inviting feeling as soon as we walked through the door until we left. Nothing was a problem. Premises are immaculate, well thought out and spacious. Treatments left us feeling relaxed, staff were lovely. Restaurant has a wide choice and extremely reasonably priced and good value. No where was busy and we could use all the facilities. Left feeling very relaxed"
llcoolbabs,Liverpool,United Kingdom,,,"['florence', 'bologna', 'liverpool', 'london', 'mestre', 'milan', 'rome', 'venice']","[' italy', ' uk']",[],"The Bannatyne Spa, London",N/A,,3 of 5 stars,"
Went to this spa after buying a voucher for a present. The staff are friendly and helpful but clearly rushed off their feet - they had messed up our booking and had to slot our treatments in around other people, and there were a lot of little things like re-filling the water jugs and making sure the toilets had loo...


More 


"
Tattie_Mar,London,United Kingdom,,,"['london', 'paris', 'plitvice lakes national park', 'athens', 'budapest', 'crikvenica', 'krk island', 'munich', 'palanga', 'sounio', 'trakai', 'vienna']","[' uk', ' france', ' croatia', ' greece', ' hungary', ' germany', ' lithuania', ' austria']",[],"The Bannatyne Spa, London",N/A,,2 of 5 stars,I got a voucher for me and my husband for spa treatment in Bannatyne Spa Millbank . We got Swedish back massage which was I can say quite good. But when we got to the swimming pool area it all looked very very old. It needs refurbishment! It doesn't look like spa AT ALL! Sauna floor is made of tiles so it gets so hot you can't step on it. Seating in the steam room is made of tiles and one tile was broken so you could not sit there. Grille around jacuzzi was broken in couple of placeless. Not worth the money you pay!
Maire101,London,United Kingdom,,,"['adeje', 'chessington', 'ericeira', 'london', 'los cristianos', 'mumbai (bombay)', 'oeiras', 'benidorm', 'hammamet', 'manchester', 'miami', ' fl', 'miami beach', ' fl']","[' spain', ' uk', ' portugal', ' india', ' tunisia', ' usa']",[],"The Bannatyne Spa, London",N/A,,2 of 5 stars,"The facilities aren't up to spa standard - it is an 80's health club, not a spa. No general air of relaxation and certainly no touches of luxury. The tiny ladies changing rooms are in serious need of redecorating. The floor is an eyesore. Robes are washed out and smell strange. The loungers around the pool are shabby and stained and there were only 4 of them.
The staff are nice enough and my massage was well executed but missing the little extras that usually accompany the massages I have at other spas e.g you are asked to select which oil you prefer or which areas you would like to focus on. The masseuse had freezing cold hands, the music was too loud and lights were too bright.
Website is misleading as those pictures look nothing like the facilities. Would not recommend and would not use again. If you are looking for a relaxing retreat in well maintained, up to date surroundings...look elsewhere."
JLWCD,Staines,United Kingdom, female , 25-34 ,"['london', 'heidelberg', 'guildford', 'new york city', ' ny', 'paris', 'portsmouth', 'sankt goar', 'wanaka', 'cambridge', 'cheltenham', 'fiordland national park']","[' uk', ' germany', 'kwazulu-natal', ' usa', ' france', ' new zealand']","['A travel addict but restricted to the 25 days a year policy. I love a bargain find, the famous sights, and the hidden gems. I am very excitable so it takes a lot to put me off a place, but i can still pick out things that could be improved on. ']","The Bannatyne Spa, London",N/A,,4 of 5 stars,"I bought a joint spa day with treatment voucher from Amazon Local for my mums 60th Birthday and it proved to be a very nice, relaxing day!
After the usual palava over printing voucher codes and form-filling, we were given a tour and i paid the extra 3 each for robes and unlimited towels. The customer service wasn't great but they were friendly enough.
The reception is part of the main lounge so it has a bit of traffic if you want to sit there in your robes, but there are a few sofas on a raised floor which are more private. There is free tea, coffee all day which is nice (and cereal in the morning). Then there are 5 spa chairs by the pool which are usually in use - At most i think there were about 12/15 people in the spa area when we went.
The gym was large for a spa and they had all the equipment I like to use so i was happy.
The main spa area had a large pool, 2 jacuzzis, a steam room and sauna, and the spa chairs round the edge. The changing area wasn't huge and the showers were quite small to change in if you want privacy, but it was clean and equipped with shower gel and hair dryers. We weren't allowed 2 lockers which was a bit annoying as we had overnight bags with us, but we just put our non-valuables in the empty locker below.
After a cuppa and a sneaky biscuit we packed earlier, we had our treatments together which was nice - i had the lava back massage which was lovely followed by a head massage. It was calm and quiet but the moment we were finished we were told to remember that other people are waiting for the room... i.e please get out, but as i said before the customer service wasn't their forte! There doesn't appear to be any lunch facilities so come equipped or come for a couple hours.
I would definitely go back (with a voucher) and id say the 79 for the 2 vouchers with the 2 treatments each was about right."
AngelBA1,Bath,United Kingdom,,,"['riga', 'bath', 'london', 'charlwood', 'kota kinabalu']","[' latvia', ' uk', ' malaysia']",[],"The Bannatyne Spa, London",N/A,,1 of 5 stars,"Sorry to post this on the London Milbank Bannatyne, but the Bristol one doesn't appear to be on Trip advisor and I am so disappointed with the experience in Bristol I had to post a review somewhere. They advertise their spa days as relaxing and pampering on the various voucher sites, but our experience is that they are the complete opposite. I have a wide range of complaints, the biggest being it isn't a spa, it is a gym with treatment rooms. There isn't anywhere to relax between treatments, there aren't any magazines (we were given two GQs!), the caf is in reception, so you have to sit there is your robes with everyone in gym kit or fully clothed. I have many complaints, one being that we were asked to turn up for our treatment 10 minutes before it was scheduled, and they were running 10 minutes late, so we stood for 20 minutes as there wasn't anywhere to sit down. I made at complaint at reception as we were leaving and was told that lots of people complain! The spa manager has subsequently phoned me and has said that it is clear it is a gym on their promotional materials. This is not the case. Just read what they say about spa days...relaxing, pampering etc. We felt the opposite the whole time we were there. Please be aware of this when booking- it is not as it says it is....."
2014HAPPYONE2014,London,United Kingdom,,,['london'],[' uk'],[],"The Bannatyne Spa, London",N/A,,1 of 5 stars,"This is not a spa day! This is a day pass to an unloved, dirty and out of date gym.
The receptionists were incompetent and messed up all four appointments. My Sister and I were booked in for the same Swedish massage, we got two totally different treatments and they even tried to give me a facial instead of the massage that was booked. There was gym staff sleeping around the pool on the very few loungers that were available. The male staff were staring at the women in the Jacuzzi every time they walked past. The only other area to 'relax' was in the reception area which was busy, loud and cold. The 'spa day' didn't even have any lunch facilities, if we had wanted to stay all day (which we didn't) we would have to get dressed to go out for lunch and then come back!
Duncan Bannatyne should be disgusted with himself!"
hairdrierbuyer,London,London, female , 25-34 ,"['london', 'fairlight', 'agadir', 'amalfi', 'amsterdam', 'bath', 'berlin', 'braunschweig', 'bremen', 'budapest', 'cologne', 'dresden']","[' uk', ' morocco', ' italy', ' the netherlands', ' germany', ' hungary']",[],"The Bannatyne Spa, London",N/A,,4 of 5 stars,"The Mill Bank Bannatyne Spa is lovely and it is always great to relax there. The massage is always very good. I am happy that more loungers have been placed around the pool. I think it might be nice to provide the robe etc. free of charge. It would also be great to have other tea options than just black tea, since one is supposed to drink herbal teas after massage and spa to keep hydrated. It's great to be able to sit down and relax with the newspapers and magazines provided."
Yeeks123,,,,,['london'],[' uk'],[],"Salt Lake Cnetre, London",,,2 of 5 stars,"I took my boyfriend there for a birthday treat and had the1hr floatation and 1hr massage package. We were slightly late for the floatation but the then nice lady on reception said we could come back the following week for the floatation session and just have the massage first. Massage experience was average, the only question the lady asked was what kind of massage I wanted, no questions on pressure etc. which is what I usually expect. I was also disappointed to find she used johnsons baby oil and boots moisturising cream on my face! I was also a little cold in the room. Our next visit for the floatation consisted of a different lady on the reception and I found her rather rude and impatient. The floatation experience was interesting however the room is so dim for showering, changing etc you can barely see what you are doing. I also had to ask for both towels and earplugs. Overall the experience does not leave you feeling like you are being pampered... Apart from the nice reception lady we first encountered on reception, the rest of the staff need some customer service training! Definitely will not be going back!"
BorisBex,London,London, female , 25-34 ,"['london', 'athens', 'dahab', 'barnet', 'cong', 'bruges', 'taihape', 'cambridge', 'holetown', 'paris', 'prague', 'south west rocks']","[' uk', ' greece', ' egypt', ' ireland', ' belgium', ' new zealand', ' barbados', ' france', ' czech republic', ' australia']",[],"York Hall Leisure Centre, London"," Health Clubs
",,1 of 5 stars,"If I could give this place zero stars, I would.
Our bad Spa London experience started when trying to book treatments on the phone and couldn't get anyone to answer the bloody phone. Messages were left and none were returned.
We arrived today and were given a bag containing a nice fluffy robe and towel and a padlock for the locker.
Changing rooms are small and over crowded with little room to yourself. 1 private changing room for approximately 40 or 50 lockers.
When we got through into a thermal experience we were distinctly underwhelmed.two of the three interconnecting 'hot rooms' were cold!! My friend (who had been before and knew something wasn't right) went off to ask whether the heaters were on and got a luke warm ""I'll check"" from the front desk. We heard no more and they didn't heat up.
The quiet relaxation room was continually full (probably as a result go the hot rooms being cool!) and no water glasses. Suddenly one appeared, but when I went to check, it was wet and didn't appear clean, so to test, I filled it with water to see what happened. Suspicions were realised when the spa attendant later came in & simply poured the water away and put it back! Talk about a lack of hygiene!!
Talking to other girls, they said they'd complained about the hot room heaters and lack of glasses, more than once. but nothing was done. Front desk staff couldn't care less, and didn't apologise when presented with our complaints.
Showers are hot but I estimate that they stay on for less than 1minute at a time, I probably had to press it near on 10 times! Only two showers had doors for privacy and both mine and my friend's had empty shower gel and shampoo dispensers. Taps near the toilets soak you when you try and wash your hands.
When we handed back our robes and towels we asked to speak to the manager.
She however,was very apologetic and explained that an engineer had been called to sort the problem heaters. We suggested that they should out the fault on the website and inform people when they arrive. When told about the glass problem she appeared shocked.
In the end there were 9 people in total complaining with us, one of whom said that the masseur giving her treatment was running late and as a result short changed the lady on her booked massage and didn't receive the full time she paid for. Just disgraceful.
The rest of us received a voucher each, valid for a year for any of the Spa London venues- we'll try Old Street spa next time!!"
stk91,London,United Kingdom,,,['london'],[' uk'],[],"Amber Therapy Spa, London",,,2 of 5 stars,"
Bad bad bad! I'm pretty sure the massage therapist had no idea what a deep tissue massage is. Either way she clearly didn't want to be there and my '55 minute' massage ended up being squished into a measly 40 minutes, tops!
"
Reviewer12344,,,,,['london'],[' uk'],[],"Aquilla Health and Fitness Club, London",,,1 of 5 stars,"I very hardly write reviews but following my recent visit there, I feel compiled too. I booked a facial and once started (5 minutes late), it seemed good. However I quickly realised that the therapist wasn't interested in providing a relaxing service! Also, the treatment was meant to last 65 minutes but only lasted 45 minutes. Lastly, when the therapist applied the face mask and was supposed to give a head massage, she left the room for ten minutes.
Maybe they'd had a busy day and wanted to leave, but I don't expect that for a spa associated to the Rembrant Hotel and will not be returning. I strongly recommend others do not book treatments here."
SJG444,London,United Kingdom, female , 35-49 ,"['london', 'fort lauderdale', ' fl', 'puerto ayora', 'tofo', 'new york city', ' ny', 'oakland park', ' fl', 'dublin', 'floreana', 'guayaquil', 'kildare', 'miami springs', ' fl']","[' uk', ' usa', ' ecuador', ' mozambique', 'inhambane province', ' ireland']",[],"The Reflexology Space, London",,,1 of 5 stars,"
The Reflexology 'space' is a shabby basement that smells of feet everyone is asked to remove their shoes at the bottom of the stairs and leave them there. On top of this there seems to be zero regard for customer service. Steer well clear.
"
MPH1984,London,United Kingdom,,,"['beijing', 'london']","[' china', ' uk']",[],"The Chelsea Day Spa, London",N/A,,1 of 5 stars,"I visited the Chelsea Day Spa on a Groupon deal was treated very badly - I don't know whether they treat all customers this way, or just the ones on a Groupon, but it was a terrible experience. Firstly, I was made to undress for my back massage In The Toilet In The Waiting Room. So I had to walk through the waiting room, in a towel, to get to my massage. Then I was shunted off to an obviously temporarily sectioned off area of the nail bar for my massage- I could hear phones ringing and people chatting over getting their nails done the whole time. Afterwards, I received the worst manicure of my life. When I pointed out the lack of cuticle work (which was supposed to be included), the practitioner actually said, 'Well maybe you should book a full-price treatment next time.' Many London businesses do not offer Groupon deals and Chelsea Day Spa doesn't have to either - why try to bring in a customer base in this way if staff are going to resent them so much? It's a very unwise move - I use Groupon as a low-risk way of trialling places. If I like them, I'll go back at full price. Needless to say I will not be returning to Chelsea Day Spa!"
janeylee123,London,United Kingdom,,,"['london', 'haworth']",[' uk'],[],"May Spa, London"," Spas
",,1 of 5 stars,"Living Social sold a voucher for a massage at this spa to my son. He gave it to me for my birthday and after many calls I managed to book an appointment. When I got there it was locked up and the shop opposite told me they had closed down. I contacted Living Social several times, as did my son and we were told that it was not their responsibility and the case was closed. NEVER EVER use this company."
EyeLaserMan,,,,,"['lisbon', 'london']","[' portugal', ' uk']",[],"Ekang Health Centre, London",,,1 of 5 stars,"
I recommended that couple of friends of mine from Paris go here for what I knew in the past to be an excellent reflexology treatment. It was a complete FARCE !!!
Paid for 1h of reflexology, received 45 minutes of gentle finger stroking from ankle to knee (what!?!?!)
Something went seriously wrong with this establishment since last year. Forget it.
"
HelenofBeds,Bedfordshire,Bedfordshire, female , 35-49 ,"['havana', 'breuil-cervinia', 'la caleta', 'eldoret', 'zell am see', 'london', 'bowness-on-windermere', 'brussels', 'cephalonia', 'chipping campden', 'dovedale', 'henlow']","[' cuba', ' italy', ' spain', ' kenya', ' austria', ' uk', ' belgium', ' greece']",[],"River Wellbeing Spa, London"," Spas
",,4 of 5 stars,"Booked spa treatment through Virgin Experiences. I was a bit concerned after reading the reviews on here but I have to say mine and my friends experience was very good. We didn't use the jacuzzi or steam/sauna rooms and I would say it wouldn't be the ideal place to spend a day as they did look small with a small gym area but if going just for the treatments then very good, we had our glass of aloe vera juice which was lovely and refreshing after having walked from Clapham North (50 minutes). Our treatment lasted just under the hour, this included massage and body scrub, after which we enjoyed a glass of champagne in the relaxation area. The spa receptionist was very good and extremely helpful, the girl who did my treatment was professional and really tried to get the knots out of my shoulders (unsuccessfully but then neither can my sports masseur so not surprised). The changing areas are small and I did notice one of the bins was a bit full after our treatment but no massive problem. One downside for me was the location, which we didn't realise was quite so far from places like Convent Garden and Soho & not being from London also didn't realise we could get on a bus (stops right outside hotel) from Victoria - takes about 20 minutes, but I can't really blame that on the hotel."
