name,memberCity,memberCounry,MemberGender,memberAge,CitiesVisited,memberDescription,Activitiy,Type,ownerdesc,rating,review
fruitflyboy,Washington D.C.,Washington D.C.,,,"Chiang Mai, Thailand,Bangalore, India,Key West, FL, USA,Miami Beach, FL, USA,Venice, Italy,Bruges, Belgium,Cortina d'Ampezzo, Italy,Higashikawa-cho, Japan,Domegge di Cadore, Italy,San Juan, Puerto Rico,Sapporo, Japan,Thanjavur, India,",[],"Watson Adventures Scavenger Hunts, Boston",,"See your world with new eyes on a Watson Adventures scavenger hunt. Teams of up to six people will tackle tricky, humorous questions about the objects and places discovered. Available in museums and neighborhoods throughout the Boston area, including the Museum of Fine Arts, the Museum of Science, Cambridge, Old Boston, Salem and more. Public, private and corporate events available. Come with your own team or we can pair you up with others.",5 of 5 stars,"
This hunt was billed as literary and pun-ny, but it was disappointingly straightforward. The organizer was friendly and it was somewhat interesting to walk around Old Boston and learn some historical facts. But we were expecting something a little more puzzle-like and intellectually challenging and that this was not. We'd recommend The Accomplice in NYC as a much better alternative....


More 


"
2sisterstravel,Boston,Massachusetts, Female ,,"Boston, MA, USA,Cambridge, MA, USA,Naples, FL, USA,Kennebunkport, ME, USA,Somerville, MA, USA,Lenox, MA, USA,Concord, MA, USA,Salem, MA, USA,Nantucket, MA, USA,Natick, MA, USA,Westminster, MA, USA,Minneapolis, MN, USA,","[u'I was born in Boston and have enjoyed finding new places to eat, drink and laugh. It gets harder and harder to find the places that really stick out but I keep trying. Spending hard earned money on food and enterainment that is no good is a sin - so I love the idea of giving someone a heads up before heading out! ']","Chocolate and Beer Tour of Beacon Hill and Back Bay, Boston",,,5 of 5 stars,"
I took the MBTA and stopped off at Charles/MGH and walked to the top of Charles Street. There I met with the tour guide, Bill. He was attentive and ready to help all of us understand what to do next. This is a walking tour, so wear comfortable shoes and weather appropriate clothing. You do stop off at several bars...


More 


"
Gwenag,Newark,Delaware, female , 50-64 ,"New York City, NY, USA,Paris, France,London, UK,Brussels, Belgium,Alexandria, VA, USA,Boston, MA, USA,Washington DC, DC, USA,San Francisco, CA, USA,Juneau, AK, USA,Las Vegas, NV, USA,Wilmington, DE, USA,Fort Lauderdale, FL, USA,",[],"Back Bay Yoga Studio, Boston",,,5 of 5 stars,"
This studio was a 10 minute walk from my hotel in the Theater District. I was able to register for classes on line. They offer a $25.00 unlimited two week pass for new students, which is a great deal, considering the walk in rate is $15.00 per class. They offer a wide variety of yoga classes, including Beginning Vinyasa and...


More 


"
Kungfuchoirboy,Boston,Massachusetts, male , 35-49 ,"Boston, MA, USA,La Fortuna de San Carlos, Costa Rica,Mahonda, Tanzania,Meguro, Japan,Miami, FL, USA,New York City, NY, USA,Newport, RI, USA,Reykjavik, Iceland,St. Helena, CA, USA,Amsterdam, The Netherlands,Antwerp, Belgium,Arenal Volcano National Park, Costa Rica,","[u""Some people say they like to travel. My wife and I LOVE to travel. We tend to mix Luxury and then head to active Boutique adventures. We've ridden across Vietnam on motorbikes, climbed Kilimanjaro, and ran a Tough Mudder through ice and snow.\nBut we're not fitness freaks and we know how to have a good time.\nWe can backpack in the rough when the time is right but we know how to value and rate the best hotels in the world. And most importantly we want to chase down those fun and different experiences by doing the investigative work ourselves.\nOne day maybe we'll be travel planners. For now, we hope our reviews are helpful so feel free to ask us about any location visited. ""]","Joseph S. Kennedy Tour Boat Day Tours, Boston",,,,"
there are plenty of boat options in Boston...but this seemed like a fun way to combine history and fresh air. I bought a ticket for my parents visiting from England...and they had a great time.
Warning though - the address listed above is incorrect....the pick up is Charlestown Navyyard Pier 1 and not Rowes Wharf
"
EmilyGilbert,Sherbrooke,Canada, female , 25-34 ,"Boston, MA, USA,Sherbrooke, Quebec, Canada,Bromont, Quebec, Canada,Somerville, MA, USA,",[],"Boston Urban Adventures, Boston"," Tours
","Boston Urban Adventures offers day tours with a local around Boston. They range from 2 hour to 12 hour adventures and uncover back streets, hidden gems, and fascinating sights. Step into the lives of locals, find out what makes the city tick, and get acquainted with the local food, culture, and traditions of Boston. A local expert guide will provide the knowledge and lead you through a fantastic urban experience.",5 of 5 stars,
arthur055302,New York City,New York,,,"Boston, MA, USA,Hualapai Reservation,Las Vegas, NV, USA,Los Angeles, CA, USA,Miami, FL, USA,Miami Beach, FL, USA,New York City, NY, USA,Peach Springs, AZ, USA,San Francisco, CA, USA,Toronto, Ontario, Canada,Yosemite National Park, CA, USA,",[],"Boston Urban Adventures, Boston"," Tours
","Boston Urban Adventures offers day tours with a local around Boston. They range from 2 hour to 12 hour adventures and uncover back streets, hidden gems, and fascinating sights. Step into the lives of locals, find out what makes the city tick, and get acquainted with the local food, culture, and traditions of Boston. A local expert guide will provide the knowledge and lead you through a fantastic urban experience.",5 of 5 stars,"
The tour features three different styles of pizza and a walk around the North End. I learned quite a bit about the history of pizza while enjoying the historical sites in the area. I highly recommend the tour!
"
sd1974,San Diego,San Diego,,,"San Diego, CA, USA,Tucson, AZ, USA,Kapolei, HI, USA,Ogunquit, ME, USA,Honolulu, HI, USA,Island of Hawaii, HI, USA,Lihue, HI, USA,Palm Desert, CA, USA,Waimea, HI, USA,Boston, MA, USA,Cathedral City, CA, USA,Hilton Head, SC, USA,",[],"Boston Urban Adventures, Boston"," Tours
","Boston Urban Adventures offers day tours with a local around Boston. They range from 2 hour to 12 hour adventures and uncover back streets, hidden gems, and fascinating sights. Step into the lives of locals, find out what makes the city tick, and get acquainted with the local food, culture, and traditions of Boston. A local expert guide will provide the knowledge and lead you through a fantastic urban experience.",5 of 5 stars,"
We took this tour recently on a rainy day. We had two great slices of pizza. The 3rd stop was not a restaurant, but a bar, so the pizza was subpar. Our guide was a last minute sub who did not give too much history of the North end, and in fact read most of what he talked about from...


More 


"
Xandrandia,Providence,Rhode Island,,,"Boston, MA, USA,Lower Waterford, VT, USA,Akumal, Mexico,Amsterdam, The Netherlands,Anchorage, AK, USA,Antalya, Turkey,Arlington, VA, USA,Athens, Greece,Auckland, New Zealand,Bar Harbor, ME, USA,Barcelona, Spain,Bath, UK,",[],"Boston Urban Adventures, Boston"," Tours
","Boston Urban Adventures offers day tours with a local around Boston. They range from 2 hour to 12 hour adventures and uncover back streets, hidden gems, and fascinating sights. Step into the lives of locals, find out what makes the city tick, and get acquainted with the local food, culture, and traditions of Boston. A local expert guide will provide the knowledge and lead you through a fantastic urban experience.",5 of 5 stars,"
Despite extreme heat, we had a great time. The pizza was abundant and delicious and the guide was extremely knowledgeable about the past and present history of the area. A great tour even if you are a local!
"
EuroTex,Germany,Germany, female , 50-64 ,"Prague, Czech Republic,Boston, MA, USA,Bruggen, Germany,Captiva Island, FL, USA,Dusseldorf, Germany,Florence, Italy,Florida Panhandle,Frankfurt, Germany,Geneva, Switzerland,Istanbul, Turkey,Luxembourg City, Luxembourg,Seville, Spain,",[],"Boston Urban Adventures, Boston"," Tours
","Boston Urban Adventures offers day tours with a local around Boston. They range from 2 hour to 12 hour adventures and uncover back streets, hidden gems, and fascinating sights. Step into the lives of locals, find out what makes the city tick, and get acquainted with the local food, culture, and traditions of Boston. A local expert guide will provide the knowledge and lead you through a fantastic urban experience.",5 of 5 stars,"
Our large group of two moms and six boys aged 10 - 18 did the 3hour City Tour and loved it. The guides were friendly, smart and interesting. A great overview of the City.
"
Sheilahbo,,,,,"Boston, MA, USA,",[],"Back Bay Yoga Studio, Boston",,,5 of 5 stars,"
Horrible customer service. Class average at best. Many choices available in town. Staff under-qualified.
"
Kayo617,Boston,Massachusetts, male , 25-34 ,"San Ignacio, Belize,Caye Caulker, Belize,Louisville, KY, USA,Boston, MA, USA,Edinburgh, UK,New York City, NY, USA,Seattle, WA, USA,Stowe, VT, USA,Glasgow, UK,London, UK,Miami Beach, FL, USA,Montreal, Quebec, Canada,",[u'Adventure seeker. Take the road less traveled. '],"Boston Urban Adventures, Boston"," Tours
","Boston Urban Adventures offers day tours with a local around Boston. They range from 2 hour to 12 hour adventures and uncover back streets, hidden gems, and fascinating sights. Step into the lives of locals, find out what makes the city tick, and get acquainted with the local food, culture, and traditions of Boston. A local expert guide will provide the knowledge and lead you through a fantastic urban experience.",,"
Don't know who is running this site, but I think it's a scam. Was trying to find Urban AdvenTours and this came up. Anyway, loved our bike tour. Haven't done a guided walking tour.
"
choolie,Massachusetts,Massachusetts,,,"Middletown, RI, USA,Boston, MA, USA,Groton, CT, USA,Holden, MA, USA,Hudson, MA, USA,Mystic, CT, USA,Hartford, CT, USA,Kihei, HI, USA,Lancaster, MA, USA,Manchester, NH, USA,Naples, ME, USA,Seattle, WA, USA,",[],"Watson Adventures Scavenger Hunts, Boston",,"See your world with new eyes on a Watson Adventures scavenger hunt. Teams of up to six people will tackle tricky, humorous questions about the objects and places discovered. Available in museums and neighborhoods throughout the Boston area, including the Museum of Fine Arts, the Museum of Science, Cambridge, Old Boston, Salem and more. Public, private and corporate events available. Come with your own team or we can pair you up with others.",5 of 5 stars,"
We did the public Revolutionary Boston Scavenger hunt, which included the points on the Freedom Trail from Faneuil Hall, the Old State House, through the North End and back. The clues were clever and required teamwork to solve. The timeline of 2 1/2 hours made it challenging to get to all the points and answer 30+ questions. Wear comfy shoes;...


More 


"
Tinktooo,New Orleans,Louisiana,,,"Boston, MA, USA,Marblehead, MA, USA,Anaheim, CA, USA,Antigua, Antigua and Barbuda,Aspen, CO, USA,Atlantic City, NJ, USA,Baltimore, MD, USA,Bar Harbor, ME, USA,Barbados, Caribbean,Bermuda, Caribbean,Cancun, Mexico,Cape May, NJ, USA,",[],"Boston Urban Adventures, Boston"," Tours
","Boston Urban Adventures offers day tours with a local around Boston. They range from 2 hour to 12 hour adventures and uncover back streets, hidden gems, and fascinating sights. Step into the lives of locals, find out what makes the city tick, and get acquainted with the local food, culture, and traditions of Boston. A local expert guide will provide the knowledge and lead you through a fantastic urban experience.",,"
I would give ZERO stars if that were possible and I am not a person that takes pleasure in writing a negative review, but I am compelled to do so because of how badly this tour was handled and administered. For the price of $57 per adult (the most expensive Boston tour this firm offers) we were expecting a wonderful,...


More 


"
TAmo1132,Newton,Massachusetts,,,"Boston, MA, USA,Somerville, MA, USA,Wells, ME, USA,",[],"Bella Sante Day Spa Med Spa, Boston"," Spas
","Our Day Spa is the Winner of the Most Best of Boston Awards! We are a complete day spa and provide Swedish Massage, Deep Tissue Massage, Prenatal Massage, Sports Massage, Hot Stone Massage, Therapeutic Massage, Personalized Facials, Anti-Aging Facials, Antioxidant Facials, Nails, Spa Manicure, Spa Pedicure, French Nails, Pregnancy Pedicure, Beautiful Gift Cards, Instant Personalized Gift Certificate, Hair Removal, Waxing, Bikini, Brazilian Bikini, LA Bikini, Brow Shaping, Skin Care, Body Bronzing, Resurfacing Peels, Personalized Body Treatments.Come see why the press and the public both agree that Bella Sante Day Spa Med Spa is the best in Boston.",5 of 5 stars,"
I love spas. This place is a good value as compaired to others on the street. I had their signature treatments- a facial and massage- couldn't have been better and I disagree witht the last reviewer around the front desk people. Thought they were great. I feel like I have some good spa experience since I visit a lot of...


More 


"
CarryOnOnly_CJas,Boston,Massachusetts, female , 25-34 ,"Dubrovnik, Croatia,Seville, Spain,Barcelona, Spain,Newport, RI, USA,Reykjavik, Iceland,New Orleans, LA, USA,Plymouth, NH, USA,Boston, MA, USA,Moultonborough, NH, USA,San Juan, Puerto Rico,Sandwich, MA, USA,Auckland, New Zealand,",[],"Bella Sante Day Spa Med Spa, Boston"," Spas
","Our Day Spa is the Winner of the Most Best of Boston Awards! We are a complete day spa and provide Swedish Massage, Deep Tissue Massage, Prenatal Massage, Sports Massage, Hot Stone Massage, Therapeutic Massage, Personalized Facials, Anti-Aging Facials, Antioxidant Facials, Nails, Spa Manicure, Spa Pedicure, French Nails, Pregnancy Pedicure, Beautiful Gift Cards, Instant Personalized Gift Certificate, Hair Removal, Waxing, Bikini, Brazilian Bikini, LA Bikini, Brow Shaping, Skin Care, Body Bronzing, Resurfacing Peels, Personalized Body Treatments.Come see why the press and the public both agree that Bella Sante Day Spa Med Spa is the best in Boston.",5 of 5 stars,"
Checked out this spot as a local with a groupon or some online deal, while the layout, service and treatment were good, I was freezing the whole time! I love spas that envelope you in warmth and I can't say this qualified!
"
Sindle,Fort Lauderdale,Florida,,,"Bangkok, Thailand,New York City, NY, USA,Brisbane, Australia,Singapore, Singapore,Las Vegas, NV, USA,Chicago, IL, USA,Los Angeles, CA, USA,Philadelphia, PA, USA,Perth, Australia,Beverly Hills, CA, USA,Chiang Mai, Thailand,Fort Lauderdale, FL, USA,",[],"Bella Sante Day Spa Med Spa, Boston"," Spas
","Our Day Spa is the Winner of the Most Best of Boston Awards! We are a complete day spa and provide Swedish Massage, Deep Tissue Massage, Prenatal Massage, Sports Massage, Hot Stone Massage, Therapeutic Massage, Personalized Facials, Anti-Aging Facials, Antioxidant Facials, Nails, Spa Manicure, Spa Pedicure, French Nails, Pregnancy Pedicure, Beautiful Gift Cards, Instant Personalized Gift Certificate, Hair Removal, Waxing, Bikini, Brazilian Bikini, LA Bikini, Brow Shaping, Skin Care, Body Bronzing, Resurfacing Peels, Personalized Body Treatments.Come see why the press and the public both agree that Bella Sante Day Spa Med Spa is the best in Boston.",5 of 5 stars,"
Services were excellent un rushed and friendly The place was clean so was all the equipment. Right in the heart of Boston on Newbury Street
"
Heather_in_Bos_MA,Boston,Ma,,,"Boston, MA, USA,",[],"Newbury Day Spa, Boston",,,5 of 5 stars,"
This is a fantastic Spa in Boston. Very old hat Boston environment on it's prettiest street.
I love the services. I have had mostly facials and waxing but I have walked through the lounge and seen where they do nails. Looks fun and nice.
I am so pleased with the staff, service, variety of treatments. They always go overboard. I...


More 


"
GranmaEm,New York City,New York, female , 50-64 ,"New York City, NY, USA,Brussels, Belgium,Boston, MA, USA,Bicester, UK,Cirencester, UK,London, UK,Uffington, UK,Ambleside, UK,Anderlecht, Belgium,Ashbury, UK,Bath, UK,Faringdon, UK,",[u'A 50+ young at heart traveller. Business travels take me around the world regularly. '],"Bella Sante Day Spa Med Spa, Boston"," Spas
","Our Day Spa is the Winner of the Most Best of Boston Awards! We are a complete day spa and provide Swedish Massage, Deep Tissue Massage, Prenatal Massage, Sports Massage, Hot Stone Massage, Therapeutic Massage, Personalized Facials, Anti-Aging Facials, Antioxidant Facials, Nails, Spa Manicure, Spa Pedicure, French Nails, Pregnancy Pedicure, Beautiful Gift Cards, Instant Personalized Gift Certificate, Hair Removal, Waxing, Bikini, Brazilian Bikini, LA Bikini, Brow Shaping, Skin Care, Body Bronzing, Resurfacing Peels, Personalized Body Treatments.Come see why the press and the public both agree that Bella Sante Day Spa Med Spa is the best in Boston.",5 of 5 stars,"
For those that have followed my recent spa trials and tribulations back in Blighty- thank you America. This is what is expected from a spa.
I have a dodgy back. As in I am a Titanium Granny. From time to time, my lower, much-operated on back seizes up and is very sore. This was the case 2 days ago.
Coming...


More 


"
bryangoodwin,Boston,Boston, male , 25-34 ,"Boston, MA, USA,Pawleys Island, SC, USA,Noord, Aruba,Breckenridge, CO, USA,Chicago, IL, USA,Los Angeles, CA, USA,Orlando, FL, USA,Santa Monica, CA, USA,Las Vegas, NV, USA,Miami Beach, FL, USA,Nashville, TN, USA,New York City, NY, USA,","[u'After discovering Europe following college and moving to the west coast for two years following that, I realized that there was so much to see. I have since moved back to Boston, but am working in the travel industry to ensure that my great travel experiences continue as well as encouraging others to take a break from the daily grind and experience something new... ']","Newbury Day Spa, Boston",,,,"
I can't tell you about their services due to the fact that their inflexibility about helping a new prospective client get in to experience their services inhibited me from ever stepping foot in the spa. The customer isn't always right, but in a business like a ""Day Spa"" you would assume they would go out of their way in order...


More 


"
Eatsbonbons,Boston,Boston,,,"Boston, MA, USA,Newport, RI, USA,Pittsburgh, PA, USA,New York City, NY, USA,Chicago, IL, USA,Grand Canyon National Park, AZ, USA,Philadelphia, PA, USA,Rome, Italy,Wilmington, VT, USA,Bloomsburg, PA, USA,New Haven, CT, USA,Providence, RI, USA,",[],"Newbury Day Spa, Boston",,,,"
This is where you want to go on Newbury Street if you want excellent service without maxing out your credit card. The women who work here have been doing this a long time and they know what they're doing. And because it's not a fancy, schmancy salon, the prices are reasonable. You will not be offered champagne and strawberries here....


More 


"
travelmf82,Fairfax,Virginia,,,"Austin, TX, USA,London, UK,Boston, MA, USA,New Canaan, CT, USA,Healdsburg, CA, USA,San Francisco, CA, USA,St. Helena, CA, USA,Nantucket, MA, USA,Orlando, FL, USA,Fairfax, VA, USA,Paradise Island, Bahamas,Pasadena, CA, USA,",[],"Bella Sante Day Spa Med Spa, Boston"," Spas
","Our Day Spa is the Winner of the Most Best of Boston Awards! We are a complete day spa and provide Swedish Massage, Deep Tissue Massage, Prenatal Massage, Sports Massage, Hot Stone Massage, Therapeutic Massage, Personalized Facials, Anti-Aging Facials, Antioxidant Facials, Nails, Spa Manicure, Spa Pedicure, French Nails, Pregnancy Pedicure, Beautiful Gift Cards, Instant Personalized Gift Certificate, Hair Removal, Waxing, Bikini, Brazilian Bikini, LA Bikini, Brow Shaping, Skin Care, Body Bronzing, Resurfacing Peels, Personalized Body Treatments.Come see why the press and the public both agree that Bella Sante Day Spa Med Spa is the best in Boston.",5 of 5 stars,"
My daughter and I had facials, a massage, and some waxing at this second floor BackBay spa. Aestheticians and masseurs were very good. Negatives were that the steam room wasn't working and services were a tad pricier than others. Would go again, however!
"
3cents,New Hampshire,New Hampshire,,,"Boston, MA, USA,Derry, NH, USA,Manchester, NH, USA,Moscow, Russia,Nashua, NH, USA,Portsmouth, NH, USA,Salem, NH, USA,St. Petersburg, Russia,Whitefield, NH, USA,Amsterdam, The Netherlands,Anchorage, AK, USA,Athens, Greece,",[],"Bella Sante Day Spa Med Spa, Boston"," Spas
","Our Day Spa is the Winner of the Most Best of Boston Awards! We are a complete day spa and provide Swedish Massage, Deep Tissue Massage, Prenatal Massage, Sports Massage, Hot Stone Massage, Therapeutic Massage, Personalized Facials, Anti-Aging Facials, Antioxidant Facials, Nails, Spa Manicure, Spa Pedicure, French Nails, Pregnancy Pedicure, Beautiful Gift Cards, Instant Personalized Gift Certificate, Hair Removal, Waxing, Bikini, Brazilian Bikini, LA Bikini, Brow Shaping, Skin Care, Body Bronzing, Resurfacing Peels, Personalized Body Treatments.Come see why the press and the public both agree that Bella Sante Day Spa Med Spa is the best in Boston.",5 of 5 stars,"
The Boston Spa Club joined together and visited Bella Santa on the famous Newbury Street in Boston, Massachusetts.
Overall, it was very good. The scheduling of the appointments were fine, which could have been confusing with a group. They offered different times and packages, but not group rates. Some of the members were new to Bella Santa and as a...


More 


"
greenslinky,Boston,Massachusetts, male , 35-49 ,"Boston, MA, USA,Mashantucket, CT, USA,Belfast, UK,Foxboro, MA, USA,Peabody, MA, USA,Playa Mujeres, Mexico,Preston, CT, USA,Saugus, MA, USA,Watertown, MA, USA,Aruba, Caribbean,Atlanta, GA, USA,Beijing, China,","[u""T&N. We have been together for 12 years now and have done our share of vacationing. A few of the places we've been include Aruba, Bahamas, Florida and Mexico. We also like to do weekend getaways...usually in the White Mountains.\nWe just added our second child to the family so future travel will have yet another twist! ""]","Bella Sante Day Spa Med Spa, Boston"," Spas
","Our Day Spa is the Winner of the Most Best of Boston Awards! We are a complete day spa and provide Swedish Massage, Deep Tissue Massage, Prenatal Massage, Sports Massage, Hot Stone Massage, Therapeutic Massage, Personalized Facials, Anti-Aging Facials, Antioxidant Facials, Nails, Spa Manicure, Spa Pedicure, French Nails, Pregnancy Pedicure, Beautiful Gift Cards, Instant Personalized Gift Certificate, Hair Removal, Waxing, Bikini, Brazilian Bikini, LA Bikini, Brow Shaping, Skin Care, Body Bronzing, Resurfacing Peels, Personalized Body Treatments.Come see why the press and the public both agree that Bella Sante Day Spa Med Spa is the best in Boston.",5 of 5 stars,"
the spa was just ""blah"". really feels pretty rundown and like it could use a makeover or spa day itself! maybe i'm a little jaded and its not appropriate to compare to the resort spas that I've been too...but in any case would not visit Bella Sante again.
"
whaleboy1,Boston,Massachusetts, male , 50-64 ,"Boston, MA, USA,Paris, France,Hyannis, MA, USA,Mystic, CT, USA,Los Angeles, CA, USA,Providence, RI, USA,Quincy, MA, USA,Braintree, MA, USA,De Ruyter, NY, USA,Empire, MI, USA,Fitchburg, MA, USA,Lunenburg, MA, USA,","[u'Teacher, scientist. ']","Bella Sante Day Spa Med Spa, Boston"," Spas
","Our Day Spa is the Winner of the Most Best of Boston Awards! We are a complete day spa and provide Swedish Massage, Deep Tissue Massage, Prenatal Massage, Sports Massage, Hot Stone Massage, Therapeutic Massage, Personalized Facials, Anti-Aging Facials, Antioxidant Facials, Nails, Spa Manicure, Spa Pedicure, French Nails, Pregnancy Pedicure, Beautiful Gift Cards, Instant Personalized Gift Certificate, Hair Removal, Waxing, Bikini, Brazilian Bikini, LA Bikini, Brow Shaping, Skin Care, Body Bronzing, Resurfacing Peels, Personalized Body Treatments.Come see why the press and the public both agree that Bella Sante Day Spa Med Spa is the best in Boston.",5 of 5 stars,"
Bella Sante has three locations, two of which my wife and I have used (Newbury Street in Boston and Wellesley). We generally go to Wellesley now, as there is no parking issue. The spa is nicely appointed, with a relaxing waiting lounge and an excellent locker area FOR WOMEN - complete with steam room - the men's has a shower....


More 


"
