name,memberCity,memberCounry,MemberGender,memberAge,CitiesVisited,memberDescription,Activitiy,Type,ownerdesc,rating,review
Shotgun1292,,,,,"Dallas, TX, USA,Allen, TX, USA,Brownsville, TX, USA,Fargo, ND, USA,Hartford, CT, USA,Jacksonville, NC, USA,Kansas City, KS, USA,Kansas City, MO, USA,Mobile, AL, USA,Orlando, FL, USA,Rapid City, SD, USA,Saskatoon, Saskatchewan, Canada,",[],"Pete's Dueling Piano Bar, Dallas",,,5 of 5 stars,"
Seriously, one of the best places I've ever been in my life. Everyone needs to experience this once in their life.
"
TexasLady7509,Houston,Texas, female , 25-34 ,"Chicago, IL, USA,Calistoga, CA, USA,Las Vegas, NV, USA,New York City, NY, USA,Honolulu, HI, USA,Sonoma, CA, USA,Wailea, HI, USA,Charleston, SC, USA,Dallas, TX, USA,Oakville, CA, USA,San Antonio, TX, USA,San Jose del Cabo, Mexico,",[],"Bliss Spa at the W Dallas-Victory, Dallas"," Spas
",,5 of 5 stars,"
I think I'm just not cut out for the Bliss Spa concept. When I go to a spa, my favorite part is getting there two hours early, enjoying the steam room, eating some tea cookies and sitting in silence with a warm wrap around my neck. None of that happens at the Bliss Spa. The waiting room is about 100...


More 


"
donnymarie,Big Spring,Texas,,,"Carlsbad, NM, USA,Dallas, TX, USA,",[],"Bliss Spa at the W Dallas-Victory, Dallas"," Spas
",,5 of 5 stars,"
it's not always easy to find a masseuse that does a great job...Teto at Bliss did a fantastic deep tissue for me, my (grown) daughter was very happy with her combination massage, and my best friend looked and felt fabulous after her facial. All three of us bought products to take home and I am scheduling a body scrub and...


More 


"
LindseyReisTX,Dallas,Texas, female , 25-34 ,"Kapolei, HI, USA,Honolulu, HI, USA,Poipu, HI, USA,Waimea, HI, USA,West Bay, Cayman Islands,Seven Mile Beach, Cayman Islands,Addison, TX, USA,Anaheim, CA, USA,Bodden Town, Cayman Islands,Carrollton, TX, USA,Dallas, TX, USA,Grand Cayman, Cayman Islands,","[u'Love to travel! My husband and I typically do two international trips a year and several US ""mini-vacations"" throughout the year. We favor beach locations and 4-5 star resorts, but we also throw in a few cultural experiences here and there. We haven\'t yet repeated a ""big"" vacation and probably won\'t for quite a while! We also like to stay very busy on our vacations, exploring the area, finding hidden treasures, and experiencing all the area has to offer. You\'ll catch us relaxing a few hours a day, but we don\'t want to miss out on everything our destination has to offer! ']","Bliss Spa at the W Dallas-Victory, Dallas"," Spas
",,,"
I agree with the other reviews. The technicians are great, I had Karen for my massage and Dallas fo rmy oxygen blast facial, and both were amazing. But I love going to a spa for the entire ""experience"".
The good: Technicians and eucalyptus steam room/rain shower (this was very unique and really an amazing experience. I may go back just...


More 


"
KGod76,Dallas,Texas,,,"Canon City, CO, USA,Belize City, Belize,Dallas, TX, USA,Chicago, IL, USA,Las Vegas, NV, USA,Nathrop, CO, USA,Childress, TX, USA,Destin, FL, USA,Grapevine, TX, USA,Paradise Island, Bahamas,Roatan, Honduras,Amarillo, TX, USA,",[],"Bliss Spa at the W Dallas-Victory, Dallas"," Spas
",,,"
My mom & I visited The Bliss Spa on a travel zoo purchase. Maybe we dont fit the client type for The Wwe wont be going back.
At check in the lady got our names & then just left us at our lockers (no tour of the facilities). I agree with another reviewer that the robes were thin & the...


More 


"
SG425,Dallas,Dallas, Female ,,"Las Vegas, NV, USA,Maui, HI, USA,Sedona, AZ, USA,San Francisco, CA, USA,Hot Springs, AR, USA,Fredericksburg, TX, USA,Dallas, TX, USA,Wailea, HI, USA,Lahaina, HI, USA,Napa, CA, USA,Bossier City, LA, USA,New Braunfels, TX, USA,",[],"Bliss Spa at the W Dallas-Victory, Dallas"," Spas
",,,"
After reading the reviews here and experiencing the Bliss spa in San Francisco, I wasn't expecting much but I ended up having a good experience at the Dallas Bliss spa.
I had a Travelzoo coupon for a $200 treatment so I went with my mother and we both did the 90-minute ""Head to Glow"" treatment which was a body wrap,...


More 


"
Dannyneo,,,,,"Dallas, TX, USA,Carrollton, TX, USA,Savannah, GA, USA,",[],"Bliss Spa at the W Dallas-Victory, Dallas"," Spas
",,,"
The previous reviews say it all!! I had a massage and facial for my birthday and it was so whatever nothing special. The ritz up the street is a much better experience and better value. I did like the steam shower in the men's locker room.
"
BrussoDallas,Dallas,Dallas, female , 25-34 ,"Dallas, TX, USA,Barcelona, Spain,San Francisco, CA, USA,Yosemite National Park, CA, USA,Madrid, Spain,Granada, Spain,Sequoia and Kings Canyon National Park, CA, USA,Grand Canyon National Park, AZ, USA,Washington DC, DC, USA,Point Reyes Station, CA, USA,Key West, FL, USA,Breckenridge, CO, USA,","[u""I travel with my husband. If we had the time & the money we'd travel all the time :) We are super planners we go on every vacation with a full out excel itinerary. ""]","Bliss Spa at the W Dallas-Victory, Dallas"," Spas
",,,"
Like a previous poster we had Travel Zoo vouchers for Bliss (paid $100 for a $200 voucher toward services)
Bliss is VERY expensive but it's very nice too so I feel like you're paying for the atmosphere more than anything. I paid $152 out of pocket (which included 20% tip) & got a 75 minute massage (which included paraffin dip...


More 


"
SusannaRunner,Washington DC,District of Columbia, female , 35-49 ,"Washington DC, DC, USA,New Orleans, LA, USA,New York City, NY, USA,Boston, MA, USA,Anchorage, AK, USA,Denali National Park and Preserve, AK, USA,Key West, FL, USA,Orlando, FL, USA,Bordeaux, France,Healdsburg, CA, USA,Baltimore, MD, USA,Lake Placid, NY, USA,","[u'Always looking for that next adventure, and if it revolves around food, all the better. Travel and food are my greatest enjoyments and I try to combine them anytime I can. ']","Pure Spa and Salon, Dallas"," Spas
","Pure Spa and Salon is an upscale, full service spa and salon offering hair, nail, massage and skin care services for men and women. Were located on Mockingbird Lane in the Mockingbird Station district. Our professional, qualified staff offers modern and sophisticated services in our first-class facility. We are focused on providing you with superior customer service in a relaxed and welcoming environment. Were committed to keep you to looking and feeling your absolute best!",5 of 5 stars,"
I took my mother and my aunt, who were celebrating their 70th birthday, to this spa for a full day of treatment - massage, facial, hair style, mani and pedi. I enjoyed a massage and the water room (seriously hot hottub and steam room). My sister and cousin joined in as well. The spa also arranged to have lunch brought...


More 


"
WhoLeeOw,,,,,"Dallas, TX, USA,",[],"Bliss Spa at the W Dallas-Victory, Dallas"," Spas
",,,"
My husband and I spent our fifteenth wedding anniversary at the Dallas W Hotel, and I booked an appointment at the Spa, expecting a spa atmosphere in keeping with the hotel and a body treatment on par with those I have paid similarly for in other nice hotels and resorts. I was so very wrong on both accounts. I should've...


More 


"
SG425,Dallas,Dallas, Female ,,"Las Vegas, NV, USA,Maui, HI, USA,Sedona, AZ, USA,San Francisco, CA, USA,Hot Springs, AR, USA,Fredericksburg, TX, USA,Dallas, TX, USA,Wailea, HI, USA,Lahaina, HI, USA,Napa, CA, USA,Bossier City, LA, USA,New Braunfels, TX, USA,",[],"Pure Spa and Salon, Dallas"," Spas
","Pure Spa and Salon is an upscale, full service spa and salon offering hair, nail, massage and skin care services for men and women. Were located on Mockingbird Lane in the Mockingbird Station district. Our professional, qualified staff offers modern and sophisticated services in our first-class facility. We are focused on providing you with superior customer service in a relaxed and welcoming environment. Were committed to keep you to looking and feeling your absolute best!",5 of 5 stars,"
Bought a Travelzoo coupon for me and my mother to have a facial at the spa. The offer was for ANY facial on the spa menu up to $125, which included a glass of wine and access to the Waterhouse (whirlpool and steamroom). One thing I really liked was that we could use the coupon on a Saturday.
The front...


More 


"
CathyDaly,Exumas,Bahamas,,,"Dallas, TX, USA,Fort Lauderdale, FL, USA,Tampa, FL, USA,Abilene, TX, USA,Adeje, Spain,Akron, OH, USA,Albany, NY, USA,Albany, GA, USA,Albufeira, Portugal,Albuquerque, NM, USA,Allentown, PA, USA,Alliance, OH, USA,",[],"Bliss Spa at the W Dallas-Victory, Dallas"," Spas
",,,"
The massage was pretty good. I also had a pedicure which was also pretty good. It had a very ""locker-room"" feel. There wasn't anything very comfortable or relaxing about the dressing room or waiting rooms. The massage room and bed were nice, but the same as the other W Spas.. it was freezing.
I called during business hours 6 times...


More 


"
Terry W,Lincoln,England, male , 65+ ,"London, UK,Bath, UK,Cambridge, UK,Cardiff, UK,Grantham, UK,Bournemouth, UK,Bradford, UK,Desenzano Del Garda, Italy,Duxford, UK,Feltham, UK,Hinterbruhl, Austria,Oulton, UK,",[],"Pure Spa and Salon, Dallas"," Spas
","Pure Spa and Salon is an upscale, full service spa and salon offering hair, nail, massage and skin care services for men and women. Were located on Mockingbird Lane in the Mockingbird Station district. Our professional, qualified staff offers modern and sophisticated services in our first-class facility. We are focused on providing you with superior customer service in a relaxed and welcoming environment. Were committed to keep you to looking and feeling your absolute best!",5 of 5 stars,"
This spa is right across from Mockingbird Station! Awesome experience!
Must have your Mani/Pedi there by Thuy - pronounced ""twee""...
Best way to relax and unwind
"
bossyEastTexas,East Texas,East Texas, female , 35-49 ,"Las Vegas, NV, USA,Seattle, WA, USA,Boston, MA, USA,Cape Porpoise, ME, USA,Galveston, TX, USA,Lititz, PA, USA,Dallas, TX, USA,Hot Springs, AR, USA,Plano, TX, USA,South Yarmouth, MA, USA,York Harbor, ME, USA,Kennebunkport, ME, USA,",[],"Pure Spa and Salon, Dallas"," Spas
","Pure Spa and Salon is an upscale, full service spa and salon offering hair, nail, massage and skin care services for men and women. Were located on Mockingbird Lane in the Mockingbird Station district. Our professional, qualified staff offers modern and sophisticated services in our first-class facility. We are focused on providing you with superior customer service in a relaxed and welcoming environment. Were committed to keep you to looking and feeling your absolute best!",,"
We've bought several vouchers for this spa over the past year, each experience has been different. The first time my massage therapist smacked his gum during my entire massage...total waste of money. The next times I requested different therapists and have had three different ones, all of which were good. One in particular, told me that his massage was going...


More 


"
waxahachiesue,Dallas,TX,,,"Dallas, TX, USA,Las Vegas, NV, USA,Orlando, FL, USA,",[],"Pure Spa and Salon, Dallas"," Spas
","Pure Spa and Salon is an upscale, full service spa and salon offering hair, nail, massage and skin care services for men and women. Were located on Mockingbird Lane in the Mockingbird Station district. Our professional, qualified staff offers modern and sophisticated services in our first-class facility. We are focused on providing you with superior customer service in a relaxed and welcoming environment. Were committed to keep you to looking and feeling your absolute best!",5 of 5 stars,"
Monica has been taking care of my hair for a few years now, and she is the best! I've had enough of the ego filled stylists to really appreciate her ability to do my hair color and cut - to perfection. I have not used the spa or gym personally, but I do like that they are connected in the...


More 


"
GMCmommy,Rowlett,Texas, female , 35-49 ,"Allenwood, PA, USA,Baltimore, MD, USA,Brentwood, TN, USA,Cape May, NJ, USA,Capulin, NM, USA,Corpus Christi, TX, USA,Dallas, TX, USA,Halifax, PA, USA,Harrisburg, PA, USA,Irving, TX, USA,Lancaster, PA, USA,Lubbock, TX, USA,",[],"Pure Spa and Salon, Dallas"," Spas
","Pure Spa and Salon is an upscale, full service spa and salon offering hair, nail, massage and skin care services for men and women. Were located on Mockingbird Lane in the Mockingbird Station district. Our professional, qualified staff offers modern and sophisticated services in our first-class facility. We are focused on providing you with superior customer service in a relaxed and welcoming environment. Were committed to keep you to looking and feeling your absolute best!",,"
Had a wonderful time with a good friend. Didn't use steam room, but whirlpool and rain shower were great way to relax and prepare for most excellent mani pedi I have ever had, and I've been everywhere! Could use wider range of robe sizes. Water room whirlpool water was too hot when we arrived, went to front desk, and it...


More 


"
jhorn2910,Frisco,Texas,,,"Dallas, TX, USA,London, UK,",[],"Pete's Dueling Piano Bar, Dallas",,,,"
This place is always a great time! Every time I have gone it has been a blast. But you must come early or reserve a seat because it gets really crowded on Fridays and Saturdays. Seating is really intimate so be ready for that. Overall a really fun time of singing and shenanigans.
"
bubblynature,Tulsa,Oklahoma,,,"Dallas, TX, USA,Aiken, SC, USA,Atlanta, GA, USA,Austin, TX, USA,Birmingham, AL, USA,Boulder, CO, USA,Branson, MO, USA,Casper, WY, USA,Crazy Horse, SD, USA,Denton, TX, USA,Elkhart, TX, USA,Eureka Springs, AR, USA,",[],"Central Market, Dallas"," Shops
",,5 of 5 stars,"
I shop here mainly for the interesting foods I can find. On my recent trip I found Dragon fruit and cotton candy grapes. They have great seafood too. I would say it's more of a grocer that you go to ""experience"" rather than buy everything you need there... unless you have an unlimited budget.
"
KentV,NW Arkansas,NW Arkansas,,,"Bentonville, AR, USA,Oklahoma City, OK, USA,Rogers, AR, USA,Dallas, TX, USA,Eureka Springs, AR, USA,Marigot, St Maarten-St Martin,Port Angeles, WA, USA,Arlington, TX, USA,Chouteau, OK, USA,Grand Case, St Maarten-St Martin,Hattiesburg, MS, USA,New Orleans, LA, USA,",[],"Central Market, Dallas"," Shops
",,5 of 5 stars,"
We always try to stop at Central Market when we come to Dallas, and on this trip, we had lunch in the deli area. I had a pulled pork sandwich (their special) and my wife had a hamburger. Both were delicious, and we were stuffed when we finished lunch. The pork was ver tender, and the slaw topping was a...


More 


"
Funt1mes,Destin,FL,,,"Destin, FL, USA,Tucson, AZ, USA,Grapevine, TX, USA,Bacalar, Mexico,Crystal River, FL, USA,Fort Walton Beach, FL, USA,Niceville, FL, USA,Pensacola, FL, USA,Santa Rosa Beach, FL, USA,Pensacola Beach, FL, USA,Dallas, TX, USA,Homestead, FL, USA,",[],"Central Market, Dallas"," Shops
",,5 of 5 stars,"
The beer and wine selection is substantial. The deli is expansive. The market cafe looked like it had a nice selection, although I didn't eat there. It made me think of a Fresh Market or Whole Foods. I'd recommend this for basic needs while staying at a local hotel.
"
Kirs10F,Dallas,Texas, female , 35-49 ,"Dallas, TX, USA,Oslo, Norway,London, UK,Paris, France,Park City, UT, USA,New York City, NY, USA,Rome, Italy,San Antonio, TX, USA,Tromso, Norway,Venice, Italy,Fort Worth, TX, USA,Las Vegas, NV, USA,",[u'Christian single mom who loves to see the world with my two awesome children 12 and 16. '],"Central Market, Dallas"," Shops
",,5 of 5 stars,"
I shop at Central Market every week. Their prices are lower than Tom Thumb on most items plus their selection of healthier options are excellent. Fresh sushi samples every Sunday! On top of all the great food is super friendly and helpful staff!
"
mnt10014,New York City,New York, female , 35-49 ,"Glen Rose, TX, USA,Providenciales, Turks and Caicos,Venice, Italy,Dallas, TX, USA,Long Beach, NY, USA,Riverhead, NY, USA,",[],"The Spa at the Crescent, Dallas"," Spas
",,,"
I took my mother to Spa at the Crescent while she was in town. While the services were fine-not amazing, but not bad, the facilities were dirty.
I got in to the whirl pool only to discover that a previous guest had written ""FILTHY"" and ""DIRTY"" in the grime above water level. The dirt at the edge of the pool...


More 


"
scales18,Dallas,Texas,,,"Chicago, IL, USA,Fredericksburg, TX, USA,Dallas, TX, USA,Flower Mound, TX, USA,Fort Worth, TX, USA,Princeton, NJ, USA,Amsterdam, The Netherlands,Austin, TX, USA,Denver, CO, USA,Lewisville, TX, USA,Vancouver, British Columbia, Canada,Atlantic City, NJ, USA,",[],"Peticolas Brewing Company, Dallas",,,5 of 5 stars,"
Visited during one of the bi-monthly tours and had so much fun. Live music, food trucks, and all kinds of games to play that include, foosball, air hockey, ping pong (all located on the 2nd floor). A ""tour"" includes a souvenir pint glass and 3 full size samples for $10. A great value when you consider a pint at the...


More 


"
larosenoirechile,Santiago,Chile, female , 25-34 ,"Punta del Este, Uruguay,San Carlos de Bariloche, Argentina,Foz do Iguacu, Brazil,Vina del Mar, Chile,Dallas, TX, USA,Buenos Aires, Argentina,Montevideo, Uruguay,Santiago, Chile,Puerto Iguazu, Argentina,Iguazu National Park, Argentina,Istanbul, Turkey,Punta Cana, Dominican Republic,",[],"Deep Ellum Center for the Arts, Dallas",,,5 of 5 stars,
VeronicaTorres,Dallas,Texas, Female ,,"Dallas, TX, USA,Austin, TX, USA,Barbados, Caribbean,Houston, TX, USA,Washington DC, DC, USA,Canton, TX, USA,Antibes, France,Antwerp, Belgium,Baltimore, MD, USA,Baton Rouge, LA, USA,Beeville, TX, USA,Boston, MA, USA,",[u'I love life! I love travel and I love good energy! Im easy laid back and a yoga junkie. '],"V12 Yoga, Dallas",,,5 of 5 stars,"
Was excited to see and be apart of a new Yoga Studio in Dallas. The Dallas Farmers Market invited us to join the fun with an organic new Power Yoga Flow. Dallas didnt have a downtown Yoga Studio that was seperate from a gym or hotel. V12 Yoga offers that. Free Parking, great instructors with beginner classes.
Definitly a cool...


More 


"
Shellyames,Dallas,Texas,,,"Dallas, TX, USA,Caneel Bay, U.S. Virgin Islands,Cruz Bay, U.S. Virgin Islands,Oklahoma City, OK, USA,Puerto Morelos, Mexico,Anaheim, CA, USA,Anchorage, AK, USA,Athens, Greece,Atlanta, GA, USA,Austin, TX, USA,Barcelona, Spain,Brooklyn, NY, USA,",[],"Hiatus Spa + Retreat, Dallas"," Spas
",,,"
Had a gift card to use so had a facial with Alyssa. It was awesome. She did a great job of telling me what she was going to do but didn't try to sell me on the products. It was very relaxing and you get an all around massage with the treaent. Beautiful and serene. I'll definitely go back.
"
AnneM0523,Seattle,Washington, Female ,,"Loreto, Mexico,San Pedro, Belize,Barcelona, Spain,Seattle, WA, USA,Cle Elum, WA, USA,Dallas, TX, USA,Ambergris Caye, Belize,Amsterdam, The Netherlands,Florence, Italy,Hilo, HI, USA,Las Vegas, NV, USA,New York City, NY, USA,","[u""I love fishing and fishing vacations. I prefer tropical destinations. I also enjoy travelling in Europe. If there's fishing involved even better! :) ""]","Minute Suites, Dallas",,,5 of 5 stars,"
When I saw our layover in Dallas was 4 hours I had the idea to search the airport information for something like a shower room and discovered Minute Suites.
We had flown in on a red eye and it was 4:20 in the morning. My boyfriend used the bedroom suite. The room had a trundle sofa and blanket and was...


More 


"
101Shp,Los Angeles,California,,,"La Quinta, CA, USA,Tulare, CA, USA,Tehachapi, CA, USA,Bakersfield, CA, USA,Delano, CA, USA,Key West, FL, USA,Los Angeles, CA, USA,Ontario, CA, USA,Palm Desert, CA, USA,Santiago, Chile,Beverly Hills, CA, USA,Calabasas, CA, USA,",[],"Minute Suites, Dallas",,,5 of 5 stars,"
We needed a quick place to stat between layovers at DFW.
Unfortunately the room given was ok for one person but not for two.
The shared bath was unavailable for 30 minutes when some one was taking a shower. A long time to wait when someone needs to go to the bathroom. Perhaps they need a second bath.
The room...


More 


"
Five_Aces_Tx,Dallas,TX, male , 35-49 ,"Mesquite, TX, USA,Dallas, TX, USA,Las Vegas, NV, USA,Garland, TX, USA,New Orleans, LA, USA,San Francisco, CA, USA,Durango, CO, USA,Broken Bow, OK, USA,Halifax, Nova Scotia, Canada,Calgary, Alberta, Canada,Charlottetown, Prince Edward Island, Canada,Saint John, New Brunswick, Canada,","[u""I love to travel! I'm four states away from seeing all 50. This past summer (2014) I went to Las Vegas (twice), New Orleans, San Francisco (twice), Calgary (and Banff and Lake Louise), Massachusetts, New Hampshire, Maine, Nova Scotia, Prince Edward Island and New Brunswick. Did I mention I like to travel? ""]","Community Beer Company, Dallas",,,5 of 5 stars,"
I like everything there is to like about this Dallas brewery. First and foremost, it's air conditioned. This is a major factor when it comes to Texas summers and that gives them the edge over the other Dallas breweries.
This brewery is putting out some excellent award winning beers and they seem to excel at several styles. They don't serve...


More 


"
trailblazer7232,Houston,Texas,,,"Vienna, Austria,London, UK,Berlin, Germany,Brenham, TX, USA,Boston, MA, USA,Dallas, TX, USA,Paris, France,Salzburg, Austria,San Antonio, TX, USA,Budapest, Hungary,Cypress, TX, USA,Galveston, TX, USA,",[],"Dallas Farmer's Market, Dallas"," Bathroom facilities, Food available for purchase ","For six decades, the Dallas Farmers Market has been a fixture in downtown Dallas. It has grown into a true Texas treasure, as one of the largest public markets of its type in the country. The Dallas Farmers Market is a one-stop shop for all your produce, meat, floral and specialty-food needs. The Market is open 7 days a week from 8:00am to 5:00pm.",5 of 5 stars,"
I've lived in Dallas twice for short periods of time and each time, I go out of my way (significantly so) to buy my fruits and veggies at the Farmer's Market. I've gotten amazing fruits, sweet potatoes, fresh kale, and even plants.
Though the market is down to one huge open barn/covered arena, it is packed with stalls and absolutely...


More 


"
Badgelady,Lubbock,Texas,,,"Hot Springs, AR, USA,Little Rock, AR, USA,Orlando, FL, USA,Memphis, TN, USA,Chesterfield, MO, USA,Hot Springs Village, AR, USA,Davenport, IA, USA,Fort Worth, TX, USA,Scottsdale, AZ, USA,Park City, UT, USA,Saint Louis, MO, USA,Dallas, TX, USA,",[],"Dallas Farmer's Market, Dallas"," Bathroom facilities, Food available for purchase ","For six decades, the Dallas Farmers Market has been a fixture in downtown Dallas. It has grown into a true Texas treasure, as one of the largest public markets of its type in the country. The Dallas Farmers Market is a one-stop shop for all your produce, meat, floral and specialty-food needs. The Market is open 7 days a week from 8:00am to 5:00pm.",5 of 5 stars,"
We came here after going to the Cowtown farmer market in Ft Worth. No comparison to the limited vendors at Cowtown. Large variety and selection of fresh veggies and fruits at reasonable prices at DFM. Friendly vendors all under a long covered building. An enjoyable morning.
"
DallasMomDadKids,Dallas,Dallas, female , 35-49 ,"New Braunfels, TX, USA,Fort Worth, TX, USA,Glen Rose, TX, USA,Galveston, TX, USA,Kerrville, TX, USA,Cedar Creek, TX, USA,Dallas, TX, USA,Plano, TX, USA,Richardson, TX, USA,San Antonio, TX, USA,Schertz, TX, USA,","[u'Family with 3 young children. We go on a few trips a year to have fun and educate the kids. We usually look for a large suite that will accomodate all of us in the same room - with microwave and fridge. Always try to get free contenental breakfast. Always looking for a great pool for the kids. Price is not the biggest factor, but very important. ']","The Ritz-Carlton Spa, Dallas",,,5 of 5 stars,"
A friend gave me a SpaFinder gift card and I wanted the most luxurious experience possible! so I made an appointment for a pedicure at The Spa. It hadn't occurred to me to go early, before my appointment, to take advantage of the facilities, but the woman on the phone was so friendly, she suggested that I go an hour...


More 


"
