name,memberCity,memberCounry,MemberGender,memberAge,CitiesVisited,memberDescription,Activitiy,Type,ownerdesc,rating,review
GenVenne,Montreal,Canada,,,"Montreal, Quebec, Canada,Playa del Carmen, Mexico,Cordoba, Spain,Cassis, France,Mont-Saint-Gregoire, Quebec, Canada,North Hatley, Quebec, Canada,Sainte-Adele, Quebec, Canada,Sainte-Anne-des-Plaines, Quebec, Canada,Aubagne, France,Auxerre, France,Avignon, France,Baie-St-Paul, Quebec, Canada,",[],"Les Agitateurs Gourmands Cooking Class, Montreal",,,,
Fionamtl,Montreal,Canada,,,"Montreal, Quebec, Canada,",[],"Midtown Le Sanctuaire, Montreal",,,5 of 5 stars,
montrecana,Montreal,Montreal, Female ,,"Quarto D'Altino, Italy,Barcelona, Spain,Bayahibe, Dominican Republic,Montreal, Quebec, Canada,Portland, ME, USA,Rome, Italy,",[],"Izba Spa, Montreal",,,,
aliceenvoyage,Paris,France,,,"Montreal, Quebec, Canada,Yangon (Rangoon), Myanmar,Accra, Ghana,Amsterdam, The Netherlands,Avignon, France,Bamako, Mali,Bangkok, Thailand,Bordeaux, France,Brussels, Belgium,Cairo, Egypt,Carcassonne, France,Dakar, Senegal,",[],"Izba Spa, Montreal",,,,
Emy260,Quebec City,Canada,,,"Montreal, Quebec, Canada,",[],"Izba Spa, Montreal",,,,
normanlMontreal,montreal,montreal,,,"Parikia, Greece,Montreal, Quebec, Canada,Naoussa, Greece,Naxos, Greece,Naxos Town, Greece,",[],"Lucky Luc's Caleches, Montreal"," Tours
",,5 of 5 stars,
travelgirlpilot,St. John's,Canada, female , 25-34 ,"St. John's, Newfoundland and Labrador, Canada,Montreal, Quebec, Canada,Orlando, FL, USA,Paradise Island, Bahamas,Boston, MA, USA,Cabo San Lucas, Mexico,Calgary, Alberta, Canada,Cancun, Mexico,Castries, St. Lucia,Daytona Beach, FL, USA,Edmonton, Alberta, Canada,Freeport, Bahamas,",[],"Izba Spa, Montreal",,,,"
In the past 5 years I have visited over 20 spas across Canada and this by far was the most disappointing. It is located in a beautiful hotel, Le Crystal, in Montreal, but the quality of this spa does not match its location. I had the intensive package, in the end my bill was about $300 with tax & tip....


More 


"
shiloSundre,Sundre,Sundre,,,"Montreal, Quebec, Canada,",[],"Lucky Luc's Caleches, Montreal"," Tours
",,,"
Never reserve a caleche with this company as they charge you double for the service. We were in Montreal and there was a line up of empty carriages, but as we had a reservation we had to pay $95 for 1/2 and hour instead of $48 for 1/2 hour, and had to wait for the carriages (two were late) Also,...


More 


"
xAnonymousx118,Montreal,Canada,,,"Montreal, Quebec, Canada,",[],"Lucky Luc's Caleches, Montreal"," Tours
",,,"
I've worked for this company before. The horses are lame and pumped with antiinflammatories and pain killers enough so they don't limp when they walk. Their living conditions are disgusting. You can see that most of the white horses are stained with their own urine because they spend their time resting in their waste due to the lack of investments...


More 


"
angeliqa,Montreal,Canada, Female ,,"Montreal, Quebec, Canada,London, UK,Rome, Italy,New York City, NY, USA,Florence, Italy,Paris, France,Quebec City, Quebec, Canada,Venice, Italy,Milan, Italy,Prague, Czech Republic,Vienna, Austria,Barcelona, Spain,",[],"Lucky Luc's Caleches, Montreal"," Tours
",,,"
People, tourists, locals, workers in Old Montreal .. You are the voices for these overworked abused animals. Please do not put money in the pockets of these shameless disgusting people.. They do not love their animals, if they did they would not work them up to 12 hours a day, in the blistering heat and humidity, unbearable even for humans......


More 


"
StefTinMTL,Montreal,Canada,,,"Bromont, Quebec, Canada,Montreal, Quebec, Canada,San Diego, CA, USA,Las Vegas, NV, USA,",[],"Spa Bora Bora, Montreal"," Spas
",,,"
I saw a great promotion on Groupon for this Spa and thought it would be great to plan a surprise Spa day for my girlfriend and I. I had the coupon and it was to expire in 5 weeks so decided to call and book my appointments. I called and had to leave messages each time. After my 3rd call...


More 


"
Clementine_038,Montreal,Canada,,,"Montreal, Quebec, Canada,Alma, Quebec, Canada,Amsterdam, The Netherlands,Baie-St-Paul, Quebec, Canada,Barcelona, Spain,Bathurst, New Brunswick, Canada,Bromont, Quebec, Canada,Caraquet, New Brunswick, Canada,Cavendish, Prince Edward Island, Canada,Cayo Largo, Cuba,Chambly, Quebec, Canada,Charlottetown, Prince Edward Island, Canada,",[],"Kine-Masso, Montreal",,,,
131AngieS131,Montreal,Canada,,,"Montreal, Quebec, Canada,Playa del Carmen, Mexico,",[],"Spa Orange, Montreal"," Spas
",,,"
First time in Spa Orange and I loved it, the massage was excelente, 60 minutes very relaxing; the sauna room was clean with the right temperature. I had a good service, enought towels, clean sandals. The price I paid with a coupon for Groupon was worth it. I had my insurance receipt before ask and I got a 25$ coupon...


More 


"
TravelloverMontreal,Montreal,Montreal, female , 35-49 ,"Lower Waterford, VT, USA,Puerto Morelos, Mexico,Brossard, Quebec, Canada,Cap Estate, St. Lucia,Montreal, Quebec, Canada,Saint-Alexis-des-Monts, Quebec, Canada,Beirut, Lebanon,Burlington, VT, USA,Cancun, Mexico,Cozumel, Mexico,Holguin, Cuba,Jamaica, Caribbean,",[],"Spa Orange, Montreal"," Spas
",,,"
I am a 39 year old mother of 2 and massages are my guilty pleasure, I've already received over 50 massages in my life and know what a good experience should feel like. I don't even know where to begin to tell you about my experience at Orange Spa.
First of all I've never been to a massage where they...


More 


"
knml911,Montreal,Canada, female , 35-49 ,"Montreal, Quebec, Canada,Freeport, Bahamas,Brossard, Quebec, Canada,Longueuil, Quebec, Canada,Quebec City, Quebec, Canada,Chambly, Quebec, Canada,Guardalavaca, Cuba,Kaprun, Austria,Lakewood Ranch, FL, USA,Las Terrenas, Dominican Republic,Los Angeles, CA, USA,Playa del Carmen, Mexico,",[],"Spa Orange, Montreal"," Spas
",,,"
Been to Spa Orange in April with a friend and we were both very disappointed. The space wasn't clean and worse, the massages really lacked professionalism. In fact, they did not massage us, they just applied oil on us. When I asked to be massaged where my tensions were (neck and shoulders), the masseuse told me to go and consult...


More 


"
kayjei,Montreal,Canada, female , 18-24 ,"Killarney, Ireland,County Clare,Punta Cana, Dominican Republic,Montreal, Quebec, Canada,Bunratty, Ireland,Galway, Ireland,Newmarket-on-Fergus, Ireland,Page, AZ, USA,Swords, Ireland,Las Vegas, NV, USA,New York City, NY, USA,Orlando, FL, USA,",[],"Kine-Masso, Montreal",,,,"
The previous reviewer may have misunderstood a therapeutic massage. Pascal Antonin specializes in deep tissue and therapeutic massage, not meant to be relaxing.
He was very aware of what pressure was or was not bearable for me, and I spoke up to get just what I wanted. Yes, I was bruised the next day, but problem knots and tension were...


More 


"
TravelMuchLately,Montreal,Canada,,,"Montreal, Quebec, Canada,",[],"Spa Orange, Montreal"," Spas
",,,"
We went to this spa recently and were very disturbed to arrive at the spa and to find no one there. There were no customers at all and no staff to greet us. It took a few minutes for a rude man to arrive and give us a brief tour and hand us a dingy towel as well as a...


More 


"
Silver_Sliver,Montreal,Canada, female , 25-34 ,"Montreal, Quebec, Canada,Donegal Town, Ireland,Quebec City, Quebec, Canada,Kingston, Ontario, Canada,Westmount, Quebec, Canada,Burlington, VT, USA,Enniskerry, Ireland,New York City, NY, USA,Toronto, Ontario, Canada,Carrick-on-Shannon, Ireland,Leixlip, Ireland,London, UK,","[u'Longing to travel more - hopefully up next: Chile, Norway, Austria, Japan, and Turkey. Would love to go back to France,and hoping to someday get to Italy, Spain, Portugal and Greece. ']","Spa Orange, Montreal"," Spas
",,,"
All I can say about this spa is that we had a terrible experience there getting a 'vihtu nordic massage'. We were not advised that we had to bring bathing suits (even though we asked ahead of time if we needed to bring anything), so consequently the massage had to be done naked in the sauna with only our panties...


More 


"
Rosephilip,,,,,"Montreal, Quebec, Canada,",[],"Narcisse Aqua Spa & Coiffure, Montreal"," Spas
",,,"
Very rude service from the moment you walk in to the front desk. The place is noisy. I have had lots of great spa experiences, this is the worst place i've been to. Next time i will stick to 'les Bains' spa scandinave in the old port on de la Commune street.
"
Cindy1984_12,Montreal,Canada,,,"Montreal, Quebec, Canada,Beaconsfield, Quebec, Canada,",[],"Narcisse Aqua Spa & Coiffure, Montreal"," Spas
",,,"
Holu rude service! They kept me on hold for a very long time and when I actually spoke to the receptionist Isabel, she was unbelievably rude.
They didnt provide towels for their sauna
And the massage was very poor.
"
playademaya,Montreal,Montreal, female , 25-34 ,"Montreal, Quebec, Canada,Sao Paulo, Brazil,Rio de Janeiro, Brazil,Miami, FL, USA,Delft, The Netherlands,Tilburg, The Netherlands,Amsterdam, The Netherlands,Delray Beach, FL, USA,Omis, Croatia,Paris, France,Zadar, Croatia,Banff National Park, Alberta, Canada,",[],"Narcisse Aqua Spa & Coiffure, Montreal"," Spas
",,,"
I bought the groupon for massage and spa access for 2 people. I called in March to get an appointment and they told me that the earliest I could get the appointment was July 17th! This date was after the groupon expired!!! They were extremely rude on the phone and told me that I would not be allowed to reschedule...


More 


"
Karen231,Montreal,Canada,,,"Montreal, Quebec, Canada,",[],"Narcisse Aqua Spa & Coiffure, Montreal"," Spas
",,,"
I bought a massage and facial for two on Groupon and when I called to book my appointment in January they informed me that they are fully booked until the end of July (immediately after the voucher expires). The owner assured not to worry and that my voucher will be valid at the time of the appointment. When I called...


More 


"
truffe59,Nantes,France,,,"Mont Laurier, Quebec, Canada,Montreal, Quebec, Canada,Mont Tremblant, Quebec, Canada,Nantes, France,",[],"Medical Spa Pari, Montreal",,"Welcome the Medical Spa Pari, the very best in Montreal! Complete range of facial and body skin care treatments!",5 of 5 stars,
Traveller1425,Montreal,Canada, , 35-49 ,"Montreal, Quebec, Canada,Miami Beach, FL, USA,New York City, NY, USA,Mykonos Town, Greece,Fira, Greece,Mykonos, Greece,Athens, Greece,Brooklyn, NY, USA,Laval, Quebec, Canada,Paris, France,Pointe Claire, Quebec, Canada,Saint Julian's, Malta,",[],"Narcisse Aqua Spa & Coiffure, Montreal"," Spas
",,,"
The stylist and owner are highly unprofessional and unskilled. As a customer, you are never right even if your head is burned. I made the mistake of walking in for a routine blowdry before having read the multitude of reviews stating extreme dissatisfaction. The stylist started by asking me inappropriate personal questions. After five minutes into the blowdry, I felt...


More 


"
IrishaI,Montreal,Canada,,,"Montreal, Quebec, Canada,Paris, France,New York City, NY, USA,London, UK,Venice, Italy,Boucherville, Quebec, Canada,Brossard, Quebec, Canada,Dollard-des-Ormeaux, Quebec, Canada,Dorval, Quebec, Canada,Laval, Quebec, Canada,Quebec City, Quebec, Canada,Saint-Tite-des-Caps, Quebec, Canada,",[],"Medical Spa Pari, Montreal",,"Welcome the Medical Spa Pari, the very best in Montreal! Complete range of facial and body skin care treatments!",5 of 5 stars,"
The best Medical Spa in Montreal! Everything about this place is appealing: relaxing atmosphere, beautiful design, friendly staff, healthy products, variety of treatments, professional services , convenient location, and simply wonderful and lovely place ! I made some research and knew that lipomassage is and amazing technology that really diminishes your sizes. And I can tell you it is !...


More 


"
cocotte86,Montreal,Canada, female , 25-34 ,"Montreal, Quebec, Canada,San Francisco, CA, USA,Kairouan, Tunisia,New Orleans, LA, USA,El-Jem, Tunisia,Guardalavaca, Cuba,Venice, Italy,Florence, Italy,Manchester, UK,",[],"Medical Spa Pari, Montreal",,"Welcome the Medical Spa Pari, the very best in Montreal! Complete range of facial and body skin care treatments!",5 of 5 stars,"
I had a groupon and they were mad about it. I came on time and they served me 20 min late. The owner is unwelcoming, cheap, try to charge you extra$ for everything. The machine they used damaged my skin.
"
TeamSasa,Montreal,Canada,,,"Montego Bay, Jamaica,Montreal, Quebec, Canada,",[],"Medical Spa Pari, Montreal",,"Welcome the Medical Spa Pari, the very best in Montreal! Complete range of facial and body skin care treatments!",5 of 5 stars,"
First visit
-After taking off my clothes, we had to change rooms. Annoying.
-I was told that the heating wrap treatment is $20/visit & I could pay on every visit.
-I was given a card to receive a 20% discount to rate your service. When I went on the website, the promotion was EXPIRED. I told different staff members and...


More 


"
carladubois25,Montreal,Canada, Female ,,"Montreal, Quebec, Canada,Boucherville, Quebec, Canada,Brossard, Quebec, Canada,Cole Bay, St Maarten-St Martin,Dorval, Quebec, Canada,Laval, Quebec, Canada,Quebec City, Quebec, Canada,Sainte Agathe des Monts, Quebec, Canada,",[],"Medical Spa Pari, Montreal",,"Welcome the Medical Spa Pari, the very best in Montreal! Complete range of facial and body skin care treatments!",5 of 5 stars,"
I went there encouraging a friend who needed to lose weight considerably for health-related reasons. It surprised me that the spa was inside another shop. It immediately change the mood to be in a clothing store as it made the lipo that she was going to have less scary. She had her lipolaser while i had my nails done and...


More 


"
Lena301,Montreal,Canada,,,"Montreal, Quebec, Canada,Montclair, NJ, USA,Saint Sauveur des Monts, Quebec, Canada,Sainte-Adele, Quebec, Canada,Dollard-des-Ormeaux, Quebec, Canada,",[],"Spa Orehab, Montreal"," Spas
",,,"
Ok we had the coupon with us. We were told not to be late other wise they will charge us. We came on time but had to wait for 15 min and have walk in the mall. They charge you upfront taxes and tips. The receipts are made for the price of the coupon you paid. I think it is...


More 


"
MickeyBoy2020,Montreal,Canada,,,"Montreal, Quebec, Canada,Agra, India,Amsterdam, The Netherlands,Anaheim, CA, USA,Anchorage, AK, USA,Ann Arbor, MI, USA,Athens, Greece,Atlantic City, NJ, USA,Badlands National Park, SD, USA,Balatonfured, Hungary,Banff, Alberta, Canada,Bangkok, Thailand,",[],"Spa Orehab, Montreal"," Spas
",,,"
I had the prepaid voucher and, as several other reviewers here have mentioned, they pull out a binder upon your arrival and proceed to explain that the taxes and a tip of between $24 and $26 dollars need to be paid upfront. I explained that it's the first time that a spa has asked me to tip before the massage,...


More 


"
mysticalb7,Montreal,Canada,,,"Montreal, Quebec, Canada,",[],"Spa Orehab, Montreal"," Spas
",,,"
I bought the deal on teambuy and it was the worst thing I ever spent money on! First of all, they ask you to pay BEFORE the actual massage, something that I never heard of, and it is not supposed to be like that. You give a tip AFTER the service is rendered to you. The receptionist(who was dressed in...


More 


"
TravelAgentMickey,Montreal,Montreal, female , 35-49 ,"Negril, Jamaica,Madrid, Spain,Playa del Carmen, Mexico,Guardialfiera, Italy,Los Cristianos, Spain,Montreal, Quebec, Canada,Playa del Ingles, Spain,Agropoli, Italy,Algeciras, Spain,Amalfi, Italy,Amsterdam, The Netherlands,Antequera, Spain,",[],"Spa Orehab, Montreal"," Spas
",,,"
this is in regards to Tripadvisor , as much as it is a love hate
relationship i have with Tripadvisor i must admit , it sfor people to pick
and choose what they want to believe ....
however i m glad i check up on Spa Orehab, i was ready to buy several
vouchers but after reading all the reviews...


More 


"
Tofes,Montreal,Canada, female , 25-34 ,"Montreal, Quebec, Canada,Stowe, VT, USA,Nuremberg, Germany,Burlington, VT, USA,Granby, Quebec, Canada,Lebanon, NH, USA,Watertown, NY, USA,Agios Nikolaos, Greece,Baie Sainte-Catherine, Quebec, Canada,Colchester, VT, USA,Levis, Quebec, Canada,Playa del Carmen, Mexico,",[],"Spa Orehab, Montreal"," Spas
",,,"
I really regret that I didn't check tripadvisor before going to this horrible place! All things written about that place like the tips, hygiene deficiencies (the same dirty slippers for everybody) and nonprofessional staff are true but, SOMEONE STOLE MY BOYFRIEND'S BOOTS THERE!!!!
They told us to leave them close to the ""reception"" area but when we finished our massage...


More 


"
Isa7305,Montreal,Canada,,,"Montreal, Quebec, Canada,Athens, Greece,Banff, Alberta, Canada,Barcelona, Spain,Beijing, China,Cotonou, Benin,Dominican Republic, Caribbean,Fort Lauderdale, FL, USA,Jinan, China,London, UK,Long Beach, MS, USA,Los Angeles, CA, USA,",[],"Spa Orehab, Montreal"," Spas
",,,"
WORST PLACE EVER !!! Did not even have a blanket for massage...but a simple towel barely big enough to cover my body. No robes, so I had to switch rooms with this little towel around my chest. Made me pay 12% BEFORE services were rendered. Does not even deserve a single star ! Don't waste your time and money at...


More 


"
outtathesnow,Montreal,Canada, female , 35-49 ,"Sherbrooke, Quebec, Canada,Belize City, Belize,Montreal, Quebec, Canada,Coaticook, Quebec, Canada,Gaspe, Quebec, Canada,Magog, Quebec, Canada,Puerto Plata, Dominican Republic,St. Martins, New Brunswick, Canada,Toronto, Ontario, Canada,Akumal, Mexico,Alma, New Brunswick, Canada,Bartlett, NH, USA,",[],"Spa Orehab, Montreal"," Spas
",,,"
We bought groupons for the spa orehab in angrignon mall.
What we spent on it was not worth it for sure. They make you pay tip and tax before and there is a reason for it because there would be very little tipping after.
Worse massage ever. We sat with our feet in water in the entrance and then had...


More 


"
LDarroch,Montreal,Canada, female , 35-49 ,"Mexico City, Mexico,Montreal, Quebec, Canada,Niagara Falls, Ontario, Canada,Orlando, FL, USA,Kennebunkport, ME, USA,Covington, KY, USA,Montpelier, VT, USA,Portland, ME, USA,Toronto, Ontario, Canada,Picton, Ontario, Canada,Las Vegas, NV, USA,Mont Tremblant, Quebec, Canada,",[],"Spa Orehab, Montreal"," Spas
",,,"
Purchased a gift certificate at this spa for my husband for Father's Day on June 11. He called all week to make an appointment, no answer or voicemail. Today he found out why: they packed up and left on Sunday. Mall staff were pissed. And now the credit card dispute fun and games start.
Professionals!
"
carladubois25,Montreal,Canada, Female ,,"Montreal, Quebec, Canada,Boucherville, Quebec, Canada,Brossard, Quebec, Canada,Cole Bay, St Maarten-St Martin,Dorval, Quebec, Canada,Laval, Quebec, Canada,Quebec City, Quebec, Canada,Sainte Agathe des Monts, Quebec, Canada,",[],"Milada Salon Boutique, Montreal",,"Since its inception in 1996, the Salon Boutique Milada has kept up-to-date with the ever-changing technologies that clients have come to know and expect in their treatments.The team at Salon Boutique Milada will follow you through several sessions until you obtain the optimal results and, of course, until you are completely satisfied.",5 of 5 stars,"
I was very happy to find out that we also have Milada closer in Montreal. I went alone just to relax, to forget about work, feel and look great. That is exactly what I got from there, an experienced esthetician that treated my skin for ""microdermabrasion"". I had a couple a session and I feel as if I went back...


More 


"
Hebbig,Montreal,Canada,,,"Montreal, Quebec, Canada,",[],"Avie Spa, Montreal"," Spas
","AVIE Spa - Old Montreal - Located in the Marriott Springhill Suites in a warm and welcoming hospitality in the heart of charming and historic Old Montreal. Avie Spa is a relaxing, pampering, and nourishing environment just for you. We feature some of the finest quality spa products and services including hammam, body treatments, hair cuts, massages, manicures, pedicures, hair removal and so much more!",5 of 5 stars,"
a very quite and personal salon. They did a very thorough job on my manicure and the spa was very comfortable
"
carladubois25,Montreal,Canada, Female ,,"Montreal, Quebec, Canada,Boucherville, Quebec, Canada,Brossard, Quebec, Canada,Cole Bay, St Maarten-St Martin,Dorval, Quebec, Canada,Laval, Quebec, Canada,Quebec City, Quebec, Canada,Sainte Agathe des Monts, Quebec, Canada,",[],"Ideal Body Corps Ideal, Montreal",,,5 of 5 stars,"
A colleague referred us to Ideal Body for weight loss treatments... We got there, the service was great, my friend had a lipomassage, amazing how it works... We have another appointment next week. We are so looking forward to it
"
divachiara,Montreal,Canada,,,"Montreal, Quebec, Canada,New York City, NY, USA,Rome, Italy,Athens, Greece,Paris, France,Cairo, Egypt,Havana, Cuba,Toronto, Ontario, Canada,Akumal, Mexico,Chichen Itza, Mexico,Mont Tremblant, Quebec, Canada,Calgary, Alberta, Canada,",[],"Avie Spa, Montreal"," Spas
","AVIE Spa - Old Montreal - Located in the Marriott Springhill Suites in a warm and welcoming hospitality in the heart of charming and historic Old Montreal. Avie Spa is a relaxing, pampering, and nourishing environment just for you. We feature some of the finest quality spa products and services including hammam, body treatments, hair cuts, massages, manicures, pedicures, hair removal and so much more!",5 of 5 stars,"
I had the hamman experience and it was amazing. The place is very cozy and charming.The staff was very professional.
"
kathynfmom,Toronto,Canada,,,"Montreal, Quebec, Canada,Las Vegas, NV, USA,Miami, FL, USA,Salt Lake City, UT, USA,Toronto, Ontario, Canada,Vancouver, British Columbia, Canada,",[],"Avie Spa, Montreal"," Spas
","AVIE Spa - Old Montreal - Located in the Marriott Springhill Suites in a warm and welcoming hospitality in the heart of charming and historic Old Montreal. Avie Spa is a relaxing, pampering, and nourishing environment just for you. We feature some of the finest quality spa products and services including hammam, body treatments, hair cuts, massages, manicures, pedicures, hair removal and so much more!",5 of 5 stars,"
We were staying in the Springhill Suites.I called to see if I could get in a massage or a pedicure/manicure.Th receptionist told me they were so booked and that all she could squeeze in was a pedicure. I said ok.I got there and was told take my shoes off and then directed to sit down.Not offered a water nothing! I...


More 


"
beantownchick,Boston,Massachusetts, Female ,,"Boston, MA, USA,Chicago, IL, USA,Oak Bluffs, MA, USA,Miami Beach, FL, USA,Montreal, Quebec, Canada,Isla Verde, Puerto Rico,New York City, NY, USA,Brookline, MA, USA,Cambridge, MA, USA,Cancun, Mexico,Lowlands, Trinidad and Tobago,Miami, FL, USA,",[],"Avie Spa, Montreal"," Spas
","AVIE Spa - Old Montreal - Located in the Marriott Springhill Suites in a warm and welcoming hospitality in the heart of charming and historic Old Montreal. Avie Spa is a relaxing, pampering, and nourishing environment just for you. We feature some of the finest quality spa products and services including hammam, body treatments, hair cuts, massages, manicures, pedicures, hair removal and so much more!",5 of 5 stars,"
Excellent staff. I've done hammam in many cities. Its one of the first things I look for when I travel. I truly enjoyed the experience. If you've never done a hammam this is a great introduction. The sauna is private and they give add ons that you wouldn't get in some places. I wouldn't recommend it for a large group...


More 


"
carladubois25,Montreal,Canada, Female ,,"Montreal, Quebec, Canada,Boucherville, Quebec, Canada,Brossard, Quebec, Canada,Cole Bay, St Maarten-St Martin,Dorval, Quebec, Canada,Laval, Quebec, Canada,Quebec City, Quebec, Canada,Sainte Agathe des Monts, Quebec, Canada,",[],"Avie Spa, Montreal"," Spas
","AVIE Spa - Old Montreal - Located in the Marriott Springhill Suites in a warm and welcoming hospitality in the heart of charming and historic Old Montreal. Avie Spa is a relaxing, pampering, and nourishing environment just for you. We feature some of the finest quality spa products and services including hammam, body treatments, hair cuts, massages, manicures, pedicures, hair removal and so much more!",5 of 5 stars,"
This downtown spa is a great stop when you are in Montreal. I took my aunt there while she was on holidays in Montreal and she just loved it. She had massages and Avie Regenerating facial for an affordable price. She walked out of there smiling. I was proud to have chosen Avie
"
marccharbonault,Johannesburg,South Africa, male , 35-49 ,"Montreal, Quebec, Canada,Dollard-des-Ormeaux, Quebec, Canada,Johannesburg, South Africa,Laval, Quebec, Canada,Sainte Agathe des Monts, Quebec, Canada,Toronto, Ontario, Canada,Paris, France,",[],"Avie Spa, Montreal"," Spas
","AVIE Spa - Old Montreal - Located in the Marriott Springhill Suites in a warm and welcoming hospitality in the heart of charming and historic Old Montreal. Avie Spa is a relaxing, pampering, and nourishing environment just for you. We feature some of the finest quality spa products and services including hammam, body treatments, hair cuts, massages, manicures, pedicures, hair removal and so much more!",5 of 5 stars,"
My wife dragged me with her to Avie, we both had massages, but I did not expect to feel so relaxed after that massage. My wife of course said ""I told you so"", I had to admit she was right. the service is amazing, I'll definitely go back as soon as I am in Toronto
"
