name,memberCity,memberCounry,MemberGender,memberAge,CitiesVisited,memberDescription,Activitiy,Type,ownerdesc,rating,review
Kit-enville,,,,,"Portrush, UK,St Helier, UK,Birmingham, UK,Jakarta, Indonesia,London, UK,Mijas, Spain,Paris, France,Telford, UK,Topsham, UK,",[],"Le Comptoir Paris Marrakech, Paris",,,,"
If you are over 5' 6"" tall and enjoy reasonable food, then this restaurant is not for you. The chairs and tables are so low to the ground, you need to be an agile acrobat to get in and out of the seats. Anyone over forty five with a dodgy hip is in trouble. The staff are pleasant and the...


More 


"
Troyalabama,Mobile,Alabama,,,"London, UK,Munich, Germany,Paris, France,",[],"Gray Line Grand Louvre Evening Walking Tour, Paris",,"Gray Line Paris offers world-class sightseeing tours from a few hours to a full day. Discover the city via double decker bus, glass roof boat, mini-bus, walking tours and more. Or get outside the city to explore French countryside gems like Versailles, Champagne, Mont Saint Michel, Normandy, Marseilles, the castles of the Loire River Valley and more. Taste the French joie de vivre with Gray Line!",5 of 5 stars,"
Me and my wife did a tour of the Louvre on the evening and was amazed how romantic and fantastic doing this tour on the evening was. I recommend this to anyone who visits Paris.
"
Lubbock54,Lubbock,Texas, male , 50-64 ,"Lubbock, TX, USA,Cancun, Mexico,Paris, France,Barcelona, Spain,Madrid, Spain,Santa Fe, NM, USA,Cali, Colombia,Fort Lauderdale, FL, USA,Glendale, CA, USA,San Antonio, TX, USA,Dana Point, CA, USA,Rio de Janeiro, Brazil,",[],"Gray Line Grand Louvre Evening Walking Tour, Paris",,"Gray Line Paris offers world-class sightseeing tours from a few hours to a full day. Discover the city via double decker bus, glass roof boat, mini-bus, walking tours and more. Or get outside the city to explore French countryside gems like Versailles, Champagne, Mont Saint Michel, Normandy, Marseilles, the castles of the Loire River Valley and more. Taste the French joie de vivre with Gray Line!",,"
Very bad experience .,unreliable paid for 3 days tour ,we arrived to there location ,no tour on that day ,this is after we confirmed it the day before .DON'T BOOK ANYTHING ON LINE WITH THEM.
GOOD LUCK GETTING YOUR REFUND .
"
,,,,,,[],"My bus France, Paris",,,,
meekone,Myerstown,Pennsylvania, male , 50-64 ,"Masai Mara National Reserve, Kenya,Hershey, PA, USA,Chinle, AZ, USA,Paris, France,Elizabethtown, PA, USA,Kruger National Park, South Africa,Lebanon, PA, USA,Lexington, VA, USA,Mikumi National Park, Tanzania,Okavango Delta, Botswana,Pointe-a-Pitre, Guadeloupe,Scottsdale, AZ, USA,",[],"Gray Line Grand Louvre Evening Walking Tour, Paris",,"Gray Line Paris offers world-class sightseeing tours from a few hours to a full day. Discover the city via double decker bus, glass roof boat, mini-bus, walking tours and more. Or get outside the city to explore French countryside gems like Versailles, Champagne, Mont Saint Michel, Normandy, Marseilles, the castles of the Loire River Valley and more. Taste the French joie de vivre with Gray Line!",,"
This tour was a problem from the start. There was very little organization with five groups doing the same tour on different busses but also no planning for handicapped or mobility challenged passengers; NO NOTE is made of this in the tour description!
The tour was scheduled to depart at 6:15. The river Cruise was to begin at 7 PM...


More 


"
Alexbr95,Cergy,France,,,"Paris, France,",[],"Hammam le Cygne Noir, Paris",,,,
leelas1,Maisons-Alfort,France, female , 50-64 ,"Paris, France,Palma de Mallorca, Spain,Maisons-Alfort, France,Creteil, France,Villeneuve-Loubet, France,Marne-la-Vallee, France,Menton, France,Verneuil-sur-Avre, France,Chatou, France,Palmanova, Spain,Porto Colom, Spain,Alfortville, France,",[],"Hammam le Cygne Noir, Paris",,,,
Lilianjoly,Sorocaba,SP, female , 25-34 ,"Paris, France,Sao Paulo, Brazil,Cahors, France,Amboise, France,Puerto Montt, Chile,Centre,Chambord, France,Chenonceaux, France,Praia dos Carneiros, Brazil,Puerto Varas, Chile,Santiago, Chile,Versailles, France,",[],"Paris Tours Guide - Private Day Tours, Paris",,,5 of 5 stars,
ThaisHelena,Sao Paulo,SP, Female ,,"Paris, France,Buenos Aires, Argentina,Las Vegas, NV, USA,Cancun, Mexico,Venice, Italy,Los Angeles, CA, USA,Marne-la-Vallee, France,Santa Monica, CA, USA,Abu Dhabi, United Arab Emirates,Amsterdam, The Netherlands,Avare, Brazil,Balneario Camboriu, Brazil,",[],"Villa Saint Honore, Paris"," Spas
",,5 of 5 stars,
TREARD,Creteil,France,,,"Paris, France,",[],"Spatitud Etoile, Paris"," Spas
",,5 of 5 stars,
Kinnoo,San Francisco,San Francisco,,,"Paris, France,Puerto Vallarta, Mexico,Nice, France,Barcelona, Spain,Salvador, Brazil,Aix-en-Provence, France,Palm Springs, CA, USA,Cabo San Lucas, Mexico,Monaco-Ville, Monaco,Monte-Carlo, Monaco,Giverny, France,Bayeux, France,",[],"Paris Tours Guide - Private Day Tours, Paris",,,,"
The guide was not a licensed guide in France and was hassled by the Federation of National guides and told us he was working illegal. You need a license to be a guide in Paris !!!
"
oliviaMparis,Paris,France,,,"Paris, France,",[],"Spatitud Etoile, Paris"," Spas
",,5 of 5 stars,
Estellia,Paris,France, female , 25-34 ,"Paris, France,Geneva, Switzerland,Shanghai, China,Soings-en-Sologne, France,Venice, Italy,Seville, Spain,Blois, France,Beijing, China,Saint-Victor, France,Montieramey, France,Las Vegas, NV, USA,Amiens, France,","[u""J'adore voyager et visiter de nouveaux pays. Curieuse de nature j'aime voir comment les habitants des autres pays vivent... ""]","Spatitud Etoile, Paris"," Spas
",,5 of 5 stars,
Sylvana06,Franconville,France, female , 18-24 ,"Berlin, Germany,Milan, Italy,Paris, France,Agra, India,Rethymnon, Greece,Strasbourg, France,Annecy, France,Brighton, UK,Carnac, France,Deauville, France,Franconville, France,Jaipur, India,",[],"Spatitud Etoile, Paris"," Spas
",,,
williamrobertson2013,Louisville,Kentucky, male , 65+ ,"London, UK,Paris, France,",[],"Paris Day Trip Private Tours, Paris"," Tours
","Paris day trip provides private guided tours and excursions from paris to the outskirts. Our guides are seasoned, experienced and licensed, these are the essentials to work for us. Obviously versailles and city tours are the most solicited ones but we provide also some off the road excursions like chantilly or la malmaison. We also provide airport and station pickups and drop-offs.",5 of 5 stars,"
we are from the USA and visited england, scotland, and wales. with only a 2+ hour train trip
under the channel, and a guided tour of paris. we booked with golden tours for a busy but
not rushed visit to see most of the famous sites, including a trip to the louve and saw the
mona lisa !! we were...


More 


"
KiwiLynda15,Wellington,New Zealand,,,"London, UK,Cregneash, UK,Paris, France,Maughold, UK,Hever, UK,Castletown, UK,Tavistock, UK,Woodstock, UK,Oxford, UK,Douglas, UK,Jerez De La Frontera, Spain,Camelford, UK,",[],"Paris Day Trip Private Tours, Paris"," Tours
","Paris day trip provides private guided tours and excursions from paris to the outskirts. Our guides are seasoned, experienced and licensed, these are the essentials to work for us. Obviously versailles and city tours are the most solicited ones but we provide also some off the road excursions like chantilly or la malmaison. We also provide airport and station pickups and drop-offs.",5 of 5 stars,"
Our hotel (Hotel Relais Bosquet) suggested this trip to us when we asked if they could recommend a sightseeing tour of Paris. It was our first ever trip to Paris and we wanted to make the most of our 36-hour stay.
We did the eight-hour tour (which included a 2-hour guided tour of the Louvre) on Wednesday 2nd October.
Our...


More 


"
2foodies15,Philadelphia,Pennsylvania,,,"Oranjestad, Aruba,Paris, France,Palm - Eagle Beach, Aruba,Grand Case, St Maarten-St Martin,Willemstad, Curacao,Aruba, Caribbean,",[],"Paris Day Trip Private Tours, Paris"," Tours
","Paris day trip provides private guided tours and excursions from paris to the outskirts. Our guides are seasoned, experienced and licensed, these are the essentials to work for us. Obviously versailles and city tours are the most solicited ones but we provide also some off the road excursions like chantilly or la malmaison. We also provide airport and station pickups and drop-offs.",5 of 5 stars,"
We are from the USA and we visited Paris with another couple. Our day in London was booked online through Viator. We found this day to be very confusing and time inefficient. We boarded a bus at City Vision and traveled to the Gare Nord station to ride the Eurostar to London. This leg of our journey was the opportune...


More 


"
texquill,Dallas,Texas, male , 65+ ,"Dallas, TX, USA,Richardson, TX, USA,Amarillo, TX, USA,Amsterdam, The Netherlands,Fort Worth, TX, USA,Addison, TX, USA,Bruges, Belgium,New Braunfels, TX, USA,San Ignacio, Belize,San Pedro, Belize,Canyon, TX, USA,Euless, TX, USA,",[],"Paris Day Trip Private Tours, Paris"," Tours
","Paris day trip provides private guided tours and excursions from paris to the outskirts. Our guides are seasoned, experienced and licensed, these are the essentials to work for us. Obviously versailles and city tours are the most solicited ones but we provide also some off the road excursions like chantilly or la malmaison. We also provide airport and station pickups and drop-offs.",5 of 5 stars,"
My wife and I arranged two layovers in Paris while traveling to and from southern Africa.
On the first layover, Gustavo picked us up at CDG and drove us to Reims, where we explored the Cathedral, the Moet et Chandon cellars, and the surrounding countryside. What a beautiful and interesting area.
Gustavo's knowledge of the area and great narrative made...


More 


"
fashionsunrise,Paris,France,,,"Paris, France,Athens, Greece,Bruges, Belgium,Brussels, Belgium,Fort-de-France, Martinique,Granada, Spain,Krakow, Poland,London, UK,Madrid, Spain,Malaga, Spain,Marne-la-Vallee, France,Marrakech, Morocco,",[],"Rituel des Sens, Paris"," Spas
","Rituel des Sens Spa, a piece heaven locatedin the heart of Paris, only a few steps away from famous landmarks such as the National Bourse or the Opera House; is the perfect solution to your well-being.Your personalized program: facial and body care, massages (for one or two person in the same room)",,
elior,paris,paris, female , 50-64 ,"Paris, France,Tel Aviv, Israel,Rome, Italy,Honolulu, HI, USA,San Vito lo Capo, Italy,San Francisco, CA, USA,Santa Monica, CA, USA,Aix-en-Provence, France,Florence, Italy,Trieste, Italy,Alghero, Italy,Los Angeles, CA, USA,",[u'petit budget hotel parfait calme et propreloin du trafic '],"Gymnase Club, Paris",,,,
myrti,Mennecy,France, female , 35-49 ,"Nissaki, Greece,Paris, France,Evry, France,Denia, Spain,Lisses, France,Valras-Plage, France,Mennecy, France,Ormoy, France,Villabe, France,Le Coudray Montceaux, France,Sainte-Genevieve-des-Bois, France,Moissy-Cramayel, France,",[],"Benjalong Thai, Paris",,,,
IWM999,Lismore,Australia,,,"Paris, France,Hanoi, Vietnam,Roissy-en-France, France,",[],"Hammam Sauna de Paris, Paris",,,,"
There is a great difference between stated charm and value for money. For Euros spent this operation is an absolute rip off. The exfoliation was only adequate and the massage (what massage?) was a half hearted attempt that involved a generous covering of the body with oil and a less than systematic workout down the body. Save your money for...


More 


"
philippet235,Paris,France, male , 50-64 ,"Paris, France,Venice, Italy,Denali National Park and Preserve, AK, USA,Palma de Mallorca, Spain,Reine, Norway,Auch, France,Boverdalen, Norway,Brasov, Romania,Cape Town Central, South Africa,Honningsvag, Norway,Midoun, Tunisia,Lavardens, France,",[],"L'Institut du Bac, Paris",,,,
cupcakeBangkok,Paris,France, female , 35-49 ,"Paris, France,Bangkok, Thailand,Barcelona, Spain,Strasbourg, France,Montalcino, Italy,Bophut, Thailand,Cambridge, MA, USA,Cumiana, Italy,Hua Hin, Thailand,London, UK,Moncalieri, Italy,Mortagne-au-Perche, France,",[],"Romeo-Juliette Salon, Paris",,,,"
Don't waste your time or money.
The Salon offered a package with a facial, hair wash and style. The facial was okay, bare minimum in effort and products. I was cold and asked for a blanket. They didn't have one; got a tiny towel instead that covered my chest. Most facials involve steam; this one didn't. Essentially, it was taking...


More 


"
guilltes,Paris,France, male , 25-34 ,"Nantes, France,Djerba Island, Tunisia,Paris, France,Akbuk, Turkey,London, UK,La Roche-sur-Yon, France,Les Epesses, France,Rennes, France,Ajaccio, France,Alanya, Turkey,Amsterdam, The Netherlands,Antalya, Turkey,",[],"Cinq Mondes Paris, Paris"," Spas
",,5 of 5 stars,
SisalukYN,Paris,France, female , 25-34 ,"Nong Thale, Thailand,Dubai, United Arab Emirates,Paris, France,Ao Nang, Thailand,Boulogne-Billancourt, France,",[],"Cinq Mondes Paris, Paris"," Spas
",,5 of 5 stars,
dirlo5,thiais,thiais,,,"Paris, France,Rouilly Sacey, France,Madrid, Spain,San Teodoro, Italy,",[],"Cinq Mondes Paris, Paris"," Spas
",,5 of 5 stars,
brubru13,Marseille,France,,,"Marseille, France,Paris, France,",[],"Cinq Mondes Paris, Paris"," Spas
",,,
HeleneF21,Paris,Paris, female , 35-49 ,"Paris, France,Lisbon, Portugal,London, UK,Berlin, Germany,Warsaw, Poland,Assisi, Italy,Nocera Umbra, Italy,Saint-Malo, France,Aix-en-Provence, France,Ansouis, France,Antwerp, Belgium,Antwerp Province,",[],"Cinq Mondes Paris, Paris"," Spas
",,,
Valeriebaha,,,,,"Mandelieu-la-Napoule, France,Paris, France,Cannes, France,Biscarrosse, France,Blegny, Belgium,Cagnes-sur-Mer, France,Juan-les-Pins, France,Les Orres, France,Monaco-Ville, Monaco,Monte-Carlo, Monaco,Voreppe, France,",[],"Cinq Mondes Paris, Paris"," Spas
",,,
WaiLine,,,,,"Paris, France,Bangkok, Thailand,Barcelona, Spain,Lagos, Portugal,New York City, NY, USA,Chaweng,Chiang Mai, Thailand,Montreal, Quebec, Canada,Bophut, Thailand,Deauville, France,Etretat, France,Evry, France,",[],"Cinq Mondes Paris, Paris"," Spas
",,,
Trueparisian,Paris,France,,,"Paris, France,Marne-la-Vallee, France,Montreal, Quebec, Canada,Bordeaux, France,Glacis, Seychelles,Orlando, FL, USA,Quebec City, Quebec, Canada,Hong Kong, China,Lyon, France,Chessy, France,Durham, UK,Issy-les-Moulineaux, France,",[],"Cinq Mondes Paris, Paris"," Spas
",,,"
I confess I am pretty demanding when it comes to the quality of a spa. Having been to magnificient spas around the world, I am always ready to try a new one. I was therefore thrilled when I received, for my birthday, a gift card from my friends for a treatment at Cinq Mondes.
I promptly booked a facial and...


More 


"
Estellia,Paris,France, female , 25-34 ,"Paris, France,Geneva, Switzerland,Shanghai, China,Soings-en-Sologne, France,Venice, Italy,Seville, Spain,Blois, France,Beijing, China,Saint-Victor, France,Montieramey, France,Las Vegas, NV, USA,Amiens, France,","[u""J'adore voyager et visiter de nouveaux pays. Curieuse de nature j'aime voir comment les habitants des autres pays vivent... ""]","Romeo-Juliette Salon, Paris",,,,
tishaLR,Paris,France, female , 35-49 ,"Paris, France,Sainte Rose, Guadeloupe,",[],"Benjalong Thai, Paris",,,,
Catwoman97420,Paris,France, female , 35-49 ,"Bangkok, Thailand,Paris, France,",[],"Rituel des Sens, Paris"," Spas
","Rituel des Sens Spa, a piece heaven locatedin the heart of Paris, only a few steps away from famous landmarks such as the National Bourse or the Opera House; is the perfect solution to your well-being.Your personalized program: facial and body care, massages (for one or two person in the same room)",,
MikeMaryland,Maryland,Maryland, male , 35-49 ,"Paris, France,Yarmouth Port, MA, USA,Makati, Philippines,New York City, NY, USA,",[],"Les Bains du Marais, Paris"," Spas
",,5 of 5 stars,"
On February 10, 2007 I went to the bains having made an appointment some weeks before. They had no trace of the reservation. The place was packed and they seemed intent on squeezing as many people as possible into already cramped and ill maintained spaces. The bath never led to a hammam treatment and the subsequent massage was to be...


More 


"
CipoJulie,Paris,France,,,"Paris, France,",[],"Les Bains du Marais, Paris"," Spas
",,5 of 5 stars,"
I took an appointment on Sunday afternoon.
I got my treatments with a delay of 45 mins.
Very poor sanitation and hygiene level.
The most painful, dirty and expensive place to get waxed.
Two good points: the tea they served you before the treatment, you can have a shower before to leave the SPA.
"
Nathy0808,Paris,France,,,"Lyon, France,Paris, France,Arles, France,Bordeaux, France,Denpasar, Indonesia,Jimbaran, Indonesia,Levallois-Perret, France,Ohrid, Republic of Macedonia,Singapore, Singapore,Skopje, Republic of Macedonia,",[],"Rituel des Sens, Paris"," Spas
","Rituel des Sens Spa, a piece heaven locatedin the heart of Paris, only a few steps away from famous landmarks such as the National Bourse or the Opera House; is the perfect solution to your well-being.Your personalized program: facial and body care, massages (for one or two person in the same room)",,
Emygr,,,,,"Antibes, France,Paris, France,Toulouse, France,",[],"Rituel des Sens, Paris"," Spas
","Rituel des Sens Spa, a piece heaven locatedin the heart of Paris, only a few steps away from famous landmarks such as the National Bourse or the Opera House; is the perfect solution to your well-being.Your personalized program: facial and body care, massages (for one or two person in the same room)",,
so-sojourner,Bloomington,Indiana, male , 65+ ,"Bloomington, IN, USA,New York City, NY, USA,Hong Kong, China,Indianapolis, IN, USA,New Brunswick, NJ, USA,Paris, France,Toronto, Ontario, Canada,Granada, Spain,Tampa, FL, USA,Chiang Mai, Thailand,Cordoba, Spain,Koka, Japan,",[],"Les Bains du Marais, Paris"," Spas
",,5 of 5 stars,"
My wife and I had been going to Les Bains once or twice a year, when we visited Paris, sometimes notifying them via email of our schedule, and asking for an appointment. The last three or four times, the emails have not been answered (even though I used their website contact information). I can only assume that their business is...


More 


"
darlinglisa,El Dorado Hills,California, female , 50-64 ,"Paris, France,Folsom, CA, USA,El Dorado Hills, CA, USA,Santa Barbara, CA, USA,Puako, HI, USA,Cabo San Lucas, Mexico,Placerville, CA, USA,Sacramento, CA, USA,Saint Symphorien le Chateau, France,Chartres, France,Central Saanich, British Columbia, Canada,Mont-St-Michel, France,","[u'I love to travel! I love getting spa treatments when I travel and I am always looking for saunas and steam rooms at the places I stay at. I like having food and coffee close by at the places I stay. I enjoy romantic getaways with my husband, and I also have taken my now grown kids on many family friendly trips as well. We have grandkids now ,so future trips will cater to small children.I prefer 4 and 5 star resorts, but I also love to experience places that have character and old charm! ']","Les Bains du Marais, Paris"," Spas
",,5 of 5 stars,"
This place is a little treasure hidden in the Marais district which I highly reccommend to anyone who needs a massage,steam,pedicure,relaxation and more!! The men at the front desk were very friendly and even gave me a free skin care gift as I left. The ambience of the spa is great! The lighting is perfect, the massage by Nancy was...


More 


"
juanthewave,Denver,Colorado, female , 50-64 ,"New Delhi, India,Vancouver, British Columbia, Canada,Denver, CO, USA,London, UK,Varanasi, India,Dominical, Costa Rica,Hong Kong, China,Paris, France,Toronto, Ontario, Canada,Cape Panwa, Thailand,Chiang Mai, Thailand,Ojochal, Costa Rica,",[],"Les Bains du Marais, Paris"," Spas
",,,"
Don't get fooled by the rather authentic looking lobby. Once you descend into their ""spa"" it is immediately apparent how poorly this place is maintained. The tiny locker room floor is wet and had lots of hair on it...no dry place to dress. You are given a locker key and in the locker is a robe, 1 towel and rubber...


More 


"
presley2014,Paris,France,,,"Sao Paulo, Brazil,Paris, France,Albufeira, Portugal,Amsterdam, The Netherlands,Angra Dos Reis, Brazil,Antibes, France,Antonina, Brazil,Antwerp, Belgium,Arraial d'Ajuda, Brazil,Aruba, Caribbean,Asuncion, Paraguay,Athens, Greece,",[],"Les Bains du Marais, Paris"," Spas
",,,"
I choose to go in exclusive woman's day, when I'm taking my shower i heard mens voices there was 2 men in the changing room naked !!! when i complain before pay a very expensive bill, the owner who is very rude said he couldn't do anything eve not apologize!? The place is not very clean and the shower was...


More 


"
Icarus888,Paris,France,,,"Paris, France,Amsterdam, The Netherlands,Bern, Switzerland,Geneva, Switzerland,Guangzhou, China,London, UK,Montreal, Quebec, Canada,Shenzhen, China,Turin, Italy,",[],"Spa Le Cercle, Paris",,,,
Linette94,,,,,"Pornichet, France,Cabourg, France,Dives-sur-Mer, France,Paris, France,",[],"Omnisens, Paris",,,,
Heilavh,Newcastle,South Africa, female , 50-64 ,"Johannesburg, South Africa,Cape Town Central, South Africa,Paris, France,Sandton, South Africa,Newcastle, South Africa,Beaune, France,Robertson, South Africa,Adare, Ireland,Blackpool, UK,Buenos Aires, Argentina,Camps Bay, South Africa,Istanbul, Turkey,",[u'i work for Discovery as a Vitality Integration Spesialist . i also do Wellnes Work shops and love to travel as a hobby and for recreation! '],"Spa at The Westin Paris, Paris",,,,"
I expected more, since everyone said the spa was brilliant. For me it was just average. There was a misunderstanding about the treatment and the price, of cause I paid the difference. So beware, check in advance!
"
Argillian,monza,monza,,,"London, UK,Paris, France,New York City, NY, USA,Port Hardy, British Columbia, Canada,Rome, Italy,Ljubljana, Slovenia,La Thuile, Italy,Lerici, Italy,San Francisco, CA, USA,Venice, Italy,Florence, Italy,Las Vegas, NV, USA,",[],"Aqua Saint Paul, Paris"," Spas
",,,"
From the web site it looks like a great spa - but it is very small and very tired. Your first impression in the changing rooms is ""where the hell have I landed up"". The sauna is nice but the rest of the place is a small rabbit warren where paint is chipped and peeling and the tiles could do...


More 


"
thamos2013,Compiegne,France,,,"Paris, France,",[],"Aqua Saint Paul, Paris"," Spas
",,5 of 5 stars,
Flaneuse1,Paris,Paris, Female ,,"Paris, France,Hong Kong, China,Brisbane, Australia,London, UK,Rio de Janeiro, Brazil,Rome, Italy,Sydney, Australia,New Orleans, LA, USA,Rotorua, New Zealand,Dublin, Ireland,Meduno, Italy,Monte-Carlo, Monaco,",[],"Sultane de Saba, Paris","


",,,"
For the past two and a half years, I have been a regular client at Sultane de Saba as it is located 2 minutes from my home and usually the service is good.
So, it was only natural that I decided to book in for various beauty treatments prior to my three year anniversary that weekend with my partner. Arriving...


More 


"
Petisco,Lausanne,Switzerland, female , 25-34 ,"Marrakech, Morocco,Athens, Greece,Budapest, Hungary,Las Vegas, NV, USA,Los Angeles, CA, USA,Paris, France,Lausanne, Switzerland,Milan, Italy,Catania, Italy,Solothurn, Switzerland,St. Petersburg, Russia,Camp De Mar, Spain,",[],"le Bateau Alizee, Paris"," Boat Tours
",,,"
Unfortunately we booked a place in this boat to celebrate the new year eve. We paid a really expensive ticket which suposely included: cocktail food, 5 drinks and one exclusive table with 1 bottle of champagne and of course navegate through the Seine River in Eiffel tower direction from Gare de Lyon.
We could never eat as there was not...


More 


"
Fulopy,,,,,"Paris, France,Jerusalem, Israel,Dead Sea Region,Marne-la-Vallee, France,Quebec City, Quebec, Canada,Amsterdam, The Netherlands,Bali, Indonesia,Barcelona, Spain,Berlin, Germany,Boston, MA, USA,Bruges, Belgium,Brussels, Belgium,",[],"Evasion Verte, Paris",,,,
