name,memberCity,memberCounry,MemberGender,memberAge,CitiesVisited,Countriesvisited,memberDescription,Activitiy,Type,ownerdesc,rating,review
Xandrandia,Providence,Rhode Island,,,"['boston', ' ma', 'lower waterford', ' vt', 'akumal', 'amsterdam', 'anchorage', ' ak', 'antalya', 'arlington', ' va', 'athens', 'auckland', 'bar harbor', ' me', 'barcelona', 'bath']","[' usa', ' mexico', ' the netherlands', ' turkey', ' greece', ' new zealand', ' spain', ' uk']",[],"Boston Urban Adventures, Boston",N/A,,5 of 5 stars,"Despite extreme heat, we had a great time. The pizza was abundant and delicious and the guide was extremely knowledgeable about the past and present history of the area. A great tour even if you are a local!"
sd1974,San Diego,San Diego,,,"['san diego', ' ca', 'tucson', ' az', 'kapolei', ' hi', 'ogunquit', ' me', 'honolulu', ' hi', 'island of hawaii', ' hi', 'lihue', ' hi', 'palm desert', ' ca', 'waimea', ' hi', 'boston', ' ma', 'cathedral city', ' ca', 'hilton head', ' sc']",[' usa'],[],"Boston Urban Adventures, Boston",N/A,,3 of 5 stars,"We took this tour recently on a rainy day. We had two great slices of pizza. The 3rd stop was not a restaurant, but a bar, so the pizza was subpar. Our guide was a last minute sub who did not give too much history of the North end, and in fact read most of what he talked about from pages he had with him. He walked ahead of our group and spoke facing forward so we missed a lot of what he had to say. He was a local who did share some interesting local lore. At the last pizza stop, he abruptly got up, said goodbye and walked out, leaving us sitting there. I don't feel the value is there with this tour"
arthur055302,New York City,New York,,,"['boston', ' ma', 'las vegas', ' nv', 'los angeles', ' ca', 'miami', ' fl', 'miami beach', ' fl', 'new york city', ' ny', 'peach springs', ' az', 'san francisco', ' ca', 'toronto', ' ontario', 'yosemite national park', ' ca']","[' usa', 'hualapai reservation', ' canada']",[],"Boston Urban Adventures, Boston",N/A,,5 of 5 stars,"
The tour features three different styles of pizza and a walk around the North End. I learned quite a bit about the history of pizza while enjoying the historical sites in the area. I highly recommend the tour!
"
EmilyGilbert,Sherbrooke,Canada, female , 25-34 ,"['boston', ' ma', 'sherbrooke', ' quebec', 'bromont', ' quebec', 'somerville', ' ma']","[' usa', ' canada']",[],"Boston Urban Adventures, Boston",N/A,,5 of 5 stars,"Mon mari et moi somme alle le 24 octobre et ctait vraiment plus intressant que ce quon croyait! Le guide tait vraiment gentil et semblait en connaitre beaucoup sur Boston and nous racontait des choses plutt drles quon ignorait, malgr quon avait dj fait un autre tour avant celui-l. Malheureusement je ne me rappelle plus de son nom. On a mang au total 3 pointes de pizza et entre chaque, on avait un paquet dinformation sur Boston. On a visit la petite Italie et dautres choses qui navaient rien  voir avec la pizza mais qui taient trs intressante. Nous recommandons vraiment ce tour!"
Tinktooo,New Orleans,Louisiana,,,"['boston', ' ma', 'marblehead', ' ma', 'anaheim', ' ca', 'antigua', 'aspen', ' co', 'atlantic city', ' nj', 'baltimore', ' md', 'bar harbor', ' me', 'barbados', 'bermuda', 'cancun', 'cape may', ' nj']","[' usa', ' antigua and barbuda', ' caribbean', ' mexico']",[],"Boston Urban Adventures, Boston",N/A,,1 of 5 stars,"I would give ZERO stars if that were possible and I am not a person that takes pleasure in writing a negative review, but I am compelled to do so because of how badly this tour was handled and administered. For the price of $57 per adult (the most expensive Boston tour this firm offers) we were expecting a wonderful, fun time, filled with historical information. What we received could not have been further from that. The employees at the bike shop that are in charge of this tour could not have been less enthusiastic. The college student who gave the tour knew very little about the American Revolution and 2 out of the 3 bars we were taken to served us some horrible lite beer (they would not tell us the name of) and they were not historic places! We spent more time talking about the Breaking Bad finale that was playing that night that the tour guide couldn't wait to get back to his dorm to watch. At one of the bars the guide would not let us look at the table placemats because that was all he was going to tell us about the place and even then the placemat had MORE information than he did! When we asked about the snack we were supposed to receive he said that people have asked him about that before but it is not something they have ever supplied and it was not a part of the package - even though we told him it was listed on the website.
One of the bars we were taken to was directly across the street from one of the oldest bars in America. We were told that the bar we went to instead had the oldest NAME - what?! It was obvious that the local tour company took us to the places they could get the best deal (read that more profits) for themselves and did not care about living up to the tour description.
This tour is an excellent idea for Boston, but Intrepid Travels US partner that is administering it is horrible. I have provided the same feedback directly to the company. I unfortunately have to say - Stay away and save your money for one of the better tours in Boston!"
TAmo1132,Newton,Massachusetts,,,"['boston', ' ma', 'somerville', ' ma', 'wells', ' me']",[' usa'],[],"Bella Sante Day Spa Med Spa, Boston",N/A,,5 of 5 stars,I love spas. This place is a good value as compaired to others on the street. I had their signature treatments- a facial and massage- couldn't have been better and I disagree witht the last reviewer around the front desk people. Thought they were great. I feel like I have some good spa experience since I visit a lot of spas- and I'm not sure why anyone would complaine. This place was clean - people were nice- my treatment people were very experienced and I will be going back in November with a few friends for a birthday (Bella Sante is going to provide food and treats for us!!) This place is fantastic.
Gwenag,Newark,Delaware, female , 50-64 ,"['new york city', ' ny', 'paris', 'london', 'brussels', 'alexandria', ' va', 'boston', ' ma', 'washington dc', ' dc', 'san francisco', ' ca', 'juneau', ' ak', 'las vegas', ' nv', 'wilmington', ' de', 'fort lauderdale', ' fl']","[' usa', ' france', ' uk', ' belgium']",[],"Back Bay Yoga Studio, Boston",,,5 of 5 stars,"This studio was a 10 minute walk from my hotel in the Theater District. I was able to register for classes on line. They offer a $25.00 unlimited two week pass for new students, which is a great deal, considering the walk in rate is $15.00 per class. They offer a wide variety of yoga classes, including Beginning Vinyasa and AcroYoga! I went to class every morning and was very impressed by the knowledge and skill of the teachers. Classes were not too large, for the most part and individual attention was given by all the teachers. I wish I lived in Boston so I could go to Back Bay Yoga regularly!!"
CarryOnOnly_CJas,Boston,Massachusetts, female , 25-34 ,"['dubrovnik', 'seville', 'barcelona', 'newport', ' ri', 'reykjavik', 'new orleans', ' la', 'plymouth', ' nh', 'boston', ' ma', 'moultonborough', ' nh', 'san juan', 'sandwich', ' ma', 'auckland']","[' croatia', ' spain', ' usa', ' iceland', ' puerto rico', ' new zealand']",[],"Bella Sante Day Spa Med Spa, Boston",N/A,,3 of 5 stars,"Checked out this spot as a local with a groupon or some online deal, while the layout, service and treatment were good, I was freezing the whole time! I love spas that envelope you in warmth and I can't say this qualified!"
Sheilahbo,,,,,"['boston', ' ma']",[' usa'],[],"Back Bay Yoga Studio, Boston",,,1 of 5 stars,"
Horrible customer service. Class average at best. Many choices available in town. Staff under-qualified.
"
Sindle,Fort Lauderdale,Florida,,,"['bangkok', 'new york city', ' ny', 'brisbane', 'singapore', 'las vegas', ' nv', 'chicago', ' il', 'los angeles', ' ca', 'philadelphia', ' pa', 'perth', 'beverly hills', ' ca', 'chiang mai', 'fort lauderdale', ' fl']","[' thailand', ' usa', ' australia', ' singapore']",[],"Bella Sante Day Spa Med Spa, Boston",N/A,,5 of 5 stars,Services were excellent un rushed and friendly The place was clean so was all the equipment. Right in the heart of Boston on Newbury Street
fruitflyboy,Washington D.C.,Washington D.C.,,,"['chiang mai', 'bangalore', 'key west', ' fl', 'miami beach', ' fl', 'venice', 'bruges', ""cortina d'ampezzo"", 'higashikawa-cho', 'domegge di cadore', 'san juan', 'sapporo', 'thanjavur']","[' thailand', ' india', ' usa', ' italy', ' belgium', ' japan', ' puerto rico']",[],"Watson Adventures Scavenger Hunts, Boston",,,2 of 5 stars,"This hunt was billed as literary and pun-ny, but it was disappointingly straightforward. The organizer was friendly and it was somewhat interesting to walk around Old Boston and learn some historical facts. But we were expecting something a little more puzzle-like and intellectually challenging and that this was not. We'd recommend The Accomplice in NYC as a much better alternative. More challenging, fun, and includes food/drink stop-off points."
choolie,Massachusetts,Massachusetts,,,"['middletown', ' ri', 'boston', ' ma', 'groton', ' ct', 'holden', ' ma', 'hudson', ' ma', 'mystic', ' ct', 'hartford', ' ct', 'kihei', ' hi', 'lancaster', ' ma', 'manchester', ' nh', 'naples', ' me', 'seattle', ' wa']",[' usa'],[],"Watson Adventures Scavenger Hunts, Boston",,,4 of 5 stars,"We did the public Revolutionary Boston Scavenger hunt, which included the points on the Freedom Trail from Faneuil Hall, the Old State House, through the North End and back. The clues were clever and required teamwork to solve. The timeline of 2 1/2 hours made it challenging to get to all the points and answer 30+ questions. Wear comfy shoes; it's a lot of walking but a fun time for a nice day and educational to boot!"
GranmaEm,New York City,New York, female , 50-64 ,"['new york city', ' ny', 'brussels', 'boston', ' ma', 'bicester', 'cirencester', 'london', 'uffington', 'ambleside', 'anderlecht', 'ashbury', 'bath', 'faringdon']","[' usa', ' belgium', ' uk']",['A 50+ young at heart traveller. Business travels take me around the world regularly. '],"Bella Sante Day Spa Med Spa, Boston",N/A,,5 of 5 stars,"For those that have followed my recent spa trials and tribulations back in Blighty- thank you America. This is what is expected from a spa.

I have a dodgy back. As in I am a Titanium Granny. From time to time, my lower, much-operated on back seizes up and is very sore. This was the case 2 days ago.

Coming back from a long and trying day at work, I new I needed an expert massage the same day. I called Belle Sante and they were able to fit me in at the end of what must have been a very long day for the therapists.

The reception was friendly and efficient. The changing room spacious and clean. The robe fluffy, the slides correctly sized.

And then there was Daniel. Daniel is an angel with a quiet presence and an ace ability to locate not only knots but muscle adhesions. Suffice to say that I am pain free today.

Feeling invigorated I also had my eyebrows seen too. Much work was clearly needed, but the flattering symmetrical (!) end result is what you want, but often don't get.

Would I go again? Now, if I could. Recommended."
travelmf82,Fairfax,Virginia,,,"['austin', ' tx', 'london', 'boston', ' ma', 'new canaan', ' ct', 'healdsburg', ' ca', 'san francisco', ' ca', 'st. helena', ' ca', 'nantucket', ' ma', 'orlando', ' fl', 'fairfax', ' va', 'paradise island', 'pasadena', ' ca']","[' usa', ' uk', ' bahamas']",[],"Bella Sante Day Spa Med Spa, Boston",N/A,,4 of 5 stars,"My daughter and I had facials, a massage, and some waxing at this second floor BackBay spa. Aestheticians and masseurs were very good. Negatives were that the steam room wasn't working and services were a tad pricier than others. Would go again, however!"
Heather_in_Bos_MA,Boston,Ma,,,"['boston', ' ma']",[' usa'],[],"Newbury Day Spa, Boston",,,5 of 5 stars,"This is a fantastic Spa in Boston. Very old hat Boston environment on it's prettiest street.

I love the services. I have had mostly facials and waxing but I have walked through the lounge and seen where they do nails. Looks fun and nice.

I am so pleased with the staff, service, variety of treatments. They always go overboard. I will be a lifelong customer."
3cents,New Hampshire,New Hampshire,,,"['boston', ' ma', 'derry', ' nh', 'manchester', ' nh', 'moscow', 'nashua', ' nh', 'portsmouth', ' nh', 'salem', ' nh', 'st. petersburg', 'whitefield', ' nh', 'amsterdam', 'anchorage', ' ak', 'athens']","[' usa', ' russia', ' the netherlands', ' greece']",[],"Bella Sante Day Spa Med Spa, Boston",N/A,,4 of 5 stars,"The Boston Spa Club joined together and visited Bella Santa on the famous Newbury Street in Boston, Massachusetts.

Overall, it was very good. The scheduling of the appointments were fine, which could have been confusing with a group. They offered different times and packages, but not group rates. Some of the members were new to Bella Santa and as a result, were offered a 10% promotional offer for a first time visit. They accommodated us on a Saturday afternoon which was lovely, because we were able to enjoy ourselves before and after with shopping and dinning on Newbury Street. The location is excellent and parking was not an issue with several parking lots available, however, parking validation would have been good seeing we were there almost 3 hours.

We walked off the elevator directly into the reception area, and the ambiance was relaxing and quiet with soothing music in the background. The staff moved calmly around the spa with a smile and respected your privacy. It was not overcrowded with retail, but a nice balance, and with space to move from product to product. The room temperature was perfect for a cold day. There manicures and pedicures were to the left of reception, but you would have never have guessed. The smell of lavender and ginger was a perfect blend.

As we checked in, they took our coats and offered a brief tour of the spa. We were given soft comfortable robes and slippers. The dressing room, showers and steam were clean, organized and well shelved with amenities. However, the lighting above the individual vanities was poor, and there were no makeup mirrors with magnifying abilities for that perfect eyeliner application. We were disappointed the steam room was not working that day. The dressing room staff were continuously scanning the room for cleanliness throughout our visit, which was quite impressive.

After relaxing and enjoying a variety of tea nuts, and cucumber infused water, were individually escorted into our treatments rooms and in a timely manner. All members chose facials and felt their estheticians were good to excellent. Frankly, I was the lucky enough to be paired with Jackie who had a touch only second to my usual esthetician. She spoke softly, slowly and moved confidently with ease, unlike others that had reported differently, she did not leave the room and was fully prepared. She educated me on the products, answered questions and it was not the usual hard sell, but an appropriate one. The treatment room was quite, dim and appropriately warm. The music was a bit redundant, but elegant and soothing. The products were fabulous and effective, as was Jackie.

After our treatments, we relaxed and took the time to reflect on the experience. Now, we were moving around like the staff.... Calm and peaceful.

Check out was a bit confusing because it was a group, but in the end it was fine.

I would recommend Bella Santa on Newbury Street. Please feel free to contact us at bostonspaclub@gmail.com, if you have any questions.

Michele
Boston Spa Club"
bryangoodwin,Boston,Boston, male , 25-34 ,"['boston', ' ma', 'pawleys island', ' sc', 'noord', 'breckenridge', ' co', 'chicago', ' il', 'los angeles', ' ca', 'orlando', ' fl', 'santa monica', ' ca', 'las vegas', ' nv', 'miami beach', ' fl', 'nashville', ' tn', 'new york city', ' ny']","[' usa', ' aruba']","['After discovering Europe following college and moving to the west coast for two years following that, I realized that there was so much to see. I have since moved back to Boston, but am working in the travel industry to ensure that my great travel experiences continue as well as encouraging others to take a break from the daily grind and experience something new... ']","Newbury Day Spa, Boston",,,1 of 5 stars,"I can't tell you about their services due to the fact that their inflexibility about helping a new prospective client get in to experience their services inhibited me from ever stepping foot in the spa. The customer isn't always right, but in a business like a ""Day Spa"" you would assume they would go out of their way in order to make you feel relaxed, comfortable and enjoy your experience. That is very difficult to do when you can't even come up with a fair way to get in the door.

That said I am going to bring my business elsewhere and I would encourage others to do the same."
whaleboy1,Boston,Massachusetts, male , 50-64 ,"['boston', ' ma', 'paris', 'hyannis', ' ma', 'mystic', ' ct', 'los angeles', ' ca', 'providence', ' ri', 'quincy', ' ma', 'braintree', ' ma', 'de ruyter', ' ny', 'empire', ' mi', 'fitchburg', ' ma', 'lunenburg', ' ma']","[' usa', ' france']","['Teacher, scientist. ']","Bella Sante Day Spa Med Spa, Boston",N/A,,3 of 5 stars,"Bella Sante has three locations, two of which my wife and I have used (Newbury Street in Boston and Wellesley). We generally go to Wellesley now, as there is no parking issue. The spa is nicely appointed, with a relaxing waiting lounge and an excellent locker area FOR WOMEN - complete with steam room - the men's has a shower. That's it. Both are barely adequate in terms of space. Services are nice, but definitely overpriced when compared to other spas in the area (compare with Christine's Day spa in Newton, for example). It's OK."
telahunha,Boston,Massachusetts,,,"['boston', ' ma']",[' usa'],[],"Bella Sante Day Spa Med Spa, Boston",N/A,,1 of 5 stars,"I read reviews of Bella Sante and went with a couple of friends. It was a total rip off. I dropped my friends off and was 20 minutes late trying to find parking. I had an 80 minute appointment and the people at the front desk spent 20 minutes trying to figure out whether I should reschedule. Finally I was told I should go ahead and use the rest of the time and pay a discounted price. The person who attended to me spent less than 25 minutes and told me to take a shower. When I got to the counter, the person I talked to had left and I was told to pay the whole price for a 15 minute service. The person at the counter was rude and dismissive. I will never go back to this place. I do massage every month. I went there hooping it would be a great mother's day experience - it was the worst and their attitude made my day miserable. i have been going to VIOLET down the street from them and have had excellent experience - TERRIBLE and RUDE"
Majshy,Boston,Boston,,,"['punta cana', 'boston', ' ma', 'aruba', 'austin', ' tx', 'cancun', 'cedar rapids', ' ia', 'east brunswick', ' nj', 'las vegas', ' nv', 'morristown', ' nj', 'rome', 'wells', ' me', 'wroclaw']","[' dominican republic', ' usa', ' caribbean', ' mexico', ' italy', ' poland']",[],"Bella Sante Day Spa Med Spa, Boston",N/A,,1 of 5 stars,"I decided to indulge myself in the $60 basic pedicure at Bella Sante on Newbury today during my week off from work. I had a $100 giftcard and was ready for some pampering.

I was horrified at the experience that took place for the hour that I surrendered myself to the ""SPECIALIST"" pedicurist. The spa pedicure was a quick 30 min tops, not the 60 min ""miracle treatment"" as promised. The pedicurist was snippy with me from the moment I greeted her and to be frank I could not understand what the heck she was even saying. During our time together she managed to soak my feet in cold water, shoot me dirty looks especially when looking at the bottom of my heel after my cold water soak and to my request to cut my nails shorter.

She completely skipped the massage part of the service, jumping from the loobing of my leg/foot to quickly whipping it off with a towel. oh and here's the best part. They don't have foot dryers so after slapping on some polish, she sat me in the waiting room and left.

I have had better service for $20 at a local salon. The main reason that I am so turned off is that my spa professional had a real air about her, she made me feel guilty that my old polish was still on, that I dry skin and that I took her up on her offer to bring me a cup of tea.

I was majorly disappointed. I was so excited about my spa day, and instead found myself thrilled to finally breathe some relief when the elevator doors closed upon my exit.

I have $40 left on my card and will hope to redeem it at another location.

PS. you can't tip on the gift card."
greenslinky,Boston,Massachusetts, male , 35-49 ,"['boston', ' ma', 'mashantucket', ' ct', 'belfast', 'foxboro', ' ma', 'peabody', ' ma', 'playa mujeres', 'preston', ' ct', 'saugus', ' ma', 'watertown', ' ma', 'aruba', 'atlanta', ' ga', 'beijing']","[' usa', ' uk', ' mexico', ' caribbean', ' china']","[""T&N. We have been together for 12 years now and have done our share of vacationing. A few of the places we've been include Aruba, Bahamas, Florida and Mexico. We also like to do weekend getaways...usually in the White Mountains.\nWe just added our second child to the family so future travel will have yet another twist! ""]","Bella Sante Day Spa Med Spa, Boston",N/A,,2 of 5 stars,"the spa was just ""blah"". really feels pretty rundown and like it could use a makeover or spa day itself! maybe i'm a little jaded and its not appropriate to compare to the resort spas that I've been too...but in any case would not visit Bella Sante again."
bostoncc,Boston,Boston,,,"['boston', ' ma']",[' usa'],[],"Bella Sante Day Spa Med Spa, Boston",N/A,,1 of 5 stars,"I did a facial treatment at Bella Sante today and was disappointed. A 50 minutes treatment was finished in 40mins. Alex was heavy handed and at one point I was worried that she was going to leave scars on my face. When the treatment was finished, I looked into the mirror, there was cream and a bit of facial mask left on my face. After an expensive facial treatment, she didn't even bother to clean my face!
I would not recommend Alex to anybody."
beantownguy1243,Boston,MA,,,"['boston', ' ma']",[' usa'],[],"Bella Sante Day Spa Med Spa, Boston",N/A,,3 of 5 stars,"For a 50 minute massage for myself and my wife, it cost about $200 with tip. Not that great a deal for getting a blah, basic massage. Nice facility, but the tiny men's locker area is annoying, the people are nice but that actual massage service could be better - the skills, the attention to detail, the music, etc. I probably won't be visiting any more - this was our 3rd visit, but it's only gotten weaker as we go."
Amorgos123,Athens,Greece,,,"['boston', ' ma', 'patmos']","[' usa', ' greece']",[],"Bella Sante Day Spa Med Spa, Boston",N/A,,2 of 5 stars,"This is a very mediocre Spa.
I went there for a facial and a manicure. The woman who did the manicure, once she clipped my nails, shook off the towel with the left-over nails on the floor. In addition, there are no nail dryers. They ask you to sit in the lounge for an extra half hour to allow your nails to dry. When I brought it to their attention they were very surprised - they pretended they had never heard of another place that has nail dryers, as if none of them has ever been in the dozens of nail salons on Newbury St.
The dim lighting in the lounge translates into complete darkness in the bathroom. Once you clos the stall door, you are in the dark. You have no way of knowing how clean the toilet is or where everything is.
I get a better manicure for half the price in other places. As for the facial it was also very mediocre."
